Unnamed: 0,No.,Title,Artist(s),lyrics,genres
31,32,"""Eye in the Sky""",The Alan Parsons Project,"47 ContributorsTranslationsDeutschEye in the Sky Lyrics“Eye In The Sky” is APP’s biggest hit, reaching #3 in the US in October 1982. There are many theories about its meaning.
Some see the song as about a break up, or more specifically, about falling out of… Read More 
Don't think sorry's easily said
Don't try turning tables instead
You've taken lots of chances before
But I ain't gonna give anymore
Don't ask me
That's how it goes
'Cause part of me knows what you're thinking

Don't say words you're gonna regret
Don't let the fire rush to your head
I've heard the accusation before
And I ain't gonna take any more
Believe me
The sun in your eyes
Made some of the lies worth believing

I am the eye in the sky
Looking at you
I can read your mind
I am the maker of rules
Dealing with fools
I can cheat you blind
And I don't need to see any more to know that
I can read your mind (Looking at you)
I can read your mind (Looking at you)
I can read your mind (Looking at you)
I can read your mind

Don't leave false illusion behind
Don't cry, I ain't changin' my mind
So find another fool like before
'Cause I ain't gonna live anymore believin'
Some of the lies while all of the signs are deceiving

I am the eye in the sky
Looking at you
I can read your mind
I am the maker of rules
Dealing with fools
I can cheat you blind
And I don't need to see anymore to know that
I can read your mind (Looking at you)
I can read your mind (Looking at you)
I can read your mind (Looking at you)
I can read your mind

I am the eye in the sky
Looking at you
I can read your mind
I am the maker of rules
Dealing with fools
I can cheat you blind
And I don't need to see anymore to know that
I can read your mind (Looking at you)
I can read your mind (Looking at you)
I can read your mind (Looking at you)
I can read your mind","Progressive rock, classic rock, rock, 80s, electronic"
32,33,"""Let's Groove""","Earth, Wind & Fire","50 ContributorsLet’s Groove Lyrics“Let’s Groove” is the lead single off of Earth, Wind & Fire’s 11th studio album, Raise! It was released in late 1981, and remained on the top charts well into 1982. It reached gold certification in the United… Read More 
We can boogie down, down up on down
The boogie sound, down up on down
The boogie sound, down up on down
The boogie sound, down up on down

Let's groove tonight (Down down upon down)
Share the spice of life
(The boogie sound, down upon down)
Baby, slice it right
(The boogie sound, down upon down)
We're gonna groove tonight
(The boogie sound, down upon down)

Let this groove get you to move
It's alright, alright, alright
Let this groove set in your shoes
So stand up, alright, alright

Gonna tell you what you can do with my love
Alright
Let you know, girl
You're looking good, you're out of sight
Alright
Just move yourself and glide like a 747
And lose yourself in the sky
Among the clouds in the heavens, gods

Let this groove light up your fuse
It's alright, alright, alright (Uh-oh-uh)
Let this groove set in your shoes
So stand up, alright, alright

Let me tell ya what you can do with my love
Alright
Gotta let you know, girl
You're looking good, you're out of sight
Alright
Just tell the DJ to play your favorite tune
Then you know it's okay
What you found is happening now

Let this groove light up your fuse
It's alright, alright, alright
Let this groove set in your shoes
So stand up (Stand up), alright, alright
Let this groove get you to move
It's alright, alright, alright (Yeah)
Let this groove set in your shoes
So stand up, alright, alright

You will find peace of mind on the floor
Take a little time
Come and see, you and me
Give a little sign
I'll be there, after a while
If you want my love
We can boogie on down
Down, boogie on down (The boogie sound, down upon down)
Down, boogie on down (The boogie sound, down upon down)
Down, we boogie on down (The boogie sound, down upon down)
On down (The boogie sound, down upon down)

Let's groove tonight (The boogie sound, down upon down)
Share the spice of life (The boogie sound, down upon down)
Baby, slice it right (The boogie sound, down upon down)
We're gonna groove tonight (The boogie sound, down upon down)
Uh-oh-uh


Let this groove light up your fuse
It's alright, alright, alright (Uh-oh-uh)
Let this groove set in your shoes
So stand up (Alright), alright, alright

Let this groove get you to move (We're gonna groove tonight)
It's alright, alright, alright (Share the spice of life)
Let this groove set in your shoes (Baby, slice it right)
So stand up, alright, alright (Just start the groove tonight)
Let this groove light up your fuse (Just move yourself)
It's alright, alright (Just move yourself)
Let this groove set in your shoes (Just move yourself)
So stand up, alright, alright
Let this groove get you to move (Groove tonight)
It's alright, alright, alright, uh-oh-uh (Share the spice of life)
Let this groove set in your shoes (Baby, slice it right)
So stand up, alright, alright (We're gonna groove tonight)
Let this groove get you to move (Just move yourself)
It's alright, alright
Let this groove set in your shoes (Just move yourself)
So stand up, alright, alright (Just move yourself)
Hey-yeah, alright
Let this groove light up your fuse
It's alright, alright, alright
Let this groove set in your shoes
So stand up, alright, alright","funk, soul, Disco, 70s, rnb"
33,34,"""Open Arms""",Journey,"27 ContributorsOpen Arms LyricsThe 10th and final track of Journey’s 1981 album Escape, and the third single from the album, “Open Arms” is a power ballad written by keyboardist Jonathan Cain earlier as a member of The Babys, but frontman… Read More 
Lying beside you
Here in the dark
Feeling your heartbeat with mine
Softly, you whisper
You're so sincere
How could our love be so blind?

We sailed on together
We drifted apart
And here you are
By my side

So now, I come to you
With open arms
Nothing to hide
Believe what I say
So here I am
With open arms
Hoping you'll see
What your love means to me
Open arms

Living without you
Living alone
This empty house seems so cold
Wanting to hold you
Wanting you near
How much I wanted you home

But now that you've come back
Turned night into day
I need you to stay

So now, I come to you
With open arms
Nothing to hide
Believe what I say
So here I am
With open arms
Hoping you'll see
What your love means to me
Open arms","classic rock, rock, hard rock, 80s, Progressive rock"
34,35,"""Leader of the Band""",Dan Fogelberg,"12 ContributorsLeader of the Band LyricsLeader of the Band peaked at #9 on the Billboard Hot 100 and topped Billboard’s Adult Contemporary chart for 2 weeks in February of 1982.
The song is dedicated to Dan’s late father, Lawrence Fogelberg (who… Read More 

An only child alone and wild, a cabinet maker's son
His hands were meant for different work and his heart was known to none
He left his home and went his lone and solitary way
And he gave to me a gift I know I never can repay

A quiet man of music denied a simpler fate
He tried to be a soldier once, but his music wouldn't wait
He earned his love through discipline—a thundering, velvet hand
His gentle means of sculpting souls took me years to understand

The leader of the band is tired and his eyes are growing old
But his blood runs through my instrument and his song is in my soul
My life has been a poor attempt to imitate the man
I'm just a living legacy to the leader of the band

My brothers' lives were different for they heard another call
One went to Chicago and the other to St. Paul
And I'm in Colorado when I'm not in some hotel
Living out this life I've chose and come to know so well


I thank you for the music and your stories of the road
I thank you for the freedom when it came my time to go
I thank you for the kindness and the times when you got tough
And, Papa, I don't think I said ""I love you"" near enough

The leader of the band is tired and his eyes are growing old
But his blood runs through my instrument and his song is in my soul
My life has been a poor attempt to imitate the man
I'm just a living legacy to the leader of the band
I am a living legacy to the leader of the band","singer-songwriter, soft rock, folk, classic rock, folk rock"
35,36,"""Leather and Lace""",Stevie Nicks and Don Henley,"24 ContributorsLeather and Lace Lyrics
Is love so fragile and the heart so hollow?
Shatter with words, impossible to follow
You're saying I'm fragile, try not to be
I search only for something I can't see
I have my own life
And I am stronger than you know

But I carry this feeling
When you walked into my house
That you won't be walking out the door
Still, I carry this feeling
When you walked into my house
That you won't be walking out the door

Lovers forever, face to face
My city, your mountains
Stay with me, stay
I need you to love me
I need you today
Give to me your leather
Take from me my lace

You in the moonlight
With your sleepy eyes
Could you ever love a man like me?
And you were right
When I walked into your house
I knew I'd never wanna leave

Sometimes I'm a strong man
Sometimes cold and scared
And sometimes I cry
But that time I saw you
I knew with you to light my nights
Somehow I'd get by
First time I saw you
I knew with you to light my nights
Somehow I would get by

Lovers forever, face to face
My city, your mountains
Stay with me, stay
I need you to love me
I need you today
Give to me your leather
Take from me my lace
Lovers forever, face to face
My city, your mountains
Stay with me, stay
I need you to love me
I need you today
Give to me your leather
Take from me my lace
But take from me my lace
Take from me my lace","female vocalists, classic rock, rock, singer-songwriter, 80s"
36,37,"""Even the Nights Are Better""",Air Supply,"21 ContributorsEven the Nights Are Better Lyrics“Even the Nights Are Better” peaked at #5 on the Billboard Hot 100 in September 1982, their seventh of eight total top 5 hits in the US. It also topped Billboard’s Adult Contemporary chart for four weeks.
… Read More 
I, I was the lonely one
Wondering what went wrong
Why love had gone and left me lonely
I, I was so confused
Feeling like I'd just been used
Then you came to me, and my loneliness left me

I used to think I was tied to a heartache
That was the heartbreak
But now that I've found you

Even the nights are better now that we're here together
Even the nights are better since I found you, oh
Even the days are brighter when someone you love's beside ya
Even the nights are better since I found you

You, you knew just what to do
'Cause you had been lonely too
And you showed me how to ease the pain
And you did more than mend a broken heart
'Cause now you've made a fire start
And I, I can see that you feel the same way

I never dreamed there'd be someone to hold me
Until you told me
And now that I've found you

Even the nights are better now that we're here together
Even the nights are better since I found you, oh
Even the days are brighter when someone you love's beside ya
Even the nights are better since I found you


I never dreamed there'd be someone to hold me until you told me, and now that I've found you

Even the nights are better now that we're here together
Even the nights are better since I found you, oh
Even the days are brighter when someone you love's beside you
Even the nights are better since I found you, oh

Even the nights are better now that we're here together
Even the nights are better since I found you, oh","80s, soft rock, pop, classic rock, rock"
37,38,"""I've Never Been to Me""",Charlene,"17 ContributorsI’ve Never Been To Me Lyrics“I Never Been To Me” was originally released in 1977, but peaked at a low #97 on the Billboard Hot 100.
Five years later in 1982, a DJ from Tampa, Florida began playing the song on the radio and due to the… Read More 
Hey, lady, you, lady
Cursing at your life
You're a discontented mother
And a regimented wife
I've no doubt you dream about
The things you'll never do
But I wish someone had talked to me
Like I wanna talk of you

Ooo, I've been to Georgia
And California
And anywhere I could run
Took the hand of a preacher man
And we made love in the sun
But I ran out of places and friendly faces
Because I had to be free

I've been to paradise
But I've never been to me

Please lady, please, lady
Don't just walk away
'Cause I have this need to tell you
Why I'm all alone today
I can see so much of me
Still living in your eyes
Won't you share a part
Of a weary heart
That has lived a million lives

Oh, I've been to Nice
And the isle of Greece
When I sipped champagne on a yacht
I moved like Harlow in Monte Carlo
And showed 'em what I've got
I've been undressed by kings
And I've seen some things
That a woman ain't supposed to see

I've been to paradise
But I've never been to me

Hey, you know what paradise is?
It's a lie
A fantasy we created about people and places
As we'd like them to be
But you know what truth is?
It's that little baby you're holding
And it's that man you fought with this morning
The same one you're going to make love with tonight
That's truth, that's love

Sometimes I've been to crying
For unborn children
That might have made me complete
But I, I took the sweet life I never knew
I'd be bitter from the sweet
I've spent my life exploring
The subtle whoring
That costs too much to be free

Hey lady, I've been to paradise
But I've never been to me
I've been to paradise
Never been to me

I've been to Georgia and California
And anywhere I could run
I've been to paradise
Never been to me
Been to Nice and the isle of Greece
When I've sipped champagne on a yacht
I've been to paradise
Never been to me","pop, 80s, female vocalists, shoegaze, soul"
38,39,"""'65 Love Affair""",Paul Davis,"10 Contributors’65 Love Affair LyricsI was a car hop
You were into be-bop
You sang ""do wop diddy wop diddy wop doo""
All of them changes you put me through
If I could go back again
Well I know I'd never let you go
Back with some of my friends
To that wonderful
'65 Love Affair, We wasn't gettin' nowhere
But we didn't care, it was a crazy
'65 Love Affair
Rock 'n' roll was simple and clear
Oh, I still can hear
I can hear it baby
Yeah!
Well I acted like a dumb-dumb
You were bad with your pom-poms
You said ""ooh wah go team ooh wah go""
Ooh-ee baby I want you to know
If I could go back in time
Well, I know somehow you'd still be mine
I wouldn't be so blind
To that wonderful

'65 Love Affair
When rock 'n' roll was simple and clear
Oh, I still can hear
I can hear it baby
Well, I tried to make you give in
One night at the drive-in
You said ""oh no baby, oh no woo""
All of them changes you put me through
If I could go back in time
Well, I know somehow you'd still be mine
I wouldn't be so blind
To that wonderful
'65 Love Affair
We weren't going nowhere
But we didn't care, it was crazy
'65 Love Affair
Rock 'n' roll was simple and clear
Oh, I still can hear
I can hear it baby
We sang ""doo wop diddy wop diddy wop doo""...
""Go, go, go team go!""...

If I could go back again
Well I know our love would never end
Back with all my friends
To that wonderful
'65 Love Affair
Rock 'n' roll was simple and clear
Oh, I still can hear
I can hear it baby
'65 Love Affair
We wasn't going nowhere
But we didn't care, it was crazy","soft rock, 80s, male vocalists, rock, yacht rock"
39,40,"""Heat of the Moment""",Asia,"56 ContributorsHeat of the Moment Lyrics“Heat Of The Moment” is the first track and single of the eponymous debut album of the British Progressive Rock Group, Asia. It instantly became a huge hit on rock radio, hitting #1 on the US Rock Chart in… Read More 
I never meant to be so bad to you
One thing I said that I would never do
A look from you, and I would fall from grace
And that would wipe the smile right from my face

Do you remember when we used to dance?
And incidents arose from circumstance
One thing led to another, we were young
And we would scream together songs unsung

It was the heat of the moment
Telling me what my heart meant
The heat of the moment showed in your eyes

And now you find yourself in Eighty Two
The disco hot spots hold no charm for you
You can concern yourself with bigger things
You catch a pearl and ride the dragon's wings

'Cause it's the heat of the moment
Heat of the moment
The heat of the moment showed in your eyes


And when your looks are gone and you're alone
How many nights you sit beside the phone?
What were the things you wanted for yourself?
Teenage ambitions you remember well

It was the heat of the moment
Telling me what your heart meant
The heat of the moment showed in your eyes

It was the heat of the moment
Heat of the moment
Heat of the moment showed in your eyes
Heat of the moment
Heat of the moment
Heat of the moment
Heat of the moment…","Progressive rock, classic rock, rock, 80s, hard rock"
40,41,"""Take It Easy on Me""",Little River Band,"5 ContributorsTake It Easy On Me LyricsIt used to be so easy to be your lover
We wandered through the days like they had no end
But now that you are gone I'm under cover
I just can't think about you as a friend
Take it easy on me
It should be easy to see
I'm getting lost in a crowd
Hear me crying out loud
Just want you to know
I know that you have to go
It's all up to you but whatever you do
Take it easy on me
So now I'll go the minstrel road without
I know there will be times when I need you there
And each night as I sing those songs about you
I'll think back to the time when you used to care
Take it easy on me
It should be easy to see
I'm getting lost in a crowd
Hear me crying out loud
Just want you to know
I know that you have to go
It's all up to you but whatever you do
Take it easy on me

Take it easy on me
Oh baby don't leave me crying
It should be easy to see
I've needed you for so long
Just one more chance with you
One more chance will you, take chance?
Come on and take a chance
Take it easy on me
It should be easy to see
I'm getting lost in a crowd
Hear me crying out loud
Just want you to know
I know that you have to go
It's all up to you but whatever you do
Take it easy on me
It's still up to you but whatever you do
Take it easy on me","classic rock, 70s, soft rock, rock, australian"
41,42,"""Pac-Man Fever""",Buckner & Garcia,"20 ContributorsPac-Man Fever LyricsOne hit wonder off of their album with the same title. The entire album consisted of songs about arcade games since Pac-Man Fever was their biggest hit.
This also paved the way for people like Adam Warrock… Read More I got a pocket full of quarters, and I'm headed to the arcade
I don't have a lot of money, but I'm bringing ev'rything I made
I've got a callus on my finger, and my shoulder's hurting too
I'm gonna eat them all up, just as soon as they turn blue
Cause I've got Pac-Man fever;
Pac-Man fever
It's driving me crazy
Driving me crazy
I've got Pac-Man fever;
Pac-Man fever
I'm going out of my mind
Going out of my mind
I've got Pac-Man fever;
Pac-Man fever
I'm going out of my mind
Going out of my mind
I've got all the patterns down, up until the ninth key
I've got Speedy on my tail, and I know it's either him or me
So I'm heading out the back door and in the other side;
Gonna eat the cherries up and take them all for a ride
Cause I've got Pac-Man fever;
Pac-Man fever
It's driving me crazy
Driving me crazy
I've got Pac-Man fever;
Pac-Man fever
I'm going out of my mind
Going out of my mind
I've got Pac-Man fever;
Pac-Man fever
I'm going out of my mind
Going out of my mind

I'm gonna fake it to the left, and move to the right;
Cause Pokey's too slow, and Blinky's out of sight
Now I've got them on the run, and I'm looking for the high score;
So it's once around the block, And I'll slide back out the side door
I'm really cookin' now, eating everything in sight
All my money's gone, so I'll be back tomorow night
Cause I've got Pac-Man fever;
Pac-Man fever
It's driving me crazy
Driving me crazy
I've got Pac-Man fever;
Pac-Man fever
I'm going out of my mind
Going out of my mind","rock, pop, novelty, american, 80s"
42,43,"""That Girl""",Stevie Wonder,"17 ContributorsThat Girl Lyrics“That Girl” was the lead single from Stevie Wonder’s greatest-hits compilation album Stevie Wonder’s Original Musiquarium I. It peaked at #4 on the Billboard Hot 100 and topped Billboard’s R&B Singles chart… Read More 
That girl thinks that she's so fine
That soon she'll have my mind
That girl thinks that she's so smart
That soon she'll have my heart
She thinks in no time flat
That she'll be free and clear to start
With her emotional rescue of love that you'll leave torn apart
That girl thinks that she's so bad
She'll change my tears to joy from sad
She says she keeps the upper hand
'Cause she can please her man
She doesn't use her love to make him weak
She uses love to keep him strong
And inside me there's no room for doubt
That it won't be too long

Before I tell her that I love her
That I want her
That my mind and soul and body needs her
Tell her that I'd love to, that I want to
That I need to do all that I have to
To be in her love

I've been hurting for a long time
And you've been playing for a long time
You know it's true
I've been holding for a long time
And you've been running for a long time
It's time to do what we have to do

(I’m talkin’ ‘bout that girl, that girl)
(Yeah yeah, yeah yeah yeah)

That girl knows every single man
Would ask her for her hand
But she says her love is much too deep
For them to understand
She says her love has been crying out
But her lover hasn't heard
But what she doesn't realize is that I've listened to every word

That's why I know I'll tell her that I love her
That I want her
That my mind and soul and body needs her
Tell her that I'd love to, that I want to
That I need to do all that I have to
To be in her love now

I love her
And I want her
And my mind and soul and body needs her
Tell her that I'd love to, that I want to
That I need to do all that I have to
To begin her love
I love her
I want her
My mind and soul and body needs her
Oh, tell her that I'd love to, that I want to
That I need to do all that, oh-ohh-ohhh....
Say I love her, that I want her
That my mind and soul and body needs her
Tell her that I'd love to, that I want to
That I need to do all that I have to
To be in her – that girl!

That girl, that girl!
Oh, that girl, that girl, that girl, that girl, ohhh","soul, funk, motown, pop, rnb"
43,44,"""Private Eyes""",Daryl Hall & John Oates,"26 ContributorsPrivate Eyes Lyrics“Private Eyes” was the lead single from the 1981 album of the same name. That November, the song topped the Hot 100 for two weeks. The next ten weeks saw Olivia Newton-John’s “Physical” in the top spot, but… Read More 
I see you and you see me
Watch you blowing the lines when you're making a scene
Oh, girl, you've got to know
What my head overlooks the senses will show to my heart
When it's watching for lies, you can't escape my

Private eyes
They're watching you
They see your every move
Private eyes
They're watching you
Private eyes
They're watching you, watchin' you, watchin' you, watching you

You play with words, you play with love
You can twist it around, baby, that ain't enough
'Cause, girl, I'm gonna know
If you're letting me in or letting me go, don't lie
When you're hurting inside 'cause you can't escape my

Private eyes
They're watching you
They see your every move, baby
Private eyes
They're watching you
Private eyes
They're watching you, watching you, watching you, watching you


Ooh, why you try to put up a front for me?
I'm a spy but on your side, you see?
Slip on into any disguise
I'll still know you, look into my

Private eyes
They're watching you
And they see your every move (Oh, babe)
Private eyes (Yeah)
They're watching you
Private eyes
They're watching you
Private eyes
They're watching you (Yeah)
They see your every move (They see it)
Private eyes (Oh)
They're watching you
Private eyes
They're watching you

Private eyes (Ooh)
Watching you (Yeah)
They see your every move, they see you
Private eyes
They're watching you
Your private eyes
They're watching you

Private eyes (Watching you)
They watch your every move, girl (Every move)
Oh I see you, oh I see you (Private eyes)
Private, private (Watching you), private eyes, girl (Eyes)
They're watching you, watching you

Private eyes
Watching you (Ooh)
Every move (They see your private eyes, yeah)
Private eyes
Watching you","80s, pop, soft rock, classic rock, rock"
44,45,"""Trouble""",Lindsey Buckingham,"11 ContributorsTrouble Lyrics
(Two, a-three, a-four)
(Two, a-three, a-four)
(Two, a-three, a-four)

I should be saying goodnight
I really shouldn't stay anymore
It's been so long since I held you
Forgotten what love is for

I should run on the double
(I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) trouble
(Oh, no, I think I'm in) yes, I think I'm in trouble

Come, come to me darling and hold me
Let your honey keep you warm
Been so long since I held you
Forgotten what love is for

I should run on the double
(I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) trouble
(Oh, no, I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) I think I'm in trouble


I should run on the double
(I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) trouble
(Oh, no, I think I'm in) I think I'm in trouble
(Oh, no, I think I'm in) I think I'm in trouble

(Ah)
(Ah)
(Ah)","rock, singer-songwriter, classic rock, pop, male vocalist"
45,46,"""Making Love""",Roberta Flack,"5 ContributorsMaking Love Lyrics
Here, close to our feelings
We touch again, we love again
Remember when we thought our hearts would never mend?
And we're all the better for each other
There's more to love, I know, than making love

Here, no more confusion
We see our lives, we live our lives
Remember when we thought we never would survive?
But now neither one of us is breaking
There's more to love, I know, than making love

Some things never change
Some things sometimes do


And now I'm feeling strong enough to let you in
And now neither one of us is breaking
Knowing now that there's more to love than making love
And I remember you, and making love
And I remember you
And I remember you, ooh
And I remember you
And I remember you, ooh","soul, female vocalists, jazz, 70s, rnb"
46,47,"""Love's Been a Little Bit Hard on Me""",Juice Newton,"6 ContributorsLove’s Been A Little Bit Hard On Me LyricsI've got nothing to be ashamed of
(Love's been a little bit hard on me)
If I shy away it's only because
(Love's been a little bit hard on me)
(Love's been a little)
Oh love's been a little
(Love's been a little bit hard on me)
(Love's been a little)
Ya know it's just been a little
(Love's been a little bit hard on me)
I can't remember when it meant so much
(Love's been a little bit hard on me)
Now I shy away from the slightest touch
(Love's been a little bit hard on me)
(Love's been a little)
Oh love's been a little
(Love's been a little bit hard on me)
(Love's been a little)
Just a little, little
(Love's been a little bit hard on me)
Well, come out, come out
From that hopeless romance in side
Child, it's all right, it's all right
Shade so dark, so close to the light

Well come out, well come out
From that hopeless romance in side
Child, it's all right, it's all right
Shade so dark, so close to the light
I'll be back when I calm my fears
(Love's been a little bit hard on me)
Then I'll see you 'round in a thousand years
(Love's been a little bit hard on me)
(Love's been a little)
Oh love's been a little
(Love's been a little bit hard on me)
Oh, love ya know it's just been a little
(Love's been a little bit hard)
It's hard on me","country, female vocalists, 80s, soft rock, pop"
47,48,"""Young Turks""",Rod Stewart,"38 ContributorsTranslationsDeutschYoung Turks LyricsYoung Turks is the second single from Rod Stewart’s 1981 album Tonight I’m Yours.
The title Young Turks is never heard in the song and the chorus centers on the words: Young hearts be free tonight which led… Read More 
Billy left his home with a dollar in his pocket
And a head full of dreams
He said ""Somehow, someway
It's gotta get better than this""
Patti packed her bags
Left a note for her mama
She was just seventeen
There were tears in her eyes
When she kissed her little sister goodbye

They held each other tight
As they drove on through the night
They were so excited
We got but one shot at life
Let's take it while we're still not afraid
Because life is so brief
And time is a thief when you're undecided
And like a fistful of sand
It can slip right through your hands

Young hearts be free tonight
Time is on your side
Don't let 'em put you down
Don't let 'em push you 'round
Don't let 'em ever change your point of view

Paradise was closed
So they headed for the coast in a blissful manner
They took a two-room apartment
That was jumping every night of the week
Happiness was found in each other's arms
As expected, yeah
Billy pierced his ears
Drove a pickup like a lunatic, ooh!

Young hearts be free tonight
Time is on your side
Don't let 'em put you down
Don't let 'em push you 'round
Don't let 'em ever change your point of view
Come on, babe


Young hearts, be free tonight
Time is on, on your side

Billy wrote a letter back home
To Patti's parents tryin' to explain
He said: ""We're both real sorry
That it had to turn out this way""
But there ain't no point in talking
When there's nobody listening
So we just ran away
Patti gave birth to a ten-pound baby boy, yeah

Young hearts be free tonight, time is on your side
Young hearts be free tonight, time is on your side
Young hearts be free tonight, time is on your side

Young hearts gotta run free
Be free, live free
Time is on, time is on your side
Time, time, time, time is on your side
Is on your side
Is on your side
Is on your side
Young heart be free tonight
Tonight, tonight, tonight
Tonight, tonight, yeah","classic rock, rock, soft rock, 70s, pop"
48,49,"""Freeze-Frame""",The J. Geils Band,"16 ContributorsFreeze-Frame Lyrics
Freeze-frame

I could see it was a rough-cut Tuesday
Slow-motion weekdays stare me down
Her lipstick reflex got me wound
There were no defects to be found
Snapshot image froze without a sound

Thursday morning was a hot flash factor
Her face still focused in my mind (Deedle-deedle-dee)
Test-strip proof-sheet love is hard to find (Deedle-deedle-dee)
Friday night, we'll dance the spotlight grind (Deedle-deedle-dee)
Stop-time heart for me if she's not mine

(Freeze-frame) Freeze-frame
(Freeze-frame) Freeze-frame
(Freeze-frame) Freeze-frame
(Freeze-frame, woo) Now freeze

Now I'm lookin' at a flashback Sunday
Zoom-lens feelings just won't disappear (Deedle-deedle-dee)
Close-up darkroom sweet talk in my ear (Deedle-deedle-dee)
Her hotspot love for me is strong (Deedle-deedle-dee)
This freeze-frame moment can't be wrong

(Freeze-frame) Freeze-frame
(Freeze-frame) Freeze-frame
(Freeze-frame) Freeze-frame
(Freeze-frame, woo) Now freeze

Shoot, shoot, deedle-deedle-dee
Shoot, shoot, deedle-deedle-dee
Shoot, shoot, deedle-deedle-dee

(Freeze-frame) Freeze-frame
(Freeze-frame) Freeze-frame
(Freeze-frame) Freeze-frame
(Freeze-frame, woo) Now freeze, ah

Yeah
Freeze-frame (Yeah, yeah)
Freeze-frame
It's like a freeze-frame (Freeze-frame)
Freeze-frame
It's like a freeze, freeze, freeze, woo (Shoot, shoot, deedle-deedle-dee)
Freeze-frame
It's like a freeze, freeze, ow (Shoot, shoot, deedle-deedle-dee)
Freeze-frame
Shoot, shoot, deedle-deedle-dee
Freeze-frame
Shoot, shoot, deedle-deedle-dee
Freeze-frame","classic rock, rock, blues rock, 80s, pop"
49,50,"""Keep the Fire Burnin'""",REO Speedwagon,"6 ContributorsKeep the Fire Burnin’ LyricsKeep the fire burnin'
Let it keep us warm
The world will keep on turnin'
Let it turn you on
Let us not stop learnin'
We can help one another be strong
Let us never lose our yearnin'
To keep the fire burnin' all night long
You've been changing so much
I'm not sure you're in touch with what's real
You just come and you go
Never letting me know how you feel
And I'm livin here in doubt
There's so much to talk about
I know that we can work it out
We can keep the fire burnin'
Let it keep us warm
The world will keep on turnin'
Let it turn you on
Let us not stop learnin'
We can help one another be strong
Let us never lose our yearnin'
To keep the fire burnin' all night long

We've been through this enough
It gets rough but there's nowhere to run
This is where we belong
We are strong, we can never give up
If we wanted to we could
But we've always understood
To keep lookin' for the good, oh
Who will keep the fire burnin'?
Let it keep us warm
The world will keep on turnin'
Let it turn you on
Let us not stop learnin'
We can help one another be strong
Let us never lose our yearnin'
To keep the fire burnin'
Keep the fire burnin'
Let it keep us warm
The world will keep on turnin'
Let it turn you on
Let us not stop learnin'
We can help one another be strong
Let us never lose our yearnin'
To keep the fire burnin' all night long

Keep the fire burnin'
Keep the fire burnin'
Keep the fire burnin'
Keep the fire burnin'
Keep the fire burnin'
Keep the fire burnin'
Keep the fire burnin'
(Fade)","classic rock, rock, 80s, soft rock, hard rock"
50,51,"""Do You Believe in Love""",Huey Lewis and the News,"17 ContributorsDo You Believe in Love Lyrics
I was walking down a one-way street
Just a-looking for someone to meet
One woman who was looking for a man
Now I'm hoping (Hoping) that the feeling is right
And I'm wondering (Wondering) if you'll stay for the night
So I'm coming (I don't want to be lonely, baby, please tell me)
I want to love you all over

Do you believe in love?
Do you believe it's true?
Do you believe in love?
Oh, you're making me believe it too

Now the feeling is beginning to grow
And the meaning is something you only know
If you believe it, take my hand and I'll take your heart
Come on
Now I'm wondering (Wondering), where does true love begin?
I'm going under (Under), so I'm letting you in
My woman (I don't want to be lonely, baby, please tell me)
I want to love you all over

(Do you believe in love?)
Do you believe in love?
(Do you believe it's true?)
You believe it's true
(Do you believe in love?)
Oh, you're making me believe it too

(I used to have you in a photograph)
I'm so glad it's changed
(But now I've got you and it's gonna last)
Do you believe in love?

(Do you believe in love?)
(Do you believe it's true?)
I'm so glad, I'm so glad
(Do you believe in love?)
Oh, you're making me believe it too, girl

(Wee-ooh, ooh-ooh, ooh-ooh)
Do you believe in love?
(Wee-ooh, ooh-ooh, wee-ooh)
Do you believe it's true?
(Wee-ooh, ooh-ooh, ooh-ooh)
Do you believe in love?
(Wee-ooh, ooh-ooh, wee-ooh)
I believe in love too","80s, rock, classic rock, pop, Pop-Rock"
51,52,"""Cool Night""",Paul Davis,"5 ContributorsTranslationsPolskiCool Night LyricsOne of Davis' biggest hits peaked at No. 11 on the Billboard Hot 100 and at No. 2 on the Adult Contemporary chart.
I sometimes wonder why
All the flowers have to die
I dream about you and now summer's come and gone
And the nights they seem so long
Come on over tonight, come on over

It's gonna be a cool night
Just let me hold you by the firelight
If it don't feel right, you can go
Oh, when the cool night
Brings back memories of a good life
When this love was not so old

Oh, I won't talk about the past
How love's supposed to last
Forever and you, don't have to take a stand
Lay out any plans
Come on over tonight, come on over

It's gonna be a cool night
Just let me hold you by the firelight
If it don't feel right, you can go
Oh, when the cool night
Brings back memories of a good life
When this love was not so old

Come on over tonight, come on over

It's gonna be a cool night
Just let me hold you by the firelight
If it don't feel right you can go

On a cool night, let me hold you
On a cool, just let me hold you by the firelight
If it don't feel right you can go
On a cool night, let me hold you
On a cool, just let me hold you by the firelight
If it don't feel right you can go
On a cool night","soft rock, 80s, male vocalists, rock, yacht rock"
