Unnamed: 0,No.,Title,Artist(s),lyrics,genres
21,22,"""Sukiyaki""",A Taste of Honey,"13 ContributorsSukiyaki LyricsJanice Marie Johnson begged her mother to buy the US chart-topping song “Sukiyaki (Ue o Muite Arukō)” in the summer of 1963, and encouraged her sister create a Japanese dance routine and sing the song at… Read More 
It's all because of you I'm feelin' sad and blue
You went away, now my life is just a rainy day
I love you so, how much you'll never know
You've gone away and left me lonely
Untouchable memories seem to keep haunting me
Of love so true, that once turned all my gray skies blue
But you disappeared, now my eyes are filled with tears
I'm wishin' you were here with me
Soft with love are my thoughts of you
Now that you're gone, oh, I don't know what to do

If only you were here, you'd wash away my tears
The sun would shine, and once again you'd be mine, all mine
But in reality, you and I will never be
'Cause you took your love away from me, oh


If only you were here, you'd wash away my tears
The sun would shine, and once again you'd be mine, all mine
But in reality, you and I will never be
'Cause you took your love away from me
Oh, baby, you took your love away from
Me

Sayonara","Disco, funk, soul, pop, rnb"
22,23,"""The Winner Takes It All""",ABBA,"61 ContributorsTranslationsDeutschČeskyThe Winner Takes It All Lyrics‘The Winner Takes it All’ is a single off the album Super Trouper.
With long running vocal on the back, the song sounds much more vivid.
I don't wanna talk about things we've gone through
Though it's hurting me, now it's history
I've played all my cards
And that's what you've done, too
Nothing more to say, no more ace to play

The winner takes it all
The loser standing small
Beside the victory
That's her destiny

I was in your arms, thinkin' I belonged there
I figured it made sense building me a fence
Building me a home, thinking I'd be strong there
But I was a fool playing by the rules

The gods may throw a dice
Their minds as cold as ice
And someone way down here
Loses someone dear
The winner takes it all (Takes it all)
The loser has to fall (Has to fall)
It's simple and it's plain (Yes, it's plain)
Why should I complain? (Why complain?)

But tell me, does she kiss like I used to kiss you?
Does it feel the same when she calls your name?
Somewhere deep inside, you must know I miss you
But what can I say? Rules must be obeyed

The judges will decide (They decide)
The likes of me abide (We abide)
Spectators of the show (Of the show)
Always stayin' low (Staying low)
The game is on again (On again)
A lover or a friend (Or a friend)
A big thing or a small (Big or small)
The winner takes it all (Takes it all)

I don't wanna talk if it makes you feel sad
And I understand, you've come to shake my hand
I apologise if it makes you feel bad
Seeing me so tense, no self-confidence
But you see, the winner takes it all
The winner takes it all

(So the winner takes it all)
(And the loser has to fall)
(Throw a dice, cold as ice)
(Way down here, someone dear)
(Takes it all, has to fall)
(Yes, it's plain, why complain?)","pop, Disco, 70s, swedish, 80s"
23,24,"""Stars on 45 Medley""",Stars on 45,"9 ContributorsStars On 45 Medley (Single Version) Lyrics“Stars On 45 Medley” was the product of former Golden Earring drummer/Dutch producer Jaap Eggermont being contacted by a record label asking him to recreate a spliced medley of old songs over a disco beat… Read More You can boogie like disco, love that disco sound
Turn up the volume and move it all around
But don't, don't, don't, don't, don't forget, oh no
Don't, don't, don't, don't, don't forget
The Stars On 45 keep on turning in your mind
Like ""We Can Work It Out""
Remember ""Twist and Shout""
You still don't ""Tell Me Why"" and ""No Reply""
Sugar, ah honey honey
You are my candy girl
And you've got me wanting you
Honey, ah sugar sugar
You are my candy girl
And you've got me wanting you
1, 2, 3, 4...
This happened once before when I came to your door
No reply
They said it wasn't you but I saw you peep through your window
You know if you break my heart I'll go
But I'll come back again
'Cause I told you once before goodbye
But I came back again

Asked a girl what she wanted to be
And she said, ""Baby, can't you see?""
""I wanna be famous, a star on the screen.""
""But you can do something in between!""
Baby, you can drive my car
Yes, I'm gonna be a star
Baby, you can drive my car
And baby, I love you
Listen, do you want to know a secret?
Do you promise not to tell?
Oh, oh-a-oh, oh
Closer, let me whisper in your ear
Say the words you long to hear
I'm in love with you (oh-a-ooh-ooh)
Try to see it my way
Do I have to keep on talking 'til I can't go on?
While you see it your way
Run the risk of knowing that our love may soon be gone
We can work it out
We can work it out
I should've know better with a girl like you
That I would love everything that you do
And I do, hey, hey, hey

He's a real nowhere man, sitting in his nowhere land
You're gonna lose that girl
You're gonna lose that girl
You're gonna lose that girl
The Stars On 45 keep on turning in your mind
Like ""We Can Work It Out""
Remember ""Twist and Shout""
You still don't ""Tell Me Why"" and ""No Reply""","Disco, 80s, pop, Stars On 45, Retro"
24,25,"""Angel of the Morning""",Juice Newton,"25 ContributorsTranslationsDeutschAngel of the Morning LyricsChip Taylor (of “Wild Thing” fame) originally wanted Connie Francis to record his song “Angel Of The Morning” in 1966, but she declined. So Evie Sands instead was the first artist to record the track. However… Read More 

There'll be no strings to bind your hands
Not if my love can't bind your heart
There's no need to take a stand
For it was I who chose to start

I see no need to take me home
I'm old enough to face the dawn

Just call me angel of the morning, angel
Just touch my cheek before you leave me, baby
Just call me angel of the morning, angel
Then slowly turn away from me

Maybe the sun's light will be dim
And it won't matter anyhow
If morning's echoes say we've sinned
Well, it was what I wanted now

And if we're victims of the night
I won't be blinded by the light

Just call me angel of the morning, angel
Just touch my cheek before you leave me, baby
Just call me angel of the morning angel
Then slowly turn away, I won't beg you to stay with me

Through the tears
Of the day
Of the years
Baby!

Just call me angel of the morning, angel
Just touch my cheek before you leave me, baby
Just call me angel of the morning, angel
Just touch my cheek before you leave me, darling
Just call me angel of the morning, angel
Just touch my cheek before you leave me, darling","country, female vocalists, 80s, soft rock, pop"
25,26,"""Love on the Rocks""",Neil Diamond,"11 ContributorsLove on the Rocks Lyrics“Love on the Rocks” was the lead single from the soundtrack for the film The Jazz Singer. It was originally titled “Scotch On The Rocks” and had a reggae feel to it, until more lyrics were written and it took… Read More Love on the rocks
Ain't no surprise
Just pour me a drink and I'll tell you some lies
Got nothing to lose
So you just sing the blues all the time
Gave you my heart
Gave you my soul
You left me alone here with nothing to hold
Yesterday's gone
Now all I want is a smile
First, they say they want you
Indeed, how they really need you
Suddenly, you find you're out there walking in a storm
And when they know they have you
Then they really have you
Nothing you can do or say
You've got to leave, just get away
We all know the song
You need what you need
You can say what you want
Not much you can do when the feeling is gone
May be blue skies above
But it's cold when your love's on the rocks

First, they say they want you
Indeed, how they really need you
Suddenly. you find you're out there walking in a storm
And when they know they have you
Then they really have you
Nothing you can do or say
You've got to leave, just get away
We all know the song
Love on the rocks
Ain't no big surprise
Just pour me a drink and I'll tell you more lies
Yesterday's gone
Now all I want is a smile","singer-songwriter, classic rock, soft rock, pop, rock"
26,27,"""Every Woman in the World""",Air Supply,"10 ContributorsEvery Woman in the World Lyrics“Every Woman in the World” is one of Air Supply’s eight US top 5 hits. It was also a big hit in Canada, New Zealand, and their homeland of Australia. It’s their typical shmaltzy saccharine that plays well at… Read More 
Overnight scenes, dinner and wine, Saturday girls
I was never in love, never had the time
In my hustle and hurry world
Laughing myself to sleep, waking up lonely
I needed someone to hold me, oh, oh, oh

It's such a crazy old town, it can drag you down
Till you run out of dreams
So you party all night to the music and lights
But you don't know what happiness means
I was dancing in the dark with strangers, no love around me
When suddenly you found me, oh, oh, oh

Girl you're every woman in the world to me
You're my fantasy, you're my reality
Girl you're every woman in the world to me
You're everything I need, you're everything to me
Oh girl

Everything good, everything fine
That's what you are
So put your hand in mine
And together we'll climb
As high as the highest star
I'm living a lifetime in every minute
That we're together
And I'll stay right here forever, oh, oh, oh

Girl you're every woman in the world to me
You're my fantasy, you're my reality
Girl you're every woman in the world to me
You're everything I need, you're everything to me
Oh girl


Girl you're every woman in the world to me
You're my fantasy, you're my reality
Girl you're every woman in the world to me
You're everything I need, you're everything to me
Girl you're every woman in the world to me
You're my fantasy, you're my reality
Girl you're every woman in the world to me
You're everything I need, you're everything to me","80s, soft rock, pop, classic rock, rock"
27,28,"""The One That You Love""",Air Supply,"10 ContributorsThe One That You Love LyricsIn the summer of 1981, “The One That You Love” became Air Supply’s fourth of eight top 5 hits in the US – their only to reach #1. It was also a hit in New Zealand.
Now the night has gone
Now the night has gone away
Doesn't seem that long
We hardly had two words to say
Hold me in your arms for just another day
I promise this one will go slow
Oh, we have the right you know
We have the right you know

Don't say the morning's come
Don't say the morning's come so soon
Must we end this way
When so much here is hard to lose
Love is everywhere, I know it is
Such moments as this are too few
Oh, it's all up to you
It's all up to you

Here I am, the one that you love
Asking for another day
Understand, the one that you love
Loves you in so many ways

Tell me we can stay
Tell me we can stay, oh please
They are the words to say
The only words I can believe
Hold me in your arms for just another day
I promise this one will go slow
Oh, we have the right you know
We have the right you know

Here I am, the one that you love
Asking for another day
Understand, the one that you love
Loves you in so many ways
Here I am, the one that you love
Asking for another day
Understand, the one that you love
Loves you in so many ways

The night has gone, a part of yesterday
I don't know what to say
I don't know what to say

Here I am, the one that you love
Asking for another day
Understand, the one that you love
Loves you in so many ways
Here I am, the one that you love
Asking for another day
Understand, the one that you love
Loves you in so many ways

Here I am, the one that you love
Asking for another day
Understand, the one that you love
Loves you in so many ways","80s, soft rock, pop, classic rock, rock"
28,29,"""Guilty""",Barbra Streisand & Barry Gibb,"11 ContributorsGuilty LyricsBarbra Streisand and frequent collaborator Barry Gibb of The Bee Gees team up once again for another hit.
In fact, this song was originally featured on Barbra’s 22nd studio album of the same name, which was… Read More 
Shadows falling, baby, we stand alone
Out on the street anybody you meet
Got a heartache of their own (It oughta be illegal)
Make it a crime to be lonely or sad (It oughta be illegal)
You got a reason for livin'
You battle on with the love you're livin' on
You gotta be mine
We take it away
It's got to be night and day
Just a matter of time

And we got nothing to be guilty of
Our love will climb any mountain near or far, we are
And we never let it end
We are devotion
And we got nothing to be sorry for
Our love is one in a million
Eyes can see that we got a highway to the sky
I don't wanna hear your goodbye

Pulses racing, darling
How grand we are
Little by little we meet in the middle
There's danger in the dark (It oughta be illegal)
Make it a crime to be out in the cold (It oughta be illegal)
You got a reason for livin'
You battle on with the love you're building' on
You gotta be mine
We take it away
It's gotta be night and day
Just a matter of time

And we got nothing to be guilty of
Our love will climb any mountain near or far, we are
And we never let it end
We are devotion
And we got nothing to be sorry for
Our love is one in a million
Eyes can see that we got a highway to the sky
I don't wanna hear your goodbye

Don't wanna hear your goodbye
I don't wanna hear your

And we got nothing
And we got nothing to be guilty of
Our love will climb any mountain near or far, we are
And we never let it end
We are devotion
And we got nothing to be sorry for
Our love is one in a million
Eyes can see that we got a highway to the sky
I don't wanna hear your

And we got nothing to be guilty of
Our love will climb any mountain near or far, we are
And we never let it end","female vocalists, Barbra Streisand, classic rock, BARBRA STREISAND Y BARRY GIBB, pop"
29,30,"""The Best of Times""",Styx,"16 ContributorsThe Best of Times Lyrics“Best Of Times” continues the story arc of the Paradise Theatre album. After a post-depression/post-war boom in business, the Theatre has fallen on some hard times. Yet, unlike other times that this has… Read More Tonight's the night we'll make history
Honey, you and I
Cause I'll take any risk to tie back the hands of time
And stay with you here tonight
I know you feel these are the worst of times
I do believe it's true
When people lock their doors and hide inside
Rumor has it, it's the end of paradise
But I know, if the world just passed us by
Baby I know, I wouldn't have to cry, no no
The best of times are when I'm alone with you
Some rain some shine, we'll make this a world for two
Our memories of yesterday will last a lifetime
We'll take the best, forget the rest
And someday we'll find
These are the best of times
These are the best of times
The headlines read, ""These are the worst of times""
I do believe it's true
I feel so helpless like a boat against the tide
I wish the summer winds could bring back paradise
But I know, if the world turned upside down
Baby, I know you'd always be around, my my

The best of times are when I'm alone with you
Some rain some shine, we'll make this a world for two
The best of times are when I'm alone with you
Some rain some shine, we'll make this a world for two","classic rock, Progressive rock, rock, hard rock, 80s"
30,31,"""Elvira""",The Oak Ridge Boys,"11 ContributorsElvira LyricsDespite having several songs top the US Country Songs chart between 1978 and 1989, “Elvira” is the first of only two top 20 crossover pop hits and the sole Platinum-certified single for the Oak Ridge Boys in… Read More 
Elvira, Elvira
My heart's on fire for Elvira

Eyes that look like heaven, lips like cherry wine
That girl can sure enough make my little light shine
I get a funny feeling, up and down my spine
'Cause I know that my Elvira's mine
So I'm singin'

Elvira, Elvira
My heart's on fire for Elvira
Giddy up, oom poppa, oom poppa, mow mow
Giddy up, oom poppa, oom poppa, mow mow
Heigh-ho Silver, away

Tonight I'm gonna meet her at the Hungry House Cafe
And I'm gonna give her all the love I can, yes I am
She's gonna jump and holler, 'cause I've saved up my last two dollars
We're gonna search and find that preacher man
And I'm a-singin'

Elvira, Elvira
My heart's on fire for Elvira
Giddy up, oom poppa, oom poppa, mow mow
Giddy up, oom poppa, oom poppa, mow mow
Heigh-ho Silver, away

Elvira, Elvira
My heart's on fire for Elvira
Giddy up, oom poppa, oom poppa, mow mow
Giddy up, oom poppa, oom poppa, mow mow
Heigh-ho Silver, away

Elvira, yeah Elvira
My heart's on fire for Elvira
Giddy up, oom poppa, oom poppa, mow mow
Giddy up, oom poppa, oom poppa, mow mow
Heigh-ho Silver, away

Elvira, yeah Elvira
My heart's on fire for Elvira","country, gospel, christian, classic country, 70s"
31,32,"""Take It on the Run""",REO Speedwagon,"28 ContributorsTake It on the Run LyricsOriginally titled “Don’t Let Me Down”, the second single from the band’s breakthrough album Hi Infidelity, “Take It On The Run” became the band’s second of five career top 10 hits, peaking at #5 in May 1981.… Read More 
Heard it from a friend who
Heard it from a friend who
Heard it from another
You been messin' around

They say you got a boyfriend
You're out late every weekend
They're talkin' about you
And it's bringin' me down

But I know the neighborhood
And talk is cheap when the story is good
And the tales grow taller on down the line

But I'm telling you, babe
That I don't think it's true, babe
And even if it is keep this in mind

You take it on the run baby
If that's the way you want it baby
Then I don't want you around
I don't believe it
Not for a minute
You're under the gun
So you take it on the run

You're thinking up your white lies
You're puttin' on your bedroom eyes
You say you're coming home
But you won't say when

But I can feel it comin'
If you leave tonight keep runnin'
And you need never look back again

You take it on the run baby
If that's the way you want it baby
Then I don't want you around
I don't believe it
Not for a minute
You're under the gun
So you take it on the run


Take it on the run baby
If that's the way you want it baby
Then I don't want you around
I don't believe it
Not for a minute
You're under the gun
So you take it on the run
Take it on the run baby
If that's the way you want it baby
Then I don't want you around
I don't believe it
Not for a minute
You're under the gun
So you take it on the run

Heard it from a friend who
Heard it from a friend who
Heard it from another
You been messin' around","classic rock, rock, 80s, soft rock, hard rock"
32,33,"""(There's) No Gettin' Over Me""",Ronnie Milsap,"6 Contributors(There’s) No Gettin’ Over Me Lyrics
Well, you can walk out on me tonight
If you think that it ain't feeling right
But darling, there ain't no getting over me

Well, you can say that you need to be free
But there ain't no place that I won't be
Sweet darling, there ain't no getting over me

I'll be the bill you forgot to pay
I'll be the dream that keeps you awake
I'll be the song on the radio
I'll be the reason that you tell the boys no
Don't you know...

You can tell everyone that we're through
And you might even believe it too
But darling, there ain't no getting over me
Sweet darling, there ain't no getting over me


I'll be the face that you see in the crowd
I'll be the times that you cry out loud
I'll be the smile when there's no one around
I'll be the book that you just can't put down

So you can walk out on me tonight
If you think that it ain't feeling right
But darling, there ain't no getting over me
You'll see, sweet darling, there ain't no getting over me

No, no, no, no
No darling, there ain't no getting over me
Ooooh mmmm
Mmmm, no darling, there ain't no getting over me
Ooooh darling, there ain't no getting over me...","country, classic country, Ronnie Milsap, male vocalists, a little bit country"
33,34,"""Living Inside Myself""",Gino Vannelli,"8 ContributorsLiving Inside Myself LyricsIn my life
I've felt so self assured
But suddenly it's all changed
She's a cloud
That hangs above my world
And I find myself wandering in the rain
And now I can't go on
'Cause I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love
I need her guiding light
To shine on my darkest days
I was young, and time was on my side
But like a fool I let it slip away
And now those days are gone
And I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love

In my life
I've felt so self-assured
But oh how the seasons change
And now I'm not that strong
'Cause I am lost
Living inside myself
Living inside this hell
Living outside your love
I am lost
Somewhere inside my own dreams
Afraid of what life really means
Living without your love
I am lost
Living inside myself
Living inside this shell
Living outside your love
I am lost","pop, jazz, Canadian, male vocalists, adult contemporary"
34,35,"""Woman in Love""",Barbra Streisand,"20 ContributorsWoman In Love Lyrics“Woman In Love” is the first single from Barbra Streisand’s most successful album Guilty. It was an international smash, reaching #1 in twelve countries, including the UK, where it was her first chart-topper,… Read More 
Life is a moment in space
When the dream is gone, it's a lonelier place
I kissed the morning goodbye
But down inside, you know we never know why
The road is narrow and long
When eyes meet eyes and the feeling is strong
I turn away from the wall
I stumble and fall but I give you it all

I am a woman in love and I'd do anything
To get you into my world and hold you within
It's a right I defend over and over again
What do I do?

With you eternally mine
In love there is no measure of time
We planned it all at the start
That you and I live in each other's heart
We may be oceans away
You feel my love, I hear what you say
No truth is ever a lie
I stumble and fall but I give you it all

I am a woman in love and I'd do anything
To get you into my world and hold you within
It's a right I defend over and over again
What do I do?

Oh-ho, oh, oh, I am a woman in love and I'm talking to you
You know I know how you feel
What a woman can do
It's a right I defend over and over again

I am a woman in love and I'd do anything
To get you into my world and hold you within
It's a right I defend over and over again","female vocalists, pop, 80s, diva, 70s"
35,36,"""The Boy from New York City""",The Manhattan Transfer,"6 ContributorsThe Boy from New York City Lyrics“The Boy from New York City” is a song originally recorded by the American soul group The Ad Libs, released as their first single in 1964. Produced by Jerry Leiber and Mike Stoller, the song peaked at No. 8… Read More Ooo wah, ooo wah cool, cool kitty
Tell us about the boy from New York City
Ooo wah, ooo wah c'mon kitty
Tell us about the boy from New York City
He's kind of tall
He's really fine
Some day I hope to make him mine, all mine
And he's neat
And oh so sweet
And just the way he looked at me
He swept me off my feet
Ooo whee, you ought to come and see
How he walks
And how he talks
Ooo wah, ooo wah cool, cool kitty
Tell us about the boy from New York City
He's really down
And he's no clown
He has the finest penthouse I've ever seen in town
And he's cute
In his mohair suit
And he keeps his pockets full of spending loot
Ooo whee, say you ought to come and see
His dueling scar
And brand new car

Every time he says he loves me
Chills run down my spine
Every time he wants to kiss me
He makes me feel so fine
Ooo wah, ooo wah cool, cool kitty
Tell us about the boy from New York City
Well he can dance
(He can dance, take a chance with a little ro-)
And make romance
(mance baby, cause he's a looker)
That's when I fell in love
With just one glance
(He's sweet talking and cool)
He was shy
And so was I
And now I know I'll never, ever say goodbye
Ooo whee, say you ought to come and see
He's the most
From coast to coast
Ooo wah, ooo wah cool, cool kitty
Tell us about the boy from New York City
Ooo wah, ooo wah c'mon kitty
Tell us about the boy from New York City","jazz, vocal jazz, swing, pop, vocal"
36,37,"""Urgent""",Foreigner,"22 ContributorsUrgent Lyrics
You're not shy, you get around
You want to fly, don't want your feet on the ground
You stay up, you won't come down
You want to live, you want to move to the sound

Got fire in your veins
Burning hot, but you don't feel the pain
Your desire is insane
You can't stop until you do it again

But sometimes I wonder as I look in your eyes
Maybe you're thinking of some other guy
But I know, yes I know, how to treat you right
That's why you call me in the middle of the night

You say it's urgent
So urgent, so oh-oh urgent
Just wait and see
How urgent my love can be
It's urgent

You play tricks on my mind
You're everywhere but you're so hard to find
You're not warm or sentimental
You're so extreme, you can be so temperamental

But I'm not looking for a love that'll last
I know what I need and I need it fast
Yeah, there's one thing in common that we both share
That's a need for each other anytime, anywhere

It gets so urgent
So urgent
You know it's urgent
I want to tell you it's the same for me (Ooh-ooh)
So urgent
Just you wait and see
How urgent our love can be
It's urgent


You say it's urgent
Make it fast, make it urgent
Do it quick, do it urgent
Got to rush, make it urgent
Want it quick
Make it urgent, urgent, emergency
Urgent, urgent, emergency
Urgent (Urgent), Urgent (Urgent), emergency
Urgent (Urgent), Urgent (Urgent), emergency

So urgent, emergency
Ooh ooh (Ooh ooh)
Ooh ooh (Ooh ooh)
Ooh ooh (Ooh ooh)
It's urgent","classic rock, rock, hard rock, 80s, pop"
37,38,"""Passion""",Rod Stewart,"8 ContributorsPassion Lyrics“Passion” was the lead single from Rod Stewart’s tenth album, It became a top 20 hit for Rod Stewart around the world including a #5 peak in the US.
The song was also featured prominently in the sleazy 1984… Read More 
Somebody somewhere
In the heat of the night
Looking pretty dangerous
Running out of patience

Tonight in the city
You won't find any pity
Hearts are being twisted
Another lover cheated, cheated

In the bars and the cafes (Passion)
In the streets and the alleys (Passion)
A lot of pretending (Passion)
Everybody searching (Passion)

Once in love, you're never out of danger
One hot night spent with a stranger
All you wanted was somebody to hold on to, yeah
(Passion, passion)
(Passion, passion)

New York, Moscow (Passion)
Hong Kong, Tokyo (Passion)
Paris and Bangkok (Passion)
A lotta people ain't got (Passion)
Hear it in the radio (Passion)
Read it in the papers (Passion)
Hear it in the churches (Passion)
See it in the schoolyards (Passion)

Once in love, you're never out of danger
One hot night spent with a stranger
All you wanted was somebody to hold on to, yeah
Once in love, you're never out of danger
One hot night spent with a stranger
All you wanted was somebody to hold on to

Alone in your bed at night (Passion)
It's half past midnight (Passion)
As you turn out your sidelight (Passion)
Something ain't right (Passion)
There's no passion, there's no passion
There's no passion, I need passion
You need passion, we need passion
Can't live without passion
Won't live without passion
Can't live without passion

Even the president needs passion
Everybody I know needs some passion
Some people die and kill for passion
Nobody admits they need passion
Some people are scared of passion
Yeah, passion","classic rock, rock, soft rock, 70s, pop"
38,39,"""Lady (You Bring Me Up)""",Commodores,"7 ContributorsLady (You Bring Me Up) Lyrics
Lady
You bring me up when I'm down
Maybe
You're gonna change my life around

You came to me when I was lonely
And no one cared
You made me see that I was only
Just running scared
I saw your face and something told me
You were the one
You smiled at me and now I see
My life's begun

Lady
You bring me up when I'm down
Maybe
You're gonna change my life around
Lady
You brought me in from out the rain (Yeah)
Maybe
My life will never be the same

Once I was filled with desperation
A solitary man
You gave me hope and inspiration
Like only true love can
Now I believe in what you're saying
I'm ten feet tall
This love don't need no explaining
We've got it all

Lady
You bring me up when I'm down (Up when I'm down)
Maybe (Maybe)
You're gonna change my life around

La la la la la la
La la la la la la
La la la la la la la
La la la la la la
La la la la la la
La la la la la la la la

Whoa lady
You bring me up when I'm down (Up when I'm down)
Maybe (Yeah)
You're gonna change my life around (Yeah, yeah, yeah)
Ooh lady

Ooh lady
You bring me up when I'm down
Maybe
You're gonna change my life around
Ooh lady
Ooh lady
You bring me up when I'm down","soul, funk, 70s, motown, rnb"
39,40,"""Crying""",Don McLean,"10 ContributorsCrying LyricsIn the US, Don McLean’s cover of Roy Orbison’s 1961 #2 hit “Crying” was almost successful as the original, reaching #5 on the Hot 100 in March of 1981. In the UK, however, it went all the way to #1, outdoing… Read More 
I was all right for a while
I could smile for a while
But when I saw you last night
You held my hand so tight
When you stopped to say hello
And though you wished me well
You couldn't tell

That I'd been crying over you
Crying, over you
Then you said, ""So long""
Left me standing all alone
Alone and crying
Crying
Crying
Crying

It's hard to understand
That the touch of your hand
Can start me crying

I thought that I was over you
But it's true, so true
I love you even more than I did before
But, darling, what can I do?

While you don't love me
And I'll always be
Crying over you
Crying over you

Yes, now you're gone
And from this moment on
I'll be crying (Crying)
Crying (Crying)
Crying (Crying)
Crying

I'm crying
Crying
Over you","folk, classic rock, singer-songwriter, 70s, rock"
40,41,"""Hearts""",Marty Balin,"5 ContributorsHearts Lyrics
Is everything all right?
I just called to say how lost
I feel without you
Miles away
I really can't believe I'm here and how I still care
About you?

Hearts can break
And never mend together
Love can fade away
Hearts can cry
When love won't stay forever
Hearts can be that way

Is everything the same?
Do you ever think of me and how we loved
One another?
Will you change your mind?
Will you want me back again or have you found yourself
A new lover?

Hearts can break
And never mend together
Love can fade away
Hearts can cry
When love won't stay forever
Hearts can be that way

Is everything okay?
I just thought I'd write a song to tell the world
How I miss you?
'Cuz each and every day
I think of all the words I never said and all the chances
That I had to

Hearts can break
And never mend together
Love can fade away
Hearts can cry
When love won't stay forever
Hearts can be that way
Hearts can be that way
Hearts can be

Is everything all right?","classic rock, 80s, pop, rock, oldies"
41,42,"""It's My Turn""",Diana Ross,"4 ContributorsIt’s My Turn Lyrics“It’s My Turn” was the theme song to the 1980 film “It’s My Turn”.
The song peaked at #9 on the Billboard Hot 100, #9 on Billboard’s Adult Contemporary chart and #14 on Billboard’s R&B chart, staying on the… Read More I can't cover up my feelings
In the name of love
Or play it safe
For a while that was easy
And if living for myself
Is what I'm guilty of
Go on and sentence me
I'll still be free
It's my turn
To see what I can see
I hope you'll understand
This time's just for me
Because it's my turn
With no apologies
I've given up the truth
To those I've tried to please
But now it's my turn
If I don't have all the answers
At least I know
I'll take my share of chances
Ain't no use of holding of
When nothing stays the same

So I'll let it rain
Cause the rain ain't gonna hurt me
And I'll let you go
Though I know it won't be easy
It's my turn
With no more room for lies
For years I'd seen my life
Through someone else's eyes
And now it's my turn
To try and find my way
And if I should get lost
At least I'll own today
It's my turn
Yes, it's my turn
And there ain't no use in holding of
When nothing stays the same
So I'll let it rain
Cause the rain ain't gonna hurt me
And I'll let you go
Though I know it won't be easy
It's my turn
To see what I can see
I hope you'll understand
This time's just for me

Because it's my turn
To turn and say goodbye
I sure would like to know
That you're still on my side
Because it's my turn
It's my turn
It's my turn
To start from number one
Trying to undo
Some damage that's been done
But now it's my turn
To reach and touch the sky
No one's gonna say
At least I didn't try
It's my turn
Yes, it's my turn
It's my turn
It's my turn
It's my turn","soul, Disco, pop, female vocalists, motown"
42,43,"""You Make My Dreams""",Daryl Hall & John Oates,"37 ContributorsYou Make My Dreams (Come True) LyricsHall & Oates’ inspirational anthem “You Make My Dreams” was the fourth and final single off the duo’s celebrated ninth studio album Voices and their fourth of eleven top 5 hits in the US, peaking at #5 in… Read More 
What I want
You've got and it might be hard to handle
But like a flame that burns the candle
The candle feeds the flame, yeah, yeah
What I've got
Full stock of thoughts and dreams that scatter
And you pull them all together
And, uh, how? I can't explain

Oh, yeah, well, well, you (Ooh-ooh, ooh-ooh-ooh)
You make my dreams come true
You (You, you, you, ooh-ooh-ooh, you)
Well, well, well, you (Ooh-ooh, ooh-ooh-ooh)
Oh, yeah, you make my dreams come true
(You, you, you, ooh-ooh-ooh, you) Well, yeah

On a night when bad dreams become a screamer
When they're messin' with the dreamer, I can laugh it in the face
Twist and shout my way out and wrap yourself around me
'Cause I, I ain't the way you found me and I'll never be the same

Oh, yeah, well, 'cause you (Ooh-ooh, ooh-ooh-ooh) Mm-hmm
You make my dreams come true
Oh, yeah (You, you, you, ooh-ooh-ooh, you)
Well, well, well, you (Ooh-ooh, ooh-ooh-ooh) Ooh-ooh
You make my dreams come true
(You, you, you, ooh-ooh-ooh, you) Oh, yeah
Well, listen to this
Ow


I'm down on my daydream
Oh, that sleepwalk should be over by now, I know

Well, you
Yeah-yeah
You make my dreams come true
Oh, yeah (You, you, you, ooh-ooh-ooh, you)

I've been waiting for, waiting for you, girl
(Ooh-ooh, ooh-ooh-ooh)
Oh, yeah, you make a-my dreams come true
(You, you, you, ooh-ooh-ooh, you)
Me, you, me, you, me
I've been waiting for, waiting for you, girl
(Ooh-ooh, ooh-ooh-ooh)
Oh, my, you makin' my dreams come true
(You) Oh (You, you, you, ooh-ooh-ooh, you)
Woah-ooh-woah, I've been waitin' for, waitin' for, waitin' for
(Ooh-ooh, ooh-ooh-ooh)
Waitin' for, waitin' for, waitin' for, waitin'
You make my dreams
(You, you, you, ooh-ooh-ooh, you)
Ooh ooh ooh ooh ooh ooh
Ooh ooh ooh ooh
I've been waitin' for you, girl
(Ooh-ooh, ooh-ooh-ooh)
You make my dreams
(You, you, you, ooh-ooh-ooh, you)","80s, pop, soft rock, classic rock, rock"
43,44,"""I Don't Need You""",Kenny Rogers,"6 ContributorsI Don’t Need You Lyrics“I Don’t Need You” was first recorded by Rick Christian (who wrote the song) in 1978, but it didn’t chart.
Kenny Rogers recorded the song for his eighth album Share Your Love. Originally, Lionel  Richie was… Read More I don't need you
I don't need friendship
I don't need flowers in the spring
I don't need you
And you surely don't need me
I don't need love and affection
I don't need peace and harmony
I don't need you
And you surely don't need me
But we both want it bad enough
Yes, we both want it, don't we?
I don't need you baby
And I know you don't need me
I don't need your loving arms around me
All I need is to be free
That's what I keep telling myself
And I tell you, you don't need me
I don't need children in my old age
No more cluttered leaves around the tree
And I don't need you baby
And I know you don't need me

But we both want it bad enough
Yes, we both want it, don't we?
I don't need you baby
And I know you don't need me
And we don't need each other, baby
We don't need each other, baby
Or do we?","country, classic country, kenny rogers, male vocalists, oldies"
