Unnamed: 0,No.,Title,Artist(s),lyrics,genres
42,43,"""Lucille""",Kenny Rogers,"17 ContributorsLucille Lyrics“Lucille” is a song written by Roger Bowling and Hal Bynum, and recorded by American country music artist Kenny Rogers. It was released in January 1977 as the second and final single from the album Kenny… Read More 
In a bar in Toledo, across from the depot
On a bar stool she took off her ring
I thought I'd get closer, so I walked on over
I sat down and asked her her name
When the drinks finally hit her, she said ""I'm no quitter
But I finally quit living on dreams
I'm hungry for laughter and here ever after
I'm after whatever the other life brings""

In the mirror I saw him, and I closely watched him
I thought how he looked out of place
He came to the woman, who sat there beside me
He had a strange look on his face
The big hands were calloused, he looked like a mountain
For a minute I thought I was dead
But he started shaking his big heart was breaking
He turned to the woman and said

""You picked a fine time to leave me Lucille
With four hungry children and a crop in the field
I've had some bad times, lived through some sad times
But this time your hurting won't heal
You picked a fine time to leave me, Lucille""

After he left us I ordered more whiskey
I thought how she'd made him look small
From the lights of the bar room to a rented hotel room
We walked without talking at all
She was a beauty, but when she came to me
She must have thought I'd lost my mind
I couldn't hold her, 'cause the words that he told her
Kept coming back time after time

You picked a fine time to leave me Lucille
With four hungry children and a crop in the field
I've had some bad times, lived through some sad times
But this time your hurting won't heal
You picked a fine time to leave me, Lucille","country, classic country, kenny rogers, male vocalists, oldies"
43,44,"""The Things We Do for Love""",10cc,"19 ContributorsThe Things We Do for Love Lyrics10CC was always “accused” of trying to be the ‘new Beatles"", and this song demonstrates why. The “pop and vocal harmonies” do indeed remind of late Beatles work. Made it to the top 10 in both the UK and the… Read More 
Ahhh-ahhh-ahhh-ahhh
Ahhh-ahhh-ahhh

Too many broken hearts have fallen in the river
Too many lonely souls have drifted out to sea
You lay your bets and then you pay the price

The things we do for love
The things we do for love

Communication is the problem to the answer
You've got her number
And your hand is on the phone
The weather's turned and all the lines are down

The things we do for love
The things we do for love

Like walkin' in the rain and the snow
When there's nowhere to go
And you're feelin' like a part of you is dyin'
And you're lookin' for the answer in her eyes
You think you're gonna break up
Then she says she wants to make up
Ooo, you made me love you
Ooo, you've gone away
Ooo, you had me crawlin' up the wall

Ohh
Ooo....


Like walkin' in the rain and the snow
When there's nowhere to go
And you're feelin' like a part of you is dyin'
And you're lookin' for the answer in her eyes
You think you're gonna break up
Then she says she wants to make up
Ooo, you made me love you
Ooo, you've gone away
Ooo, you had me crawlin' up the wall

A compromise would surely help the situation
Agree to disagree
But disagree to part
When after all it's just a compromise of

The things we do for love (The things we do for love)
The things we do for love (The things we do for love)
The things we do for love (oh love)
(The things we do for love) (oh oh)
The things we do for love (oh love)
(The things we do for love) (oh oh)
The things we do for love (oh love) (yeah-eh)
(The things we do for love) (oh oh)
The things we do for love (oh love) (yeah-eh)
(The things we do for love) (oh oh)
The things we do for love (oh love) (yeah-eh)
(The things we do for love) (oh oh)
The things we do for love (oh love) (yeah-eh)
(The things we do for love) (oh oh)
The things we do for love (oh love) (yeah-eh)
(The things we do for love) (oh oh)
The things we do for love (oh love) (yeah-eh)
(The things we do for love) (oh oh)...","classic rock, rock, 70s, british, pop"
44,45,"""Da Doo Ron Ron""",Shaun Cassidy,"5 ContributorsDa Doo Ron Ron Lyrics
I met her on a Monday and my heart stood still
Da doo ron ron ron, da doo ron ron
Somebody told me that her name was Jill
Da doo ron ron ron, da doo ron ron

Yeah, my heart stood still
Yes, her name was Jill
And when I walked her home
Da doo ron ron ron, da doo ron ron

I knew what she was thinkin' when she caught my eye
Da doo ron ron ron, da doo ron ron
She looked so quiet but my oh my
Da doo ron ron ron, da doo ron ron

Yeah, she caught my eye
Yes, my oh my
And when I walked her home
Da doo ron ron ron, da doo ron ron

(Ooh)
(Da doo ron ron ron, da doo ron ron)
(Ooh)
(Da doo ron ron ron, da doo ron ron)

Well, I picked her up at seven and she looked so fine
Da doo ron ron ron, da doo ron ron
Someday soon I'm gonna make her mine
Da doo ron ron ron, da doo ron ron

Yeah, she looked so fine
Yes, I'll make her mine
And when I walked her home
Da doo ron ron ron, da doo ron ron

Da doo ron ron ron, da doo ron ron
Da doo ron ron ron, da doo ron ron
Da doo ron ron ron, da doo ron ron
Da doo ron ron ron, da doo ron ron
Oh
Da doo ron ron ron, da doo ron ron
Da doo ron ron ron, da doo ron ron
Oh
Da doo ron ron ron, da doo ron ron
Da doo ron ron ron, da doo ron ron
Yeah, yeah
Da doo ron ron ron, da doo ron ron
Da doo ron ron ron, da doo ron ron
Oh, oh
Da doo ron ron ron, da doo ron ron
Da doo ron ron ron, da doo ron ron

Da doo ron ron ron, da doo ron ron
Da doo ron ron ron, da doo ron ron","pop, 70s, rock, easy listening, All"
45,46,"""Handy Man""",James Taylor,"8 ContributorsHandy Man LyricsThis is a cover of the 1959 song “Handy Man”, sung by Jimmy Jones and written by him and Otis Blackwell.
Hey girls, gather round
Listen to what I'm putting down
Hey baby, I'm your handy man

I'm not the kind to use a pencil or rule
I'm handy with love and I'm no fool
I fix broken hearts, I know that I truly can

If your broken heart should need repair
Then I am the man to see
I whisper sweet things
You tell all your friends
They'll come runnin' to me

Here is the main thing that I want to say
I'm busy 24 hours a day
I fix broken hearts
I know that I truly can

Come-a, come-a, come-a, come-a, come, come
Come on
Yeah, yeah, yeah
Come-a, come-a, come-a, come-a, come, come
Oh now, they'll come runnin' to me

Here is the main thing I want to say
I'm busy 24 hours a day
I fix broken hearts, baby
I'm your handy man

Come-a, come-a, come-a, come-a, come, come
Come
Yeah, yeah, yeah
Come-a, come-a, come-a, come-a, come, come
Come
Yeah, yeah, yeah

That's me
(Come-a, come-a, come-a, come-a, come, come)
I'm your handy man
(Yeah, yeah, yeah)
That's me
(Come-a, come-a, come-a, come-a, come, come)
I'm your handy man
(Yeah, yeah, yeah)","folk, singer-songwriter, acoustic, classic rock, rock"
46,47,"""Just a Song Before I Go""","Crosby, Stills & Nash","13 ContributorsJust a Song Before I Go Lyrics
Just a song before I go
To whom it may concern
Traveling twice the speed of sound
It's easy to get burned

When the shows were over
We had to get back home
And when we opened up the door
I had to be alone

She helped me with my suitcase
She stands before my eyes
Driving me to the airport
And to the friendly skies

Going through security
I held her for so long
She finally looked at me in love
And she was gone


Just a song before I go
A lesson to be learned
Traveling twice the speed of sound
It's easy to get burned","folk rock, classic rock, folk, rock, 60s"
47,48,"""You and Me""",Alice Cooper,"7 ContributorsYou and Me Lyrics
When I get home from work
I wanna wrap myself around you
I wanna take you and squeeze you
'Til the passion starts to rise

I wanna take you to heaven
That would make my day complete

But you and me ain't no movie stars
What we are is what we are
We share a bed, some lovin' and TV, yeah
And that's enough for a workin' man
What I am is what I am
And I tell you, babe, well that's enough for me

Sometimes when you're asleep
And I'm just starin' at the ceiling
I wanna reach out and touch you
But you just go on dreamin'

If I could take you to heaven
That would make my day complete

But you and me ain't no movie stars
What we are is what we are
We share a bed, some lovin' and TV, yeah
'Cause that's enough for a workin' man
What I am is what I am
And I tell you, sweetheart, that's just enough for me


You and me ain't no superstars
What we are is what we are
We share a bed, some popcorn and TV, yeah
And that's enough for a workin' man
What I am is what I am
And I tell you, babe, you're just enough for me

When I get home from work
I wanna wrap myself around you
I'd like to hold you, squeeze you
'Til the passion starts to rise

I wanna take you to heaven
That would make my day complete

You and me ain't no movie stars
What we are is what we are
We share a bed, some lovin' and TV, yeah
And that's enough for a workin' man
What I am, well that's what I am
I tell you, baby, that's just enough for me","hard rock, classic rock, heavy metal, glam rock, rock"
48,49,"""Swayin' to the Music (Slow Dancing)""",Johnny Rivers,"5 ContributorsSwayin’ to the Music (Slow Dancin’) Lyrics
It's late at night and we're all alone
Just the music on the radio
No one's comin', no one's gonna telephone
Just me and you and the lights down low

And we're slow dancin', swayin' to the music
Slow dancin', just me and my girl
Slow dancin', swayin' to the music
No one else in the whole wide world, just you, girl

And we just flow together when the lights are low
Shadows dancin' all across the wall
Music's playin' so soft and slow
Rest of the world so far away and small

When we're slow dancin', swayin' to the music
Slow dancin', just me and my girl
Slow dancin', swayin' to the music
No one else in the whole wide world

Hold me, oh-oh-oh, hold me
No, never let me go

As we dance together in the dark
So much love in this heart of mine
You whisper to me, hold you tight
You're the one I thought I'd never find

Now we're slow dancin', swayin' to the music
Slow dancin', just me and my girl
Slow dancin', swayin' to the music
No one else in the whole wide world
Slow dancin', swayin' to the music
Slow dancin', just me and my, my, my, my girl
Slow dancin', swayin' to the music
No one else in the whole wide world
Whole wide world","classic rock, 60s, oldies, rock, rock n roll"
49,50,"""Lonely Boy""",Andrew Gold,"22 ContributorsLonely Boy Lyrics
He was born on a summer day, 1951
And with a slap of a hand, he had landed as an only son

His mother and father said: ""What a lovely boy?
We'll teach him what we learned, ah, yes! Just what we learned
We'll dress him up warmly and we'll send him to school
It'll teach him how to fight, to be nobody's fool""

Oh!
Oh! What a lonely boy?
Oh! What a lonely boy?
Oh! What a lonely boy?

In the summer of '53, his mother brought him a sister
And she told him: ""We must attend to her needs, she's so much younger than you""

Well, he ran down the hall and he cried
Oh! How could his parents have lied?
When they said he was their only son
He thought he was their only one

Oh!
Oh! What a lonely boy?
Oh! What a lonely boy?
Oh! What a lonely boy?

Goodbye Mama!
Goodbye you!
Goodbye Papa!
I'm pushing on through!

He left home on a winter day, 1969
And he hoped to find all the love he had lost in that earlier time

Well, his sister grew up
And she married a man
He gave her a son
Ah, yes! A lovely son
They dressed him up warmly
They sent him to school
It taught him how to fight
To be nobody's fool

Oh!
Oh! What a lonely boy?
Oh! What a lonely boy?
Oh! What a lonely boy?

Whoa-whoa-whoa!
Oh! What a lonely boy?
Oh! What a lonely boy?
Oh! What a lonely boy?","70s, singer-songwriter, pop, 80s, male vocalists"
50,51,"""I Wish""",Stevie Wonder,"35 ContributorsTranslationsDeutschI Wish Lyrics“I Wish” tells the story of a young boy and all the tales of his childhood and the mischief he got into throughout his childhood and up into his teenage years.
Looking back on when I was a little nappy-headed boy
Then my only worry was for Christmas, what would be my toy
Even though we sometimes would not get a thing
We were happy with the joy the day would bring
Sneaking out the back door to hang out with those hoodlum friends of mine
Greeted at the back door with, ""Boy, thought I told you not to go outside""
Tryin' your best to bring the water to your eyes
Thinking it might stop her from whoopin' your behind

I wish those days could come back once more
Why did those days ever have to go?
I wish those days could come back once more
Why did those days ever have to go?
'Cause I love them so

Do-do, do-do, do-do-do-do-do, do-do-do
Do-do, do-do, do-do-do-do-do-do

Brother said he's telling 'bout you playin' doctor with that girl
Just don't tell and I'll give you anything you want in this whole wide world
Mama gives you money for Sunday school
You trade yours for candy after church is through
Smokin' cigarettes and writing something nasty on the wall (You nasty boy)
Teacher sends you to the principal's office down the hall
You grow up and learn that kind of thing ain't right
But while you were doing it, it sure felt outta sight

I wish those days could come back once more
Why did those days ever have to go?
I wish those days could come back once more
Why did those days ever have to go?","soul, funk, motown, pop, rnb"
51,52,"""Don't Stop""",Fleetwood Mac,"36 ContributorsTranslationsPortuguêsDon’t Stop LyricsKeyboardist and singer Christine McVie wrote the song in the aftermath of her divorce from band bassist John McVie. McVie wrote about getting to a place where the relationship of her past was mostly a thing… Read More 
If you wake up and don't wanna smile
If it takes just a little while
Open your eyes and look at the day
You'll see things in a different way

Don't stop thinkin' about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone

Why not think about times to come
And not about the things that you've done?
If your life was bad to you
Just think what tomorrow will do

Don't stop thinkin' about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone


All I want is to see you smile
If it takes just a little while
I know you don't believe that it's true
I never meant any harm to you

Don't stop thinkin' about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone
Don't stop thinkin' about tomorrow
Don't stop, it'll soon be here
It'll be better than before
Yesterday's gone, yesterday's gone

Ooh, don't you look back
Ooh, don't you look back
Ooh, don't you look back
Ooh, don't you look back","classic rock, rock, 70s, blues, pop"
52,53,"""Barracuda""",Heart,"58 ContributorsTranslationsPortuguêsBarracuda LyricsHeart' signature 1977 song expressing protest against their previous record label, laced with anger towards rumors and innuendos on the sounding sisters.

From the 3x Platinum album Little Queen
To one’s… Read More 

So this ain't the end, I saw you again today
I had to turn my heart away
Smile like the sun, kisses for everyone
And tales, it never fails

You lying so low in the weeds
I bet you gonna ambush me
You'd have me down, down, down, down on my knees
Now wouldn't you, Barracuda? Oh


Back over time, we were all trying for free
You met the porpoise and me, uh-huh
No right, no wrong, selling a song, a name
Whisper game

And if the real thing don't do the trick
You better make up something quick
You gonna burn, burn, burn, burn, burn to the wick
Ooh, Barracuda, oh, yeah

""Sell me, sell you,"" the porpoise said
Dive down deep now to save my head
You, I think that you got the blues, too
All that night and all the next
Swam without looking back
Made for the western pools, silly, silly fools

The real thing don't do the trick, no?
You better make up something quick
You gonna burn, burn, burn, burn, burn it to the wick
Oh, Barra-Barracuda, yeah","classic rock, rock, hard rock, female vocalists, 80s"
53,54,"""Strawberry Letter 23""",The Brothers Johnson,"21 ContributorsStrawberry Letter 23 LyricsThis is a cover of Shuggie Otis‘ cult classic, “Strawberry Letter 23,” from 1971’s Freedom Flight. According to several sources, George Johnson was dating one of Otis’ cousins when he discovered the… Read More 
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh

Hello, my love, I heard a kiss from you
Red magic satin playing near, too
All through the morning rain I gaze, the sun doesn't shine
Rainbows and waterfalls run through my mind
In the garden, I see, west purple shower bells and tea
Orange birds and river cousins dressed in green
Pretty music, I hear, so happy and loud
Blue flowers echo from a cherry cloud

Feel sunshine sparkle pink and blue
Playgrounds will laugh
If you tried to ask, ""Or is it cool?"" (Is it cool?)
If you arrive and don't see me
I'm gonna be with my baby
I'm free, flyin' in her arms
Over the sea

Stained window, yellow candy screen
See speakers of kites
With velvet roses digging freedom flight

A present from you
Strawberry letter twenty-two
The music plays, I sit in for a few


A present from you
Strawberry letter twenty-two
The music plays, I sit in for a few

Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh
Ooh, ooh, ooh-ooh ooh","funk, soul, Disco, 70s, rnb"
54,55,"""Night Moves""",Bob Seger & The Silver Bullet Band,"54 ContributorsNight Moves LyricsThe song that marked the transition from a local phenomenon in Michigan to a national rock'n'roll figure. It was the Rolling Stone magazine song of the year in 1977, and a subject for numerous articles… Read More 
I was a little too tall, could've used a few pounds
Tight pants, points, hardly renowned
She was a black-haired beauty with big dark eyes
And points all her own, sittin' way up high
Way up firm and high
Out past the cornfields where the woods got heavy
Out in the back seat of my '60 Chevy
Workin' on mysteries without any clues

Workin' on our night moves
Tryin' to make some front page drive-in news
Workin' on our night moves
In the summertime (Mmm)
In the sweet summertime

We weren't in love, oh no far from it
We weren't searchin’ for some pie in the sky summit
We were just young and restless and bored
Living by the sword
And we'd steal away every chance we could
To the backroom, to the alley, or the trusty woods
I used her, she used me, but neither one cared
We were gettin' our share

Workin' on our night moves
Tryin' to lose the awkward teenage blues
Workin' on our night moves
Mmm, and it was summertime
Mmm, sweet summertime, summertime
And oh the wonder
Felt the lightning
Yeah, and we waited on the thunder
Waited on the thunder

I woke last night to the sound of thunder
How far off I sat and wondered
Started humming a song from 1962
Ain't it funny how the night moves
When you just don't seem to have as much to lose
Strange how the night moves
With autumn closin' in
Mmm, night moves (Mmm)
Night moves (Night moves)
Night moves (Yeah)
Night moves (I remember)
Night moves (Ah, sure remember the night moves)
Night moves (Ain't it funny how you remember?)
Night moves (Funny how you remember)
Night moves (I remember, I remember, I remember, I remember)
Night moves (Oh, oh, oh)
Night moves (We were working, working, and practicing)
Night moves (Working and practicing)
Night moves (Oh for the night moves, night moves)
Night moves (Oh)
Night moves (I remember, yeah yeah yeah)
Night moves (I remember, ooh)
Night moves (I remember, Lord I remember)
Night moves (Lord I remember, huh huh)
Ooh
Oh yeah yeah yeah
Uh-huh, uh huh
I remember, I remember","classic rock, rock, singer-songwriter, american, 70s"
55,56,"""You're My World""",Helen Reddy,"4 ContributorsYou’re My World LyricsYou're my world, you're every breath I take
You're my world, you're every move I make
Other eyes see the stars up in the skies
But for me they shine within your eyes
As the trees reach for the sun above
So my arms reach out to you for love
With your hand resting in mine
I feel a power so divine
You're my world you are my night and day
You're my world you're every prayer I pray
If our love ceases to be
That is the end of my world for me
With your hand resting in mine
I feel a power so divine
You're my world you are my night and day
You're my world you're every prayer I pray
If our love ceases to be
That is the end of my world
End of my world
End of my world for me","pop, 70s, female vocalists, soft rock, australian"
56,57,"""Heard It in a Love Song""",The Marshall Tucker Band,"10 ContributorsHeard It in a Love Song Lyrics
I ain't never been with a woman long enough for my boots to get old
We've been together so long now they both need re-soled
If I ever settle down you'd be my kind
And it's a good time for me to head on down the line

Heard it in a love song
Heard it in a love song
Heard it in a love song
Can't be wrong

I'm the kind of man who likes to get away
Like to start dreaming 'bout tomorrow today
Never said that I love you even though it's so
Where's that duffel bag of mine, it's time to go

Heard it in a love song
Heard it in a love song
Heard it in a love song
Can't be wrong


I'm gonna be leavin' at the break of dawn
Wish you could come but I don't need no woman taggin' along
Goin' sneak out that door, couldn't stand to see you cry
I'd stay another year if I saw a teardrop in your eye

Heard it in a love song
Heard it in a love song
Heard it in a love song
Can't be wrong

I never had a damn thing but what I had, I had to leave it behind
You're the hardest thing I ever tried to get off my mind
Always something greener on the other side of that hill
I was born a wrangler and a rounder and I guess I always will

Heard it in a love song
Heard it in a love song
Heard it in a love song
Can't be wrong","Southern Rock, classic rock, country rock, rock, 70s"
57,58,"""Carry On Wayward Son""",Kansas,"140 ContributorsCarry On Wayward Son LyricsThis song is often seen as a reference to the Prodigal Son parable in the New Testament of the Bible. But the song’s writer, Kerry Livgren, denies it has any specific religious foundation, instead being about… Read More 
Carry on, my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more


Once I rose above the noise and confusion
Just to get a glimpse beyond this illusion
I was soaring ever higher, but I flew too high
Though my eyes could see, I still was a blind man
Though my mind could think, I still was a madman
I hear the voices when I'm dreaming
I can hear them say

Carry on, my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more

Masquerading as a man with a reason
My charade is the event of the season
And if I claim to be a wise man, well
It surely means that I don't know
On a stormy sea of moving emotion
Tossed about, I'm like a ship on the ocean
I set a course for winds of fortune
But I hear the voices say

Carry on, my wayward son
There'll be peace when you are done
Lay your weary head to rest
Don't you cry no more (No)


(Carry on) You will always remember
(Carry on) Nothing equals the splendor
Now your life's no longer empty
Surely Heaven waits for you

Carry on, my wayward son
There'll be peace when you are done
Lay your weary head to rest
(Don't you cry) Don't you cry no more

No more","Progressive rock, classic rock, rock, hard rock, 70s"
58,59,"""New Kid in Town""",Eagles,"41 ContributorsTranslationsEspañolNew Kid in Town Lyrics“New Kid in Town” takes on two meanings. The literal interpretation involves the experience of a band becoming famous and being treated differently in society, because they are now seen as celebrities. As… Read More 
There's talk on the street, it sounds so familiar
Great expectations, everybody's watching you
People you meet, they all seem to know you
Even your old friends treat you like you're something new

Johnny-come-lately, the new kid in town
Everybody loves you, so don't let them down

You look in her eyes, the music begins to play
Hopeless romantics, here we go again
But after a while, you're lookin' the other way
It's those restless hearts that never mend (Oh)

Johnny-come-lately, the new kid in town
Will she still love you when you're not around?

There's so many things you should have told her
But night after night, you're willing to hold her, just hold her
Tears on your shoulder

There's talk on the street, it's there to remind you
Doesn't really matter which side you're on
You're walking away and they're talking behind you
They will never forget you 'til somebody new comes along

Where you've been lately? There's a new kid in town
Everybody loves him, don't they?
He's holding her and you're still around

Oh, my, my
There's a new kid in town
Just another new kid in town
(Ooh, hoo) Everybody's talking 'bout the
(Ooh, hoo) New kid in town
(Ooh, hoo) Everybody's walking like the
(Ooh, hoo) New kid in town
There's a new kid in town
I don't want to hear it
There's a new kid in town
I don't want to hear it, ah-ooh
There's a new kid in town
There's a new kid in town
There's a new kid in town
Everybody's talking
There's a new kid in town
People started walking
There's a new kid in town
There's a new kid in town
There's a new kid in town
There's a new kid in town","classic rock, rock, 70s, soft rock, country"
59,60,"""My Heart Belongs to Me""",Barbra Streisand,"5 ContributorsMy Heart Belongs to Me Lyrics
I got the feelin' the feelin's gone
My heart has gone to sleep
One of these mornin's I'll be gone
My heart belongs to me

Can we believe in fairytales?
Can love survive when all else fails?
Can't hide the feelin' the feelin's gone
My heart belongs to me

But now my love, hey didn't I love you
But we knew what had to be
Somehow my love, I'll always love you
But my heart belongs to me

Put out the light and close your eyes
Come lie beside me
Don't ask why
Can't hide the feelin' the feelin's gone
My heart belongs to me

But now my love, hey didn't I love you
Didn't I love you
Didn't I love you
Didn't I love you, baby
Don't cry my love
I'll always love you
But my heart belongs to me

I got the feelin' the feelin's gone
My heart belongs to me
(Didn't I love you, didn't I love you)","female vocalists, pop, 80s, diva, 70s"
60,61,"""After the Lovin'""",Engelbert Humperdinck,"6 ContributorsAfter the Lovin’ LyricsSo I sing you to sleep
After the lovin'
With a song I just wrote yesterday
And I hope you can hear
What the words and the music have to say
It's so hard to explain
Everything that I'm feelin'
Face to face, I just seem to go dry
But I love you so much
That the sound of your voice can get me high
Thanks for taking me (thanks for taking me)
On a one way trip to the sun (one way trip to the sun)
And thanks for turning me (turning me)
Into a someone (someone)
So I sing you to sleep
After the lovin'
I brush back the hair from your eyes
And the love on your face
Is so real that it makes me want to cry
And I know that my song isn't saying anything new
Oh, but after the lovin'
I'm still in love with you

So I sing you to sleep
After the lovin'
I brush back the hair from your eyes (after the lovin')
And the love on your face
Is so real that it makes me want to cry (your love is real, it makes me cry)
And I know that my song isn't saying anything new
Oh, but after the lovin' (after the lovin')
I'm still in love with you
Yes, after the lovin' (after the lovin')
I'm still in love with you
Hmm, after the lovin'
I'm still in love with you","oldies, 60s, pop, easy listening, Classical"
61,62,"""Jet Airliner""",Steve Miller Band,"2 ContributorsJet Airliner Lyrics

Leavin' home, out on the road
I've been down before
Ridin' along on this big ol' jet plane
I've been thinkin' about my home
But my love light seems so far away
And I feel like it's all been done
Somebody's tryin' to make me stay
You know I've got to be movin' on

Oh, big ol' jet airliner
Don't carry me too far away
Oh, big ol' jet airliner
'Cause it's here that I've got to stay

Goodbye to all my friends at home
Goodbye to people I've trusted
I've got to go out and make my way
I might get rich, you know, I might get busted
But my heart keeps calling me backwards
As I get on the 707
Ridin' high, I got tears in my eyes
You know you got to go through hell
Before you get to heaven

Big ol' jet airliner
Don't carry me too far away
Oh, big ol' jet airliner
'Cause it's here that I've got to stay

Touchin' down in New England town
Feel the heat comin' down
I've got to keep on keepin' on
You know the big wheel keeps on spinnin' around
And I'm goin' with some hesitation
You know that I can surely see
That I don't want to get caught up in any of that
Funky shit goin' down in the city

Big ol' jet airliner
Don't carry me too far away
Oh, big ol' jet airliner
'Cause it's here that I've got to stay

Oh, big ol' jet airliner
Don't carry me too far away
Oh, big ol' jet airliner
'Cause it's here that I've got to stay
Yeah, yeah, yeah, yeah

Big ol' jet airliner
Don't carry me too far away
Oh, big ol' jet airliner
'Cause it's here that I've got to stay

Oh, big ol' jet airliner
Carry me to my home
Oh, big ol' jet airliner
'Cause it's there that I belong
Yeah, yeah, yeah, yeah
Big ol' jet airliner","classic rock, rock, 70s, psychedelic, 80s"
62,63,"""Stand Tall""",Burton Cummings,"3 ContributorsStand Tall Lyrics
Never been this blue
Never knew the meaning of a heartache
But then again, I've never lost at love before

Somewhere down the road
Maybe all these years will find some meaning
I just can't think about it now, or live 'em out anymore

Stand Tall, don't you fall oh, don't go and do something foolish
You're feeling it like everyone, it's silly human pride
Stand Tall, don't you fall. don't go do something you'll regret later
You're feeling it like everyone, it's silly human pride

Never lasted so long
Or through so much - or through so many
I just can't believe I could throw it all away

Sometimes late at night
When there's nothing here except my old piano
I'd almost give my hands to make you see my way

Stand Tall, don't you fall oh, don't go and do something foolish
You're feeling it like everyone, it's silly human pride;
You got me down on my knees for ya, mama
Stand Tall, don't you fall. donn't go do something you'll regret later
You're feeling it like everyone, it's silly human pride","classic rock, Canadian, soft rock, rock, singer-songwriter"
63,64,"""Way Down""",Elvis Presley,"14 ContributorsWay Down LyricsThis was the last number 1 hit Elvis had before his death. It was recorded in The Jungle Room at Graceland.
Babe, you're getting closer
The lights are going dim
But the sound of your breathing
Has made the mood I'm in
All of my resistance
Is lying on the floor
Taking me to places
I've never been before

Ooh, and I can feel it (Feel it)
Feel it (Feel it), feel it (Feel it), feel it (Feel it)

Way down where the music plays
(Way down) Way down like a tidal wave
(Way down) Way down where the fires blaze
Way down, down (Way, way on down)
Way on down

Ooh, my head is spinning
You got me in your spell
A hundred magic fingers
On a swirling carousel
The medicine within me
No doctor could prescribe
Your love is doing something
That I just can't describe

Ooh, and I can feel it (Feel it)
Feel it (Feel it), feel it (Feel it), feel it (Feel it)

Way down where the music plays
(Way down) Way down like a tidal wave
(Way down) Way down where the fires blaze
Way down, down (Way, way on down)
Way on down

Hold me again
Tight as you can
I need you so
Baby, let's go

(Way down) Way down where it feels so good
(Way down) Way down where I hope it would
(Way down) Way down where I never could
Way down, down (Way, way on down)
Way on down","rock n roll, classic rock, rock, oldies, Rock and Roll"
64,65,"""Weekend in New England""",Barry Manilow,"8 ContributorsWeekend In New England LyricsLast night I waved goodbye
Now it seems years
I'm back in the city where nothing is clear
But thoughts of me holding you
Bringing us near
And tell me
When will our eyes meet?
When can I touch you?
When will this strong yearning end?
And when will I hold you again?
Time in New England took me away
To long rocky beaches
And you by the bay
We started a story whose end must now wait
And tell me
When will our eyes meet?
When can I touch you?
When will this strong yearning end?
And when will I hold you again?
I feel the change coming
I feel the wind blow
I feel brave and daring
I feel my blood flow
With you
I could bring out all the love that I had
With you
There's a heaven so earth ain't so bad

And tell me
When will our eyes meet?
When can I touch you?
When will this strong yearning end?
And when will I hold you again?
Again","pop, easy listening, 80s, soft rock, oldies"
65,66,"""It Was Almost Like a Song""",Ronnie Milsap,"5 ContributorsIt Was Almost Like a Song Lyrics
Once in every life
Someone comes along
And you came to me
It was almost like a song

You were in my arms
Right where you belong
And we were so in love
It was almost like a song

January through December
We had such a perfect year
Then the flame became a dying ember
All at once you weren't here

Now my broken heart
Cries for you each night
And it's almost like a song
But it's much too sad to write


Now my broken heart
Cries for you each night (Cries for you each night)
And it's almost like a song (Almost like a song)
But it's much too sad to write
It's too sad to write","country, classic country, Ronnie Milsap, male vocalists, a little bit country"
