Unnamed: 0,No.,Title,Artist(s),lyrics,genres
10,11,"""Grease""",Frankie Valli,"20 ContributorsGrease LyricsThe opening credits theme to the 1978 movie adaptation of the 1971 musical of the same name, and one of the singles from the soundtrack album. Written by Barry Gibb of The Bee Gees, “Grease” is a disco song… Read More 
I saw my problems, and I'll see the light
We got a lovin' thing, we gotta feed it right
There ain't no danger, we can go too far
We start believin' now that we can be who we are
Grease is the word

They think our love is just a growin' pain
Why don't they understand? It's just a cryin' shame
Their lips are lyin', only real is real
We stop the fight right now, we got to be what we feel
Grease is the word

Grease is the word, is the word that you heard
It's got a groove, it's got a meaning
Grease is the time, is the place, is the motion
Grease is the way we are feeling

We take the pressure and we throw away
Conventionality belongs to yesterday
There is a chance that we can make it so far
We start believin' now that we can be who we are
Grease is the word

Grease is the word, is the word that you heard
It's got a groove, it's got a meaning
Grease is the time, is the place, is the motion
Now, grease is the way we are feeling

This is a life of illusion, wrapped up in trouble
Laced with confusion, what're we doin' here?

We take the pressure and we throw away
Conventionality belongs to yesterday
There is a chance that we can make it so far
We start believin' now that we can be who we are
Grease is the word

Grease is the word, is the word that you heard
It's got a groove, it's got a meaning
Grease is the time, is the place, is the motion
Now, grease is the way we are feeling


Grease is the word, is the word that you heard
It's got a groove, it's got a meaning
Grease is the time, is the place, is the motion
Now, grease is the way we are feeling

Grease is the word
Is the word, is the word
Is the word, is the word
Is the word, is the word
Is the word, is the word","60s, classic rock, oldies, jazz, swing"
11,12,"""I Go Crazy""",Paul Davis,"8 ContributorsTranslationsPolskiI Go Crazy LyricsThe song “I Go Crazy” was written, composed, produced,  and sung by Paul Davis. The song entered the Billboard Hot 100 pop singles chart in August, 1977 and began slowly climbing, peaking at #7 in March and… Read More 
Hello, girl, it's been a while
Guess you'll be glad to know
That I've learned how to laugh and smile
Getting over you was slow
They say old lovers can be good friends
But I never thought I'd really see you
I'd really see you again

I go crazy
When I look in your eyes, I still go crazy
No, my heart just can't hide
That old feelin' inside
Way deep down inside
Oh, baby
You know when I look in your eyes I go crazy

You say he satisfies your mind
Tells you all of his dreams
I know how much that means to you
I realize that I was blind
Just when I thought I was over you
I see your face and it just ain't true
No, it just ain't true

I go crazy
When I look in your eyes, I still go crazy
That old flame comes alive
It starts burning inside
Way deep down inside
Oh, baby
You know when I look in your eyes I go crazy

Whoa, whoa
I go crazy
You know when I look in your eyes, I go crazy
No, my heart just can't hide
That old feelin' inside
Way deep down inside
I go crazy","soft rock, 80s, male vocalists, rock, yacht rock"
12,13,"""You're the One That I Want""",John Travolta & Olivia Newton-John,"34 ContributorsYou’re the One That I Want LyricsThe fourth track on the Grease Original Soundtrack made for the 1978 film adaptation of the 1971 musical, performed by John Travolta and Olivia Newton-John as their characters. “You’re The One That I Want” is… Read More 
I got chills, they're multiplying
And I'm losing control
'Cause the power you're supplying
It's electrifying

You better shape up, 'cause I need a man
And my heart is set on you (And my heart is set on you)
You better shape up, you better understand
To my heart, I must be true
Nothing left, nothing left for me to do

You're the one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want (You are the one I want)
Ooh, ooh, ooh
The one I need (One I need)
Oh, yes, indeed (Yes, indeed)

If you're filled with affection
You're too shy to convey
Meditate in my direction
Feel your way

I better shape up, 'cause you need a man
I need a man who can keep me satisfied (Who can keep me satisfied)
I better shape up if I'm gonna prove
You better prove that my faith is justified
Are you sure?
Yes, I'm sure down deep inside

You're the one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want (You are the one I want)
Ooh, ooh, ooh
The one I need (One I need)
Oh, yes, indeed (Yes, indeed)
You're the one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want (You are the one I want)
Ooh, ooh, ooh
The one I need (One I need)
Oh, yes, indeed (Yes, indeed)
You're the one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want (You are the one I want)
Ooh, ooh, ooh
The one I need (One I need)
Oh, yes, indeed (Yes, indeed)
You're the one that I want (You are the one I want)
Ooh, ooh, ooh, honey
The one that I want","Soundtrack, 70s, pop, grease, rock"
13,14,"""Emotion""",Samantha Sang,"12 ContributorsEmotion LyricsReleased as Samantha Sang’s lead single from her album of the same name, Emotions dropped in December of 1977 and saw international success in 1978, reaching #3 of the Billboard Hot 100, and #14 on their year… Read More 
It's over and done
But the heartache lives on inside
And who's the one you're clinging to
Instead of me tonight

And where are you now
Now that I need you
Tears on my pillow
Wherever you go
I'll cry me a river
That leads to your ocean
You never see me fall apart

In the words of a broken heart
It's just emotion that's taken me over
Tied up in sorrow, lost in my soul
But if you don't come back
Come home to me, darling

You know that
There'll be nobody left in this world to hold me tight
Nobody left in this world to kiss goodnight
Goodnight (goodnight, goodnight), goodnight

I'm there at your side
I'm part of all the things you are
But you've got a part of someone else
You go to find your shining star

And where are you now
Now that I need you
Tears on my pillow
Wherever you go
I'll cry me a river
That leads to your ocean
You never see me fall apart

In the words of a broken heart
It's just emotion that's taken me over
Tied up in sorrow, lost in my soul
But if you don't come back
Come home to me, darling

You know that
There'll be nobody left in this world to hold me tight
Nobody left in this world to kiss goodnight
Goodnight, goodnight

And where are you now
Now that I need you
Tears on my pillow
Wherever you go
I'll cry me a river
That leads to your ocean
You never see me fall apart

In the words of a broken heart
It's just emotion that's taken me over
Tied up in sorrow, lost in my soul
But if you don't come back
Come home to me, darling

You know that
There'll be nobody left in this world to hold me tight
Nobody left in this world to kiss goodnight
Goodnight (goodnight, goodnight) ohh

In the words of a broken heart
It's just emotion that's taken me over
Tied up in sorrow, lost in my soul
But if you don't come back
Come home to me, darling...","70s, pop, Disco, australian, All"
14,15,"""Lay Down Sally""",Eric Clapton,"19 ContributorsLay Down Sally LyricsThis jaunty tune is one of Clapton’s biggest American hits. He wrote it in the style of one of his favorite songwriters, the Oklahoma musician J.J. Cale (Clapton said the song was “as close as an Englishman… Read More 
There is nothing that is wrong
In wanting you to stay here with me
I know you've got somewhere to go
But won't you make yourself at home and stay with me?
And don't you ever leave

Lay down, Sally, and rest here in my arms
Don't you think you want someone to talk to?
Lay down, Sally, no need to leave so soon
I've been trying all night long just to talk to you

Sun ain't nearly on the rise
We still got the moon and stars above
Underneath the velvet skies, love is all that matters
Won't you stay with me?
Don't you ever leave

Lay down, Sally, and rest here in my arms
Don't you think you want someone to talk to?
Lay down, Sally, no need to leave so soon
I've been trying all night long just to talk to you

I long to see the morning light
Coloring your face so dreamily
So don't you go and say goodbye
You can lay your worries down and stay with me
Don't you ever leave

Lay down, Sally, and rest here in my arms
Don't you think you want someone to talk to?
Lay down, Sally, there's no need to leave so soon
I've been trying all night long just to talk to you
Lay down, Sally, and rest here in my arms
Don't you think you want someone to talk to?
Lay down, Sally, there's no need to leave so soon
I've been trying all night long just to talk to you","blues, classic rock, blues rock, rock, guitar"
15,16,"""Miss You""",The Rolling Stones,"46 ContributorsMiss You Lyrics“Miss You” was released in 1978 as a single from the Some Girls album and peaked at number 1 on the Billboard Hot 100.  Penned by Keith Richards and Mick Jagger, this hit has been covered by the  great Etta… Read More 

I've been holding out so long
I've been sleeping all alone
Lord, I miss you
I've been hanging on the phone
I've been sleeping all alone
I want to kiss you sometime

Ooh, ooh, ooh-ooh-ooh
Ooh, ooh, ooh-ooh-ooh

Well, I've been haunted in my sleep
You've been starring in my dreams
Lord, I miss you, child
I've been waiting in the hall
Been waiting on your call
When the phone rings
It's just some friends of mine that say
""Hey, what's the matter, man?
We're goingna come around at twelve
With some Puerto Rican girls thats just dying to meet you
We're goinna bring a case of wine
Hey, let's go mess and fool around
You know, like we used to""

Ah, ah, ah-ah-ah
Ah, ah, ah-ah-ah

Oh, everybody waits so long
Oh, baby, why you waitin' so long?
Won't you come on, come on?
I've been walkin' Central Park, singing after dark
People think I'm crazy
Stumbling on my feet, shuffling through the street
Asking people, ""What's the matter with you, boy?""
Sometimes, I want to say to, to myself
Sometimes I say

Ooh, ooh, ooh-ooh-ooh
Ooh, ooh, I won't miss you child

I guess I'm lying to myself
It's just you and no one else
Lord, I won't miss you, child
You've just been blotting out my mind
Fooling on my time
No, I won't miss you, baby, yeah

Ah, ah, ah-ah-ah
Lord, I miss you child
Ah, ah, ah-ah-ah
Lord, I miss you child
Ah, ah, ah-ah-ah
Why, why, why, why","classic rock, rock, british, 60s, blues"
16,17,"""Just the Way You Are""",Billy Joel,"46 ContributorsTranslationsEspañolJust the Way You Are LyricsBilly Joel’s first US Top 10, “Just the Way You Are” comes off his brilliant album The Stranger. It was internationally successful, reaching the top 20 in six countries including a #3 peak in the US.
With… Read More 
Don't go changing to try and please me
You never let me down before, mm, mm-hm, mm-hmm
And don't imagine you're too familiar
And I don't see you anymore

I would not leave you in times of trouble
We never could have come this far, mm, mm-hm, mm-hmm
I took the good times, I'll take the bad times
I take you just the way you are

Don't go trying some new fashion
Don't change the color of your hair, mm, mm-hm, mm-hmm
You always have my unspoken passion
Although I might not seem to care

I don't want clever conversation
Never want to work that hard, mm, mm-hm, mm-hmm
I just want someone that I can talk to
I want you just the way you are

Need to know that you will always be
The same old someone that I knew
Ah, what will it take 'til you believe in me
The way that I believe in you?

I said, “I love you,” that's forever
And this, I promise from the heart, mm, mm-hm, mm-hmm
I couldn't love you any better
I love you just the way you are

All right

I don't want clever conversation
I never want to work that hard, mm, mm-hm, mm-hmm
I just want someone that I can talk to
I want you just the way you are, oh-oh","classic rock, singer-songwriter, rock, pop, piano"
17,18,"""With a Little Luck""",Wings,"19 ContributorsWith a Little Luck Lyrics
With a little luck we can help it out
We can make this whole damn thing work out
With a little love we can lay it down
Can't you feel the town exploding?

There is no end to what we can do together (Together)
There is no end (There is no end, there is no end)
The willow turns his back on inclement weather
And if he can do it, we can do it just me and you

And a little luck we can clear it up
We can bring it in for a landing
With a little luck we can turn it on
There can be no misunderstanding

There is no end to what we can do together (Together)
There is no end (There is no end, there is no end)
The willow turns his back on inclement weather
We can do it, just me and you

With a little push we could set it off
We can send it rocketing skywards
With a little love we could shake it up
Don't you feel the comet exploding?

(With a little luck, with a little luck)
(With a little luck, a little luck, a little luck)
(With a little luck, with a little luck)
With a little luck we can help it out
(With a little luck, a little luck, a little luck)
We can make this whole damn thing work out
(With a little luck, with a little luck)
With a little love we can lay it down
(With a little luck, a little luck, a little luck)
Can't you feel the town exploding?
(With a little luck, with a little luck)
With a little love, baby
(With a little luck, a little luck, a little luck)
We could set it off, send it rocketing skywards
(With a little luck, with a little luck)
With a little luck we could shake it up, oh yeah, yeah
(With a little luck, a little luck, a little luck)


With a little luck we can help it out
We can make this whole damn thing work out
(With a little luck, with a little luck)
With a little love we can lay it down
(With a little luck, a little luck, a little luck)
Can't you feel the town exploding?
(With a little luck, with a little luck)
With a little push we could set it off
(With a little luck, a little luck, a little luck)
We can send it rocketing skywards
(With a little luck, with a little luck)
With a little love we could shake it up
(With a little luck, a little luck, a little luck)
Don't you feel the comet exploding?
Woh oh, woo","classic rock, rock, 70s, british, pop"
18,19,"""If I Can't Have You""",Yvonne Elliman,"26 ContributorsIf I Can’t Have You LyricsYvonne Ellimann’s 1978 disco hit from the soundtrack of Saturday Night Fever reached #1 on the Billboard Hot 100 in the USA. Ellimann was already a star thanks to her role as Mary Magdelene in the rock… Read More 
Don't know why I'm surviving every lonely day
When there's got to be no chance for me
My life would end
And it doesn't matter how I cry
My tears of love are a waste of time
If I turn away

Am I strong enough to see it through?
Go crazy is what I will do

If I can't have you, I don't want nobody, baby
If I can't have you, oh, oh
If I can't have you, I don't want nobody, baby
If I can't have you, oh, oh

Can't let go, and it doesn't matter how I try
I gave it all so easily to you, my love
To dreams that never will come true

Am I strong enough to see it through?
Go crazy is what I will do

If I can't have you, I don't want nobody, baby
If I can't have you, oh, oh
If I can't have you, I don't want nobody, baby
If I can't have you, oh, oh


Oh, if I can't have you, I don't want nobody, baby
If I can't have you, oh, oh (Don't want nobody)
If I can't have you, I don't want nobody, baby
If I can't have you, oh, oh (I don't want nobody)
If I can't have you, I don't want nobody, baby
If I can't have you, oh, oh (Nobody)
If I can't have you, I don't want nobody, baby
If I can't have you, oh, oh
If I can't have you, I don't want nobody, baby","Disco, pop, 70s, female vocalists, soul"
19,20,"""Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)""",Chic,"8 ContributorsDance, Dance, Dance (Yowsah, Yowsah, Yowsah) LyricsDance, dance, dance, dance
Keep on dancing
Dance, dance, dance, dance
Just dancing to the beat
Feel the heat
I'm moving my feet
Heading towards the floor
Gotta get down
Get down some more
Rumba and tango
Latin hustle too
(Yowsah, yowsah, yowsah)
I wanna boogie with you
Oooh, what a treat
Feels so sweet (Ah)
That body heat
When I'm dancing with my baby
Drives me crazy
Makes me hazy
Rumba and tango
Latin hustle too
(Yowsah, yowsah, yowsah)
I wanna boogie with you

Dance, dance, dance, dance
Dance, dance, dance, dance
Dance, dance, dance, dance
Dance, dance, dance, dance
Dance, dance, dance, dance
Keep on, keep on
Dance, dance, dance, dance
Keep on dancing
Dance, dance, dance, dance
Keep on, keep on
Dance, dance, dance, dance
Keep on dancing","Disco, funk, soul, 70s, dance"
20,21,"""Feels So Good""",Chuck Mangione,,"jazz, Smooth Jazz, trumpet, instrumental, Fusion"
21,22,"""Hot Child in the City""",Nick Gilder,"13 ContributorsHot Child in the City LyricsAnother “one hit wonder” from the late ‘70s – made it to no. 1. By British born Canadian singer Nick Gilder in a song about the runaways he encountered in Hollywood – a true international song.

Danger in the shape of something wild
Stranger dressed in black, she's a hungry child
No one knows who she is or what her name is
I don't know where she came from or what her game is

Hot child in the city
Hot child in the city
Runnin' wild and lookin' pretty
Hot child in the city

So young to be loose and on her own
Young boys, they all want to take her home
When she comes downtown, the boys all stop and stare
When she comes downtown, she walks like she just don't care
Yeah

Hot child in the city
Hot child in the city
Runnin' wild and lookin' pretty
Yeah
Hot child in the city

Come on down to my place baby, we'll talk about love
Come on down to my place baby, we'll make love

Hot child in the city
Hot child in the city (she's kinda dangerous)
Hot child in the city (a young child)
Runnin' wild and lookin' pretty (a young child, runnin' wild)
Hot child in the city (a hot child in the city)
Hot child in the city (hot child in the city)
Hot child in the city (hot child in the city)
Hot child in the city (hot child in the city)
Hot child in the city (ohh)

Hot child","rock, Canadian, 70s, oldies, 80s"
