Unnamed: 0,No.,Title,Artist(s),lyrics,genres
51,52,"""I Touch Myself""",Divinyls,"39 ContributorsI Touch Myself LyricsChristina Amphlett and Mark McEntee, the core duo of the band Divinyls, wrote the song in collaboration with the songwriting duo Tom Kelly and Billy Steinberg, who had penned big hits such as “I’ll Stand By… Read More 
I love myself
I want you to love me
When I'm feelin' down
I want you above me
I search myself
I want you to find me
I forget myself
I want you to remind me

I don't want anybody else
When I think about you, I touch myself, ooh
I don't want anybody else
Oh no, oh no, oh no

You're the one who makes me come running
You're the sun who makes me shine
When you're around I'm always laughing
I wanna make you mine

I close my eyes
And see you before me
Think I would die
If you were to ignore me
A fool could see
Just how much I adore you
I get down on my knees
I'd do anything for you

I don't want anybody else
When I think about you, I touch myself, oh-oh
I don't want anybody else
Oh no, oh no, oh no, yeah


I love myself
I want you to love me
When I'm feelin' down
I want you above me
I search myself
I want you to find me
I forget myself
I want you to remind me

I don't want anybody else
When I think about you, I touch myself, oh-oh
I don't want anybody else
Oh no, oh no, oh no

I want you
I don't want anybody else
And when I think about you, I touch myself
Ooh, ooh, ooh, ahh

I don't want anybody else
When I think about you, I touch myself, oh-oh
I don't want anybody else
When I think about you, I touch myself
I touch myself
I touch myself
I touch myself
I touch myself
I touch myself
I touch myself
I touch myself
I honestly do
I touch myself
I touch myself
I touch myself
I honestly do

I touch myself
I touch myself
I touch myself","new wave, australian, 80s, pop, rock"
52,53,"""Tom's Diner""",DNA featuring Suzanne Vega,"20 ContributorsTom’s Diner LyricsBritish electronica duo DNA (Neil Slateford and Nick Batt) added music to Suzanne Vega’s acapella track “Tom’s Diner”, turning her ad-lib outro “Do do do do, do do-doo do” into the song’s chorus and adding a… Read More 
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo

I am sitting in the morning
At the diner on the corner
I am waiting at the counter
For the man to pour the coffee
And he fills it only halfway
And before I even argue
He is looking out the window
At somebody coming in

Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo

""It is always nice to see you""
Says the man behind the counter
To the woman who has come in
She is shaking her umbrella
And I look the other way
As they are kissing their hellos and
I'm pretending not to see them
And instead I pour the milk

Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo

I open up the paper
There’s a story of an actor
Who had died while he was drinking
It was no one I had heard of
And I'm turning to the horoscope
And looking for the funnies
When I'm feeling someone watching me
And so I raise my head

Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo

There's a woman on the outside
Looking inside, does she see me?
No, she does not really see me
‘Cause she sees her own reflection
And I'm trying not to notice
That she's hitching up her skirt and
While she's straightening her stockings
Her hair has gotten wet

Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo

Oh, this rain, it will continue
Through the morning as I'm listening
To the bells of the cathedral
I am thinking of your voice

Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo","Home collection, pop, House, electronic, trip-hop"
53,54,"""Iesha""",Another Bad Creation,"8 ContributorsIesha Lyrics“Iesha” is Another Bad Creation’s debut single, released three months in advance of their debut album Coolin' at the Playground Ya Know!. The song peaked at #6 on Billboard’s R&B Singles chart in February… Read More RoRo:
Iesha, Iesha so glad to meetcha
See you in the schoolyard, strollin' wit your teacha
The lil skirt you played was really fly
She turned around and she winked her eye so I
Stepped to her like I knew her
The Biv is cool but Romell is cooler
The bell rang cuz I started to talk yet the class is not there no more
(Yo Red, where'd you meet her?)
Red:
At the playground, ya know
That's where I saw this cutie
This girl was swingin' and she looked so fly
On the monkey bars, we climbed up to the top and
She touched my hand that's when I fell in love
Chris:
Iesha..
You are the girl that I neva had
And I want to get to know you bettah
Iesha..
You know I want you so bad
And there's nothing anyone can do
To keep me away from you

Mike Bivins:
Yo Dallas man these five young boys out of Atlanta GA are a real mental
They kinda like remind me of me and my boys New Edition, know what I'm saying
So all you people out there ridin' in your cars listening to the radio station
Or cold maxin' in ya living room watching this here video, check the 2nd verse
We played Nintendo
This was her very first date
I didn't wanna make it seem to fly
We ate cereal
She couldn't stay out at late
Her mother told her to be home at nine
Chris:
Iesha..
You are the girl that I neva had
And I want to get to know you bettah
Iesha..
You know I want you so bad
And there's nothing anyone can do
To keep me away from you
Break
(Ronnie Bobby Ricky and Mike)
Chris, Mark, Red, Da, Ro x2

Yo Ro u might sound to sure so wutcha gonna do?
I dunno Da, I only got one more rap and I'm gonna see what happens
Threw down my books went up to the door
Pressed the bell what was in store?
Iesha came out with a smile (oh no)
She ain't worth the while
So I passed her a lollipop and a letter
Told her so let's keep this a secret
No remember Iesha, only u can peep this, peace
Red:Yo Dallas man
Dallas Austin:What up?
Red: What you do me a favor, right?
Dallas Austin: Uh-huh?
Red: Hit the tracks, all about the do soloist, man?
Dallas Austin: Word, check this out!!!!!
Kids: Here we go!!!
Go Chris (4x)
Go Mark (4x)
Go Red (4x)
Go Dave (4x)
Go Ro-Ro (4x)
YEEEEAAAAAHHHH!!!! BOOOOY!

GA: Yo!, what's up? Coming at ya!
Y'knowwhatimsayin? ABC
Dallas, what you know about take these tracks man?","Hip-Hop, rap, new jack swing, old school, Need to Rate"
54,55,"""Something to Talk About""",Bonnie Raitt,"11 ContributorsSomething to Talk About LyricsThis is a song is about gossip and the the old adage “If you’ve got the name, play the game” is at the heart of it.  They’re rumored to be having an affair, and since the gossipers already think they’re… Read More 
People are talking, talking 'bout people
I hear them whisper, you won't believe it
They think we're lovers kept under cover
I just ignore it, but they keep saying
We laugh just a little too loud
Stand just a little too close
We stare just a little too long
Maybe they're seein' something we don't, darling

Let's give 'em something to talk about
Let's give 'em something to talk about
Let's give 'em something to talk about
How about love?

I feel so foolish, I never noticed
You'd act so nervous, could you be falling for me?
It took the rumor to make me wonder
Now I'm convinced I'm going under
Thinkin' 'bout you every day
Dream 'bout you every night
I'm hoping that you feel the same way
Now that we know it, let's really show it, darling

Let's give 'em something to talk about
A little mystery to figure out, babe
Let's give 'em something to talk about
How about love?
Let's give 'em something to talk about, babe
A little mystery to figure out
Let's give 'em something to talk about
How about love?
Ooh, listen to 'em baby
A little mystery won't hurt 'em
Let's give 'em something to talk about
How about our love, love, love, love","blues, female vocalists, singer-songwriter, country, rock"
55,56,"""After the Rain""",Nelson,"3 ContributorsAfter the Rain LyricsLook in the mirror, girl
By now you should know
You're living in a fantasy
And you can't let go
He never really loved you
From the start
The only thing he ever gave you
Was a broken heart
Don't be afraid to lose
What was never meant to be
Whoa, after the rain
Washes away the tears
And all the pain
Only after the rain
Can you live again
I know the emptiness
You feel inside
You're thinking if you break away
You'll never survive
I'm waiting as my heart
Beats just for you
Come on and take my hand
And I'll pull you through

But things will never change
Until you want them to
Whoa, after the rain
Washes away the tears
And all the pain
Only after the rain
Can you live again
Whoa, whoa, after the rain
(After the rain)
You'll see the sun appear
To light the way
Only after the rain
Can you hope to find
True love again
He never really loved you
From the start
The only thing he ever gave you
Was a broken heart
Come on and take my hand
And I'll pull you through
You know the time has come for you
To face the truth

After the rain
Washes away the tears
And all the pain
Only after the rain
Can you live again
Whoa, whoa, after the rain
(After the rain)
You'll see the sun appear
To light the way
Only after the rain
Can you hope to find
True love again
(After the rain)
Whoa, whoa, after the rain
Can you love again
After the rain
Washes away the tears
And all the pain
Only after the rain
Can you love again","hard rock, hair metal, melodic rock, rock, 90s"
56,57,"""Play That Funky Music""",Vanilla Ice,"23 ContributorsPlay That Funky Music LyricsBased heavily on the Wild Cherry hit of the same name, “Play That Funky Music” was Vanilla Ice’s first single, with “Ice Ice Baby” as its B-side.
That B-side became popular, so it was released as its own… Read More 
Yo, Vanilla. Kick it one time, boy!
Play that funky music
Play that funky music, white boy
Play that funky music
Play that funky music, white boy
I'm back and I'm ringin' the bell
A rockin' on the mike while the fly girls yell
In ecstasy in the back of me
Well that's my DJ D-Shay cuttin' all them Z's
Hittin' hard and the girlies goin' crazy
Vanilla's on the mike, man I'm not lazy
I'm lettin' my drug kick in
It controls my mouth and I begin
To just let it flow, let my concepts go
My posse's to the side yellin', Go Vanilla Go!
Smooth cause that's the way I will be
And if you don't give a damn, then
Why you starin' at me
So get off cause I control the stage
There's no dissin' allowed
I'm in my own phase
The girlies say they love me and that is ok
And I can dance better than any Kid 'N Play

Play that funky music Come on Come on
Play that funky music, white boy I can't hear you, say it
Play that funky music say it, say it, say
Play that funky music, white boy it, come on
Yea, a little bit louder
Now come on, come on
Stage 2—Yea the one ya' wanna listen to
It's off my head so let the beat play through
So I can funk it up and make it sound good
1-2-3 Yo—Knock on some wood
For good luck, I like my rhymes atrocious
Supercalafragilisticexpialidocious
I'm an effect and that you can bet
I can take a fly girl and make her wet
I'm like Samson—Samson to Delilah
There's no denyin', You can try to hang
But you'll keep tryin' to get my style
Over and over, practice makes perfect
But not if you're a loafer
You'll get nowhere, no place, no time, no girls
Soon—Oh my God, homebody, you probably eat
Spaghetti with a spoon! Come on and say it!

Play that funky music
Play that funky music, white boy
Play that funky music Come on Come on
Play that funky music white boy Let's do it
VIP. Vanilla Ice yep, yep, I'm comin' hard like a rhino
Intoxicating so you stagger like a wino
So punks stop trying and girl stop cryin'
Vanilla Ice is sellin' and you people are buyin'
Cause why the freaks are jockin' like Crazy Glue
Movin' and groovin' trying to sing along
All through the ghetto groovin' this here song
Now you're amazed by the VIP posse
Steppin' so hard like a German Nazi
Startled by the bases hittin' ground
There's no trippin' on mine, I'm just gettin' down
Sparkamatic, I'm hangin' tight like a fanatic
You trapped me once and I thought that
You might have it
So step down and lend me your ear
'89 is my time! Yo, '90 is my year
Play that funky music
Play that funky music, white boy
Play that funky music Come on, Come on, I
Play that funky music white boy can't hear you

You're weakenin' fast, YO! and I can tell it
Your body's gettin' hot, so, so I can smell it
So don't be mad and don't be sad
Cause the lyrics belong to ICE, You can call me Dad
You're pitchin' a fit, so step back and endure
Let the witch doctor, Ice, do the dance to cure
So come up close and don't be square
You wanna battle me—Anytime, anywhere
You thought that I was weak, Boy, you're dead wrong
So come on, everybody and sing this song
Say—Play that funky music Say, go white boy, go white boy go
Play that funky music Go white boy, go white boy, go
Lay down and boogie and play that funky music till you die
Play that funky music Come on, Come on, let me hear
Play that funky music white boy you say it, say it
Play that funky music A little louder now
Play that funky music, white boy Come on, Come on, Come on
Play that funky music","rap, Hip-Hop, 90s, hip hop, rapcore"
57,58,"""Temptation""",Corina,"3 ContributorsTemptation LyricsBaby, there's something I think you should know
(Baby)
I don't think I'll be needing you anymore
It's just one of those things
I'm sure you'll understand
We've been together so long
I never meant to do you wrong
But I've found someone new
There's nothing you can say or do
To try and change my mind
Would be a waste of time
Let's go our separate ways
There's nothing more to say
Just try to ease your mind
'Cause I don't mean to hurt you
It's just he knows to treat me like a special lady
It's time you look away
He knows just how to touch me
Maybe someday you'll understand
Temptation is a part of life
(Temptation)
It doesn't matter if it's wrong or right
Temptation is a part of life
(Temptation)
It doesn't matter if it's wrong or right
It makes you do what you love

He knows I can't resist
Ooh, his perfect lips
When he looks in my eyes
I feel like I've been hypnotized
I've wanted him for so long
What I felt was oh-so strong
In time, feelings changed
Things were not the same
Just try to ease your mind
'Cause I don't mean to hurt you
It's just he knows to treat me like a special lady
It's time you look away
He knows just how to touch me
Maybe someday you'll understand
Temptation is a part of life
(Temptation)
It doesn't matter if it's wrong or right
Temptation is a part of life
(Temptation)
It doesn't matter if it's wrong or right
Temptation is a part of life
(Temptation)
It doesn't matter if it's wrong or right
Temptation is a part of life
(Temptation)
It doesn't matter if it's wrong or right
It makes you do what you love

(You make me feel so good)
(Temptation)
(Temptation)
Temptation is a part of life
(Temptation, yeah)
It doesn't matter if it's wrong or right
(It doesn't matter, baby)
Temptation is a part of life
(It doesn't matter, baby, no, no)
It doesn't matter if it's wrong or right
(It's a part of life)
Temptation is a part of life
(Temptation)
It doesn't matter if it's wrong or right
(It doesn't matter, no)
Temptation is a part of life
It doesn't matter if it's wrong or right
It makes you do what you love
(Love me)","freestyle, classic freestyle, latin freestyle, female vocalists, 90s"
58,59,"""Can't Stop This Thing We Started""",Bryan Adams,"13 ContributorsCan’t Stop This Thing We Started Lyrics“Can’t Stop This Thing We Started” was the second single from *Waking Up The Neighbors"", following the international chart-topping “(Everything I Do) I Do It For You”. It was released on October 1991 and… Read More Yeah...
Baby, I'm coming to get you
You might stop a hurricane
Might even stop the drivin' rain
You might have a dozen other guys
But if you wanna stop me, baby, don't even try
I'm going one way
Your way
Now it's such a strong way
Let's make it our way
Now baby
Can't stop this thing we started
You gotta know it's right
I can't stop this course we've plotted, yeah
This thing called love we got it
No place for the brokenhearted
I can't stop this thing we started, no way
I'm goin' your way, yeah
You might stop the world spinning around
Might even walk on holy ground
I ain't Superman and I can't fly
But if you wanna stop me baby, don't even try
I'm going one way
Your way
Oh, it's such a strong way
Let's make it our way
Now baby...

Can't stop this thing we started
You gotta know it's right
I can't stop this course we've plotted, yeah
This thing called love we got it
No place for the brokenhearted
Can't stop this thing we started, no way
I'm goin' your way
That's where I'm goin'
Oh, why take it slow
I gotta know
Hey, 'cause nothing can stop
This thing that we got, yeah
Oh yeah
I can't stop this thing we started
Yeah, you gotta know it's right
Can't stop this course we've plotted, ohh yeah
This thing called love we got it
Ain't no place for the brokenhearted
I can't stop it
I can't stop it
Can't stop this thing we started
You gotta know it's alright
Can't stop this course we've plotted, ohh yeah
Baby
Can't stop it
Can't stop it
Can't stop it","rock, classic rock, 80s, pop, Canadian"
59,60,"""I Can't Wait Another Minute""",Hi-Five,"5 ContributorsI Can’t Wait Another Minute Lyrics“I Can’t Wait Another Minute” peaked at #8 on the Billboard Hot 100 and topped Billboard’s R&B chart for a week in August of 1990.
This song is about young, naive love and how a young boy wants to express… Read More 
You know
I've been waiting so long for this chance
Can we talk alone?
But I can't wait another minute
I can't wait another minute

Little lady
You look so fine
Can't turn my eyes away
So much I wanna say
And tonight I wanna make you mine
We'll turn the lights down low
And dance so very slow
I know that we don't know each other well
But I can't believe I'm wasting your time
Oh, no
So tell me what to do
For the love of you tonight

'Cuz I've been holding back what I feel
Love's so real
But I can't wait another minute
I can't wait another minute

'Cuz I've been holding back all I feel
I'm for real
'Cuz I can't wait another minute
I can't wait another minute for your love
Your love
No
No, no, baby

Sweet lady
Don't you look away
I don't mean to make you shy
But we haven't got much time
Tonight, I know just what to say, yeah
I'll love your cares away
And you and I will find a way
You know that there's a possibility
That we'll never get this chance once again
Oh, no
So tell me what to do
For the love of you tonight
Baby, tonight

'Cuz I've been holding back what I feel
Love's so real
But I can't wait another minute
I can't wait another minute
'Cuz I've been holding back all I feel
I'm for real
'Cuz I can't wait another minute (No I can't)
I can't wait another minute for your love
Your love
Oh, yeah

I know that we don't know each other well
But I can't believe I'm wasting your time
Oh, no
So tell me what to do for the love of you
Tonight
Tonight, baby

'Cuz I've been holding back what I feel
Love's so real
But I can't wait another minute
I can't wait another minute

'Cuz I've been holding back all I feel
I'm for real
'Cuz I can't wait another minute
I can't wait another minute for your love
Don't make me wait another minute
Oh no, baby
For your love","rnb, 90s, soul, new jack swing, urban"
60,61,"""3 a.m. Eternal""",The KLF,"3 Contributors3 A.M. Eternal (Moody Boy Mix) LyricsEternal
Eternal
Eternal
Eternal
Eternal
All alone
On my own! (On my, On my, On my)
E-E-E-E-E-E-E-E-Eternal
E-E-E-E-E-E-E-E-Eternal
Eternal
Eternal
All alone
On my own! (My own, On my, On my)
All alone
On my own! (My own, My own, My own)
Sometimes, I feel it's time to go
Sometimes, I feel it's time
Time, to go (To go, To go, Go)
Eternal
Eternal
Eternal
Eternal

All alone
On my own! (My own, Own, Own)
All alone
On my own! (My own, My own, My own)
All alone
On my own! (My own, My own, My own)
E-E-E-E-E-E-E-E-Eternal (3AM, 3AM, 3AM)
It's 3AM Eternal (Eternal)
E-E-E-E-E-E-E-E-Eternal (It's 3AM, It's 3AM)
It's 3AM Eternal (Eternal)
E-E-E-E-E-E-E-E-Eternal
E-E-E-E-E-E-E-E-E- (All Alone)
E-E-E-E-E-E-E-E-E- (On my own, My own, My own)
E-E-E-E-E-E-E-E-E- (All Alone)
E-E-E-E-E-E-E-E-E- (On my own, My own, My own)
E-E-E-E-E-E-E-E-E-E-E-E-E-Eternal (E-E-E-E-E-E-E-E)
E-E-E-E-E-E-E-E-E-Eternal  (E-E-E-E-E-E-E-E)
E-E-E-E-E-E-E-E-E-E-E-E-E-Eternal","electronic, ambient, techno, dance, electronica"
61,62,"""Time, Love and Tenderness""",Michael Bolton,"8 ContributorsTime, Love and Tenderness Lyrics
Time, love and tenderness

So you say that you can't go on
Love left you cryin'
And you say, all your hope is gone
And what's the use in tryin'
What you need is to have some faith
Shake off those sad blues
Get yourself a new view
Oh, nothing is as sad as it seems, you know

'Cause, some day you'll laugh at the heartache
Some day, you'll laugh at the pain
Somehow you'll get through the heartbreak
Somehow you can get through the rain

When love puts you through the fire
When love puts you to the test
Nothing cures a broken heart
Like time, love and tenderness
You think your world is over
Baby, just remember this
Nothing heals a broken heart
Like time, love and tenderness
Time, love and tenderness

I understand how you're feeling now
And what you've been through
But your world's gonna turn around
So baby, don't you be blue
All it takes is a little time
To make it better
The hurt won't last forever
Oh, all your tears are all gonna dry, you know

'Cause some day you'll laugh at the heartache
Some day you'll laugh at the pain
You may be down on your luck
But baby, that old luck's gonna change

When love puts you through the fire
When love puts you to the test
Nothing cures a broken heart
Like time, love and tenderness
You think your world is over
Baby, just remember this
Nothing heals a broken heart
Like time, love and tenderness
Baby, oh baby
Just need some, just need some
Time, love and tenderness

The hurt ain't gonna last forever
Time, love and tenderness
Time, love and tenderness
 X5
When love puts you through the fire
When love puts you to the test
Nothing cures a broken heart
Like time, love and tenderness
You think your world is over
Baby, just remember this
Nothing heals a broken heart
Little bit time, love and tenderness
When love puts you through the fire
When love puts you to the test
Nothing cures a broken heart
Like time, love and tenderness
Time, love and tenderness
Time, love and tenderness
Time, love and tenderness
...","pop, soft rock, soul, male vocalists, rock"
62,63,"""Sadeness (Part I)""",Enigma,"31 ContributorsTranslationsDeutschEnglishSadeness (Part I) LyricsThis song, which reached #5 on the Billboard Hot 100,  uses gregorian chants used without permission, recorded in 1976 by the German choir Capella Antiqua München. A lawsuit was settled over that, years… Read More Procedamus in pace
In nomine Christi, amen
Cum angelis et pueris
Fideles inveniamur
Attollite portas, principes, vestras
Et elevamini, portae aeternales
Et introibit rex gloriae
Quis est iste rex gloriae?
Sade, dis-moi
Sade, donne-moi
Procedamus in pace
In nomine Christi, amen
Sade, dis-moi
Qu'est-ce que tu vas chercher?
Le bien par le mal?
La vertu par le vice?
Sade, dis-moi
Pourquoi l'évangile du mal?
Quelle est ta religion? Où sont tes fidèles?
Si tu es contre Dieu, tu es contre l'homme
Sade, es-tu diabolique ou divin?
Sade, dis-moi
Sade, dis-moi
Sade, dis-moi (Hosanna)
Sade, donne-moi (Hosanna)
Sade, dis-moi (Hosanna)
Sade, donne-moi (Hosanna)","new age, ambient, electronic, chillout, electronica"
63,64,"""Around the Way Girl""",LL Cool J,"50 ContributorsAround the Way Girl Lyrics“Around The Way Girl” is a smooth jam written as “an ode to the girl next door” – the girls LL would see on a daily basis while riding around in his neighborhood.
Released as the second single from Mama Said… Read More 
You got me shook up, shook down, shook out on your loving
On your loving

I want a girl with extensions in her hair
Bamboo earrings, at least two pair
A Fendi bag and a bad attitude
That's all I need to get me in a good mood
She can walk with a switch and talk with street slang
I love it when a woman ain't scared to do her thing
Standing at the bus stop sucking on a lollipop
Once she gets pumping, it's hard to make the hottie stop
She likes to dance to the rap jam
She's sweet as brown sugar with the candied yams
Honey-coated complexion, using Camay
Let's hear it for the girl, she's from around the way

I need an around the way girl (Around the way girl)
That's the one for me (She's the only one for me)
I need an around the way girl
You got me shook up, shook down, shook out on your loving

Silky, milky, her smile is like sunshine
That's why I had to dedicate at least one rhyme
To all the cuties in the neighborhood
'Cause if I didn't tell you then another brother would
You're sweet like sugar with your gangster talk
Want to eat you like a cookie when I see you walk
With your rayon, silk or maybe even denim
It really doesn't matter as long as you're in 'em
You can break hearts and manipulate minds
Or surrender, act tender, be gentle and kind
You always know what to say and do
Cold flip when you think your man is playing you
Not cheap or petty, you're ready for loving
You're real independent, so your parents be bugging
But if you ever need a place to stay (On your loving)
Come around my way

I need an around the way girl (Around the way girl)
That's the one for me (She's the only one for me, to the bridge)
I need an around the way girl
You got me shook up, shook down, shook out on your loving

Perm in your hair or even a curly weave
With your New Edition Bobby Brown button on your sleeve
I tell you come here, you say meet me half way
'Cause brothers been popping that game all day
Around the way, you're like a neighborhood jewel
All the homeboys sweat you, so you're crazy cool
Wear your gold in the summer with your bikin' shorts
While you watching all the brothers on the basketball court
Going to the movies with your homegirl's crew
While the businessmen in suits be hawking you
Baby hair pumping, lip gloss is shining
I think you in the mood for wining and dining
So we can go out and eat somewhere
We got a lot of private jokes to share
Lisa, Angela, Pamela, Renee (On your loving)
I love you, you're from around the way

I need an around the way girl (Around the way girl)
That's the one for me (She's the only— You got me sh—)
I need an around the way girl (An around the way girl)
Fine as can be (On your loving), she's all I ask
I need an around the way girl (Around the way girl)
That's the one for me
I need an around the way girl (An around the way—)
Fine as can be (Way)

You got me shook up, shook down, shook out on your loving
You got me shook up, shook down, shook out—
You got me shook up, shook down, shook out on your loving
You got me shook up, shook down, shook out—
You got me shook up, shook down, shook out on your loving
You got me shook up, shook down, shook out—
You got me shook up, shook down, shook out on your loving
You got me shook up, shook down, shook out—
You got me shook up, shook down, shook out on your loving
You got me shook up, shook down, shook out—","Hip-Hop, rap, hip hop, 80s, rnb"
64,65,"""I'll Be There""",The Escape Club,"4 ContributorsI’ll Be There LyricsOver mountains, over trees
Over oceans, over seas
Across the desert, I'll be there
In a whisper on the wind
On the smile of a new friend
Just think of me and I'll be there
Don't be afraid, oh, my love
I'll be watching you from above
And I'd give all the world tonight to be with you
'Cause I'm on your side
And I still care
I may have died but I've gone nowhere
Just think of me and I'll be there
On the edge of a waking dream
Over rivers, over streams
Through wind and rain, I'll be there
Across the wide and open sky
Thousands of miles I'd fly
To be with you, I'll be there
Don't be afraid, oh, my love
I'll be watching you from above
And I'd give all the world tonight to be with you
'Cause I'm on your side
And I still care
I may have died but I've gone nowhere
Just think of me and I'll be there
Just think of me and I'll be there

In the breath of a wind that sighs
Oh, there's no need to cry
Just think of me and I'll be there
Don't be afraid, oh, my love
I'll be watching you from above
And I'd give all the world tonight to be with you
'Cause I'm on your side
And I still care
I may have died but I've gone nowhere
Just think of me, I'll be there
Just think of me, I'll be there
Think of me, I'll be there","pop, 80s, rock, alternative rock, pop rock"
65,66,"""Cream""",Prince and The New Power Generation,"20 ContributorsCream LyricsPrince’s fifth and last number-one song in his lifetime, was the lead single of Diamonds and Pearls released in September of 1991, and went all the way to number-one later that November.
Mmmmmm
Ooow!

This is it
It's time for you to go to the wire
You will hit
'Cause you got the burning desire
It's your time (Time)
You got the horn, so why don't you blow it?
You are fine (Fine)
You're filthy cute, and, baby, you know it
Oooh

Cream
Get on top
Cream
You will cop
Cream
Don't you stop
Cream
Sh-boogie bop

You're so good
Baby, there ain't nobody better (Ain't nobody better)
So you should
Never, ever go by the letter (Never, ever)
You're so cool (Cool)
Everything you do is success (Oooh-ooh-ooh)
Make the rules (Rules)
Then break them all 'cause you are the best
(Yes, you are)

Cream
Get on top
Cream
You will cop
Cream
Don't you stop
Cream
Sh-boogie bop

Look up in the air, it's your guitar
Hey, ah-ah

Do your dance
Why should you wait any longer?
Take your chance
It could only make you stronger
It's your time (It's your time)
You got the horn, so why don't you blow it? (Go on and blow it)
You're so fine (You're so fine)
You're filthy cute, and, baby, you know it (You know it and you know it)
Come on

Cream
Get on top
Cream
You will cop
Cream
Don't you ever stop
Cream
Sh-boogie bop

Cream
Cream
Cream
Sh-boogie bop
Cream
Ah, cream
Right there
Cream
Don't you stop
Cream
Sh-boogie bop
Boogie, ah heh-heh-heh
Cream
Sh-boogie bop
Cream, baby","funk, pop, soul, rock, prince"
