Unnamed: 0,№,Title,Artist(s),lyrics,genres
46,47,"""Will You Be There""",Michael Jackson,"73 ContributorsTranslationsDeutschWill You Be There Lyrics“Will You Be There” is the eighth single from the 1991 album Dangerous, doubling as the main theme for Free Willy, appearing on the movie’s soundtrack.
The prelude to the song features featuring the… Read More 
Hold me like the River Jordan
And I will then say to thee, ""You are my friend""
Carry me like you are my brother
Love me like a mother
Will you be there?

Hey
Yeah
Mother
Oh, baby

Weary, tell me will you hold me?
When wrong, will you scold me?
When lost will you find me?
But they told me a man should be faithful
And walk when not able
And fight 'til the end, but I'm only human

Mother
Hey

Everyone's taking control of me
Seems that the world's got a role for me
I'm so confused, will you show it to me?
You'll be there for me and care enough to bear me

Hold me (Show me)
Lay your head lowly (Told me)
Softly then boldly (Yeah)
Carry me there (I'm only human)
Lead me (Hold me)
Love me and feed me (Yeah, yeah)
Kiss me and free me (Yeah)
I will feel blessed (I'm only human)
Carry (Carry)
Carry me boldly (Carry me)
Lift me up slowly (Yeah)
Carry me there (I'm only human)
Save me (Lift me)
Heal me and bathe me (Lift me up, lift me up)
Softly you say to me
""I will be there"" (I will be there)
Lift me
Lift me up slowly
Carry me boldly (Yeah)
Show me you care (Yeah)
Hold me (Hoo)
Lay your head lowly (It gets lonely sometimes)
Softly then boldly (I get lonely, yeah, yeah)
Carry me there (Carry me there)
Need me (Hoo)
Love me and feed me (Lift me up, hold me up)
Kiss me and free me (Lift me up sometimes, up sometimes)
I will feel blessed (Yeah)

In our darkest hour, in my deepest despair
Will you still care? Will you be there?
In my trials and my tribulations
Through our doubts and frustrations
In my violence, in my turbulence
Through my fear and my confessions
In my anguish and my pain
Through my joy and my sorrow
In the promise of another tomorrow
I'll never let you part
For you're always in my heart","pop, 80s, dance, soul, funk"
47,48,"""Comforter""",Shai,"4 ContributorsComforter Lyrics“Comforter” is the second track off Shai’s debut album …If I Ever Fall in Love. Released as the second single on January 19, 1993, the song peaked at #10 on the Billboard Hot 100 and #4 on Billboard’s R&B… Read More 
Talk to me, baby
I'm listening

Lay down, and tell me what's on your mind
What exactly did he do, to make you cry this time?
Well I will be your comforter, I will make it right
He cast a shadow on your heart, and I will bring back your light

Come in, I see he's hurt you again
When you are in pain, I'm in pain, that's part of being a friend
But this is a special case, I held my feelings back because of him
And now I can see it more than ever, I made a very big mistake

I don't mean to disregard your feelings, but I think he's a fool
He don't know how sensitive you are, and baby that just ain't cool
I'm just glad I can be there for you, when you need a helping hand
Deep inside my heart from the start, I know I should've been your man

Lay down, and tell me what's on your mind
What exactly did he do, to make you cry this time?
Well I will be your comforter, I will make it right
He cast a shadow on your heart, and I will bring back your light

I will comfort, comfort, comfort you
I will, I will comfort you
I will comfort, comfort, comfort you
I will, I will comfort you
I will comfort, comfort, comfort you
I will, I will comfort you
I will comfort, comfort, comfort you
I will, I will comfort you

Lay down, and tell me what's on your mind
What exactly did he do, to make you cry this time?
Well I will be your comforter, I will make it right
He cast a shadow on your heart, and I will bring back your light","rnb, soul, 90s, new jack swing, Love"
48,49,"""Good Enough""",Bobby Brown,"6 ContributorsGood Enough Lyrics
Yeah
This is like the old times
I know a lot of you all out there can relate to the old times
So this one's for you
Yeah
Listen

If I take you back in the room, spent you around, my Baby
Take off your clothes and all of mine, too, laid you down
Way down

We could be discrete nobody have to know, ha
We don't need no sheets, we can just close the door, my baby
I can take you places you ain't been before
Soon as we get there, baby
You'll be coming back for more

'Cause If ain't good enough, good enough, baby
I'll work harder
I'll keep pumpin' every minute, girl
And baby I'll do you up, do you up, baby
And I will not stop 'til I know you're hot

If I touch your body tonight, will you touch mine?
Will you touch me baby? Right here
Kiss both your lips and rubbin' those thighs
Taste your wine
Let me taste you baby, ah

I can do it soft or I can do it hard
I can make you scream if you let down your guard, my baby
It's not too far from here to ecstasy
I know you want good lovin'
So lay your body next to me

If ain't good enough, good enough, baby (If it ain't good)
I'll work harder
Pumpin' every minute, girl
And baby I'll do you up, do you up, baby
And I will not stop 'til I know you're hot
If ain't good enough, good enough, baby (If it ain't good)
I'll work harder (I'll work hard)
Pumpin' every minute, girl (I'll work hard)
And baby I'll do you up, do you up, baby
And I will not stop 'til I know you're hot (Know you're hot)

Slow moving in your body
Feels like I'm gonna be in here all night
And when the love gets rolling
Start coming without stop
Filled to the brim
I'm gonna drip down to the very last drop

And if ain't good enough for you, baby, ha
I'll do it all for you
And I will not stop 'til I know you're hot
If ain't good enough, good enough, baby (If it ain't good)
I'll work harder (I'll work hard)
Pumpin' every minute, girl (I'll work hard)
And baby I'll do you up, do you up baby
And I will not stop 'til I know you're hot (Know you're hot)

If ain't good enough then I'll work harder
Turn it up, I'll please you, darlin'
Do it up, do it up just for you
And baby I'll taste the wine and give you pleasure
Close the door, I'll do whatever (Baby, I'll do whatever)
'Til I know you're hot

If ain't good enough, good enough baby (If it ain't good)
I'll work harder (I'll work harder)
Pumpin' every minute, girl
And baby I'll do you up, do you up baby
And I will not stop 'til I know you're hot
If ain't good enough, good enough, baby (Yeah)
I'll work harder (There's nothing I wouldn't do)
Pumpin' every minute, girl
And baby, I'll do you up, do you up baby
And I will not stop 'til I know you're hot
If ain't good enough, good enough, baby","rnb, new jack swing, 80s, soul, pop"
49,50,"""What's Up?""",4 Non Blondes,"98 ContributorsTranslationsDeutschWhat’s Up? Lyrics“What’s Up” was the second single from the 1992 album Bigger, Better, Faster, More! by 4 Non Blondes. It shot the band into international stardom, topping the charts in seven countries, reaching #2 in three… Read More 
Twenty-five years and my life is still
Tryin' to get up that great big hill of hope
For a destination
I realized quickly when I knew I should
That the world was made up of this brotherhood of man
For whatever that means

And so I cry sometimes when I'm lying in bed
Just to get it all out what's in my head
And I, I am feeling a little peculiar
And so I wake in the morning and I step outside
And I take a deep breath and I get real high
And I scream from the top of my lungs
""What's going on?""

And I say, hey-ey-ey
Hey-ey-ey
I said ""Hey, a-what's going on?""
And I say, hey-ey-ey
Hey-ey-ey
I said ""Hey, a-what's going on?""

Ooh, ooh
Ooh
Ooh, uh huh
Ooh, ooh
Ooh
Ooh, uh huh

And I try
Oh my God, do I try
I try all the time
In this institution
And I pray
Oh my God, do I pray
I pray every single day
For revolution

And so I cry sometimes when I'm lying in bed
Just to get it all out, what's in my head
And I, I am feeling a little peculiar
And so I wake in the morning and I step outside
And I take a deep breath and I get real high
And I scream from the top of my lungs
""What's going on?""

And I say, hey-ey-ey
Hey-ey-ey
I said ""Hey, what's going on?""
And I say, hey-ey-ey
Hey-ey-ey
I said ""Hey, a-what's going on?""
And I say, hey-ey-ey
(Wake in the morning and step outside)
Hey-ey-ey
(Take a deep breath and I get real high)
(And I scream)
I said ""Hey, a-what's going on?""
And I say, hey-ey-ey
(Wake in the morning and step outside)
Hey-ey, yeah yeah yeah
(Take a deep breath and I get real high)
(And I scream)
I said ""Hey, a-what's going on?""

Ooh, ooh
Ooh
Ooh, uh huh

Twenty-five years and my life is still
Tryin' to get up that great big hill of hope
For a destination, mmm","rock, alternative rock, 90s, female vocalists, alternative"
50,51,"""All That She Wants""",Ace of Base,"34 ContributorsTranslationsItalianoDeutschAll That She Wants Lyrics“All That She Wants” is a Europop song that launched Ace of Base and Denniz PoP into international success, and helped popularize the reggae-inspired style of Europop. It is about a woman who looks for many… Read More 
She leads a lonely life
Oh, she leads a lonely life

When she woke up late in the morning light
And the day had just begun
She opened up her eyes and thought
""Oh, what a morning""
It's not a day for work
It's a day for catching tan
Just lying on the beach and having fun
She's going to get ya

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeah
All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeah

(All that she wants)
(All that she wants)

So, if you are in sight and the day is right
She's the hunter, you're the fox
The gentle voice that talks to you
Won't talk forever
It is a night for passion
But the morning means goodbye
Beware of what is flashing in her eyes
She's going to get ya

All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeah
All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeah (Is another baby, yeah)

Ah
Ah

All that she wants is another baby (Is another baby, yeah)
She's gone tomorrow, boy
All that she wants is another baby, yeah (Is another baby, yeah)
All that she wants is another baby (Is another baby)
She's gone tomorrow, boy
All that she wants is another baby, yeah (Is another baby, yeah)

All that she wants
All that she wants","pop, 90s, dance, swedish, female vocalists"
51,52,"""7""",Prince and The New Power Generation,"34 Contributors7 Lyrics“7” written by Prince, Jimmy McCracklin, and Lowell Folsun was from 1992’s Love Symbol Album. It features a sample from a 1967 Otis Redding and Carla Thomas duet, “Tramp.” The most successful single from the… Read More 
All seven and we'll watch them fall
They stand in the way of love and we will smoke them all
With an intellect and a savoir faire
No one in the whole universe will ever compare
I am yours now and you are mine
And together we'll love through all space and time
So don't cry
One day all seven will die

All seven and we'll watch them fall
They stand in the way of love and we will smoke them all
With an intellect and a savoir faire
No one in the whole universe will ever compare
I am yours now and you are mine
And together we'll love through all space and time
So don't cry
One day all seven will die

And I saw an angel come down unto me
In her hand, she holds the very key
Words of compassion, words of peace
And in the distance an army's marching feet (One, two, three, four, one, two, three, four)
But behold, we will watch them fall
And we lay down on the sand of the sea
And before us, animosity will stand and decree
That we speak not of love, only blasphemy
And in the distance, six others will curse me
But that's all right (That's all right)
For I will watch them fall
(One, two, three, four, five, six, seven)

All seven and we'll watch them fall
They stand in the way of love and we will smoke them all
With an intellect (Huh), and a savoir faire
No one in the whole universe will ever compare
I am yours now and you are mine
And together we'll love through all space and time
So don't cry
One day all seven will die
(Just how old?)

And we will see a plague and a river of blood (Ah)
And every evil soul will surely die in spite of
Their seven tears, but do not fear
For in the distance, twelve souls from now
You and me will still be here
We will still be here
There will be a new city with streets of gold (Ah-ah-ah)
The young so educated, they never grow old
And, uh, there will be no death for with every breath
The voice of many colors sings a song that's so bold
Sing it while we watch them fall

All seven and we'll watch them fall
They stand in the way of love and we will smoke them all
With an intellect and a savoir faire
No one in the whole universe will ever compare
I am yours now and you are mine
And together we'll love through all space and time
So don't cry
One day all seven will die

(Just how old?)
(Just how old?)
(Just how old?)","funk, pop, soul, rock, prince"
52,53,"""Dre Day""",Dr. Dre,"5 ContributorsDre Day (Radio Mix) Lyrics
Hah, yeah
Hell yeah
Hah, know what I'm saying?
Yeah

Mista Busta, where you at?
Can't scrap a lick, so I know you got your gat
You stay on hard from From gankin' your road dogs
The hoods you threw up with, Homies you grew up with
Don't even respect your ass
That's why it's time for the doctor to check your ass, fool
Used to be my homie, used to be my ace
Now I wanna slap the taste out ya mouth
Make ya bow down to the Row
Gankin' me, now I'm Gankin' you, lil' ho
Oh, don't think I forgot, let you slide
Let me ride, just another homicide
Yeah, it's me so I'ma talk on
Stomping on the easiest streets that you can walk on
So strap on your Compton hat, your locs
And watch your back 'cause you might get smoked, loc
And pass the bud and stay low-key
B.G., 'cause you lost all your homie's love
Now call it what you want to
You trip with me, now it's a must that I trip with you

You better raise up
You know what I'm sayin'
We now have your record company surrounded
Put down the candy and let the little boy go
Yeah
We want Eazy! We want Eazy! We want Eazy!

Bow wow wow yippy yo yippy yay
Doggy Dogg's definitely in the House
Bow wow wow yippy yo yippy yay
Death Row's definitely in the House
Bow wow wow yippy yo yippy yay
The sounds of a dog brings me to another day
Play with my bone, would ya Timmy?
It seems like you're good for making jokes about your jimmy
Well, here's a jimmy joke about your mama that you might not like
I heard she was a 'Frisco dyke
But on the rizzeals, I'm talking about you and me
Toe to toe, Tim M-U-T
Your bark was loud but your bite wasn't vicious
And them rhymes you were kickin' were quite bootylicious
You get with Doggy Dogg? ""Oh, is he crazy?""
With your mama and your daddy hollering ""Baby!""
So won't they let you know
That if you step with Dre, fool, you're step wit Death Row
And I ain't even swangin' them thangs
I'm hollerin' 187 with my gat in your mouth, fool (Fool...)

Yeah
Long Beach and Compton together on this track
And just when you thought we were slippin'
BOO-YEAH!
Right back at ya
Now
You wanna step up and get your cranium cracked
Step on up
And remember the name
Mighty
Mighty
D-R
And we puttin' in work
Yeah

Now understand this, my homie Dre can't be touched
Luke's bending over so Luke's getting stuffed, buster
Must've thought I was sleazy
Or thought I was a mark 'cause I used to hang with Eazy
Animosity made you speak what you spoke (Yeah)
Ayo, Dre (What up?) Break him off somethin', loc
If it ain't another ho that I gots to get with
Gap teeth in your mouth so my gat's gots to fit
With my sack on your tonsils
While you're on stage rappin' at your wack-ass concert
And I'ma snatch your ass from the backside
And show you how Death Row pull off that who-ride
Now you might not understand me
'Cause I'ma rob you in Compton and blast you in Miami
Then we gonna creep to South Central
On a street knowledge mission as I steps in the temple
Spot him, got him, as I pulls out my strap
Got my chrome to the side of his White Sox hat
You tryna check my homie, you best check yourself
'Cause when you diss Dre you diss yourself  (Hell yeah)

So all you mark-ass busters need to raise up
Really doe
Death Row is runnin' the nine-trey
And you know we can't be faded (faded...)","Hip-Hop, rap, Gangsta Rap, west coast, hip hop"
53,54,"""One Last Cry""",Brian McKnight,"18 ContributorsOne Last Cry Lyrics“One Last Cry” peaked at #13 on the Billboard Hot 100, #19 on Billboard’s Top 40 Mainstream chart, #18 on Billboard’s Rhythmic Top 40 chart, #16 on Billboard’s Adult Contemporary chart and #8 on Billboard’s… Read More 
My shattered dreams and broken heart
Are mending on the shelf
I saw you holding hands
Standing close to someone else
Now, I sit all alone
Wishing all my feeling was gone
I gave my best to you
Nothing for me to do

But have one last cry
One last cry
Before I leave it all behind
I've gotta put you out of my mind this time
Stop living a lie
I guess I'm down to my last cry, cry

I was here, you were there
Guess we never could agree
While the sun shines on you
I need some love to rain on me
Still, I sit all alone
Wishing all my feeling was gone
Gotta get over you
Nothing for me to do

But have one last cry
One last cry
Before I leave it all behind
I've gotta put you out of my mind this time
Stop living a lie

I know I've gotta be strong
'Cause 'round me, life goes on and on and on and on

I'm gonna dry my eyes
Right after I end my one last cry

One last cry
Before I leave it all behind
I've gotta put you out of my mind for the very last time
Been living a lie, I
I guess I'm down
I guess I'm down
I guess I'm down
To my last cry","soul, rnb, Brian McKnight, rhythm and blues, r&b"
54,55,"""Just Kickin' It""",Xscape,"14 ContributorsJust Kickin’ It Lyrics“Just Kickin' It” peaked at #2 on the Billboard Hot 100 and topped Billboard’s R&B chart for 4 weeks.
(Ooh!)
Yo, this just one of them jams (Yeah)
You wanna just lay back (Do-dah-do-dah-do, doo-doo)
And just kick it, you know what I'm sayin'? (Doo-dah-doo, yeah)
Yeah, you don't hear me though
Peep this
Uh, uh, uh, uh

Every man wants a woman
Where him and her can just go hang
Huh, just the two of them alone, kick back
Doin' their own thing
(They're doin' their own thing, yeah!)
And every man wants a woman
That can always keep him in the mood
And I'm that kind of girl
So, this is what I tell my dude

(I tell him to) Kick off your shoes and relax your feet (Oh, baby)
Party on down to the Xscape beat, just kick it
Just kick it (Just kick it), just kick it
(I tell him to) Kick off your shoes and relax your feet (Oh, oh)
Party on down to the Xscape beat, just kick it
Just kick it (Just kick it), just kick it

Every man wants a woman
That can cook him up a good meal (Cook him up a good meal)
Huh, a woman he can treat like his homie
Take her out on the Ave and just chill (Just chill)
And every man wants a woman
That ain't good for just layin' on her back
(And I'm that kind of woman)
So, before me and my man get in the sack...

(I'll tell him to) Kick off your shoes and relax your feet (Kick off your shoes)
Party on down to the Xscape beat, just kick it
Just kick it, just kick it (Oh, oh)
Kick off your shoes and relax your feet
Party on down to the Xscape beat, just kick it
Just kick it (Kickin', my baby), just kick it (Yeah, yeah)
Kick off your shoes and relax your feet
Party on down to the Xscape beat, just kick it
Just kick it, just kick it
Kick off your shoes and relax your feet
Party on down to the Xscape beat, just kick it
Just kick it, just kick it

This is for the niggas, strictly for the niggas (Yeah, yeah, yeah)
This is for the niggas, the real niggas (Come on, come on)
This is for the niggas, strictly for the niggas (Yeah, yeah)
This is for the niggas, the real niggas (Hey)
This is for the niggas, strictly for the niggas (Ooh...)
This is for the niggas, the real niggas
This is for the niggas, strictly for the niggas (Whoa)
This is for the niggas,  the real niggas (Yeah)

Kick off your shoes and relax your feet (Come on, yeah)
Party on down to the Xscape beat, just kick it (Oh, baby)
Just kick it (Come on), just kick it (And do-do-doo, do-do-doo, do-do-doo, doo-doo-doo)
Kick off your shoes and relax your feet (Yeah, hey)
Party on down to the Xscape beat (Come on), just kick it (Come on)
Just kick it, just kick it (Yeah, yeah, yeah, yeah, yeah)","rnb, female vocalists, 90s, soul, Xscape"
55,56,"""I Get Around""",2Pac,"128 ContributorsTranslationsEnglishI Get Around LyricsReleased as the second single from his sophomore album, Strictly For My N.I.G.G.A.Z., “I Get Around” was 2Pac’s first big commercial hit as the platinum single peaked at #11 on the Billboard Hot 100. The song… Read More 
'Round and 'round (Aw yeah)
'Round and 'round, 'round we go (I get around)
'Round and 'round
Still clown with the Underground, when we come around
(Step up, step-step up, step up)
'Round and 'round, 'round we go (Stronger than ever)
'Round and 'round

Back to get wrecked, all respect
To those who break their neck to keep their hoes in check
'Cause, oh, they sweat a brother majorly
And I don't know why your girl keeps pagin' me
She tell me that she needs me, cries when she leaves me
And every time she sees me, she squeeze me—lady, take it easy!
Hate to sound sleazy, but tease me
I don't want it if it's that easy
Ayo, bust it, baby got a problem saying ""Bye-bye""
Just another hazard of a fly guy
You ask ""Why?"", don't matter, my pockets got fatter
Now everybody's lookin' for the latter
And ain't no need in being greedy, if you wanna see me
Dial the beeper number, baby, when you need me
And I'll be there in a jiffy
Don't be picky, just be happy with this quickie
When will ya learn you can't tie me down
Baby doll, check it out: I get around

What you mean you don't know?
Round and round, around we go
I get around, the Underground just don't stop for hoes
Round and round
I get around, still down with the Underground
Round and round, around we go
I get around, yeah, ayo Shock, let them hoes know
Round and round

Now you can tell from my everyday fits I ain't rich
So cease and desist with them tricks (Tricks)
I'm just another black man caught up in the mix (Mix)
Tryna make a dollar out of 15 cents (A dime and a nickel)
Just 'cause I'm a freak don't mean that we could hit the sheets
Baby, I can see, that you don't recognize me
I'm Shock G, the one who put the satin on your panties
Never knew a hooker that could share me; I get around

What's up, love? How you doin'? (All right)
Well, I've been hangin', sangin' tryna do my thang, oh, you heard that I was bangin'
Your homegirl you went to school with? That's cool
But did she tell you about her sister and your cousin? Thought I wasn't (Uhh)
See, weekends were made for Michelob
But it's a Monday, my day, so just let me hit it, yo
And don't mistake my statement for a clown
We can keep in the down low, long as you know that I get around

'Round and 'round, around we go
2Pacalypse Now don't stop for hoes, I get around
'Round and 'round
'Round and 'round, around we go
Why I ain't call you? Hahahah, please!
'Round and 'round

Fingertips on the hips as I dip
Gotta get a tight grip, don't slip; loose lips sink ships
It's a trip, I love the way she licks her lips, see me jockin'
Put a little twist in her hips 'cause I'm watchin'
Conversations on the phone 'til the break of dawn
Now we're all alone, why the lights on?
Turn them off! Time to set it off, get you wet and soft
Somethin' is on your mind, let it off
You don't know me, you just met me, you won't let me
Well, if I couldn't have it (Silly rabbit) why you sweatin' me?
It's a lot of real Gs doin' time
'Cause a groupie bent the truth and told a lie
You picked the wrong guy, baby, if you're too fly
You need to hit the door, search for a new guy
'Cause I only got one night in town
Break out or be clowned, baby doll are you down?
I get around

'Round and 'round, around we go
'Round and 'round, around we go, uhh
'Round and 'round, around we go
'Round and 'round, around we go
'Round and 'round, 'round we go
'Round and 'round, 'round we go
'Round and 'round, 'round we go, woah
'Round and 'round we go
'Round and 'round
'Round and 'round
'Round and 'round
'Round and 'round","rap, Hip-Hop, Gangsta Rap, West Coast Rap, hip hop"
56,57,"""Bed of Roses""",Bon Jovi,"29 ContributorsTranslationsPortuguêsBed of Roses Lyrics“Bed of Roses” is a melancholic ballad and easily one of Bon Jovi’s most popular and grandest sounding songs. It was written by Jon Bon Jovi while touring for the band’s previous album, and details his own… Read More 
Sitting here wasted and wounded at this old piano
Trying hard to capture the moment this morning I don't know
'Cause a bottle of Vodka is still lodged in my head
And some blonde gave me nightmares
I think that she's still in my bed
As I dream about movies they won't make of me when I'm dead

With an ironclad fist, I wake up and French kiss the morning
While some marching band keeps its own beat in my head while we're talking
About all of the things that I long to believe
About love and the truth and what you mean to me
And the truth is baby you're all that I need

I want to lay you down in a bed of roses
For tonight I sleep on a bed of nails
Oh I wanna be just as close as
The Holy Ghost is
And lay you down
On a bed of roses

Well I'm so far away, that each step that I take's on my way home
A king's ransom in dimes I'd give each night to see through this payphone
Still I run out of time or it's hard to get through
Till the bird on the wire flies me back to you
I'll just close my eyes and whisper
Baby, blind love is true

I want to lay you down in a bed of roses
For tonight I sleep on a bed of nails
Oh I want to be just as close as
The Holy Ghost is
And lay you down
On a bed of roses

Well, this hotel bar's hangover whiskey's gone dry
The barkeeper's wig's crooked
And she's giving me the eye
I might have said yeah
But I laughed so hard I think I died
Ooh yeah


Now as you close your eyes, know I'll be thinking about you
While my mistress she calls me
To stand in her spotlight again
Tonight, I won't be alone
But you know that don't mean I'm not lonely
I've got nothing to prove for it's you that I'd die to defend

I want to lay you down in a bed of roses
For tonight I sleep on a bed of nails
Oh I want to be just as close as
The Holy Ghost is
And lay you down
I want to lay you down in a bed of roses
For tonight I sleep on a bed of nails
I want to be just as close as
The Holy Ghost is
And lay you down
On a bed of roses","rock, hard rock, classic rock, 80s, hair metal"
57,58,"""Real Love""",Mary J. Blige,"25 ContributorsReal Love Lyrics“Real Love” is the second single off What’s The 411? after “You Remind Me” and MJB’s first Top 10 pop song, reaching No. 7 on the Billboard Hot 100.
This song is a perfect example of MJB’s fusion of hip-hop… Read More 

We are lovers through and through
And though we made it through the storm
I really want you to realize, I really want to put you on
I've been searching for someone to satisfy my every need
Won't you be my inspiration?
Be the real love that I need

Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love

Ooh, when I met you
I just knew that you would take my heart and run
Until you told me how you loved for me, you said I'm not the one
So I slowly came to see all of the things that you were made of
And now I hope my dreams and inspiration lead me towards a real love

Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
I got to have a real love

Love so true, and oh baby, I thought that love was true
I thought that you were the answer to the question in my mind
But it seems that I was wrong, if I stay strong, maybe I'll find
A real love

So I've tried my best and prayed to God he'll send me someone real
To caress me and to guide me towards a love my heart can feel
Now I know I can be faithful, I can be your all and all
I'll give you good lovin' through the summertime, winter, spring and fall

Real love, I'm searching for a real love (Real love, real love)
Someone to set my heart free
Real love, I'm searching for a real love
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love

See, I'm searching for a real love and I don't know where to go
(Real love, I'm searching for a real love)
Been around the world and high and low and still I never know
(Someone to set my heart free
Real love, I'm searching for a real love)
How it feels to have a real love cause it seems it's not around
Gotta end it in this way 'cause it seems he can't be found

Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
Real love, I'm searching for a real love
Someone to set my heart free
Real love, I'm searching for a real love
Real love","rnb, soul, female vocalists, Hip-Hop, urban"
58,59,"""Here We Go Again!""",Portrait,"11 ContributorsHere We Go Again! LyricsHere We Go Again peaked at #11 on the Billboard Hot 100 and #3 on Billboard’s R&B chart in 1992. It also topped Billboard’s Rhythmic Top 40 chart.
The song was performed by the group on the family sit-com… Read More 
Here we go again

Well, I'm out to have a real good time
And now you wanna try to fade me
But friends of yours are friends of mine
So don't even try to play me
If you don't have nothing good to say
The words you will be withholding
These kinds of games a girl will play
Just like mother told me, so

Here we go
Going through the same thing
(Here we go again)
Here we go
Don't wanna play the same game
(No, not again, I don't wanna go through it)

Now this ain't the time to make a scene
Because I'm out with my homies
I know you know just what I mean
So don't just walk up on me
There's a time and there's a place
Where we can talk about it
'Cause I don't want to be disgraced
With all your screams and shouting, but

Here we go
(Here we go again)
Going through the same thing
(Here we go again)
Here we go
Don't wanna play the same game
(No, not again, I don't wanna go through it)

Climb the mountain (What mountain?)
Swim the sea (What sea?)
See what I mean? (No)
I don't know but I don't want to get too deep
(Here we go again)
Ah, oh, ah, no (Here we go)
Ah, oh, ah, no (No, not again, baby)
Ah, oh, ah, no (Here we go)
Ah, oh
Here we go again

Here we go
(Here we go again)
Going through the same thing
(Here we go again)
Here we go
(Don't wanna)
Don't wanna play the same game
(No, not again, I don't wanna go through it)

Now there's no need to explain
You know how I feel about you
So don't you take my words in vain
You know I can't live without you
I need some time to unwind
So try to be understanding
I hope that you would change your mind
Instead of being so demanding, 'cause

Here we go
(Here we go again)
Going through the same thing
(Here we go again)
Here we go
(I don't wanna)
Don't wanna play the same game
(No, not again, I don't wanna go through it)
Here we go
(Here we go again)
Going through the same thing
(Here we go again)
Here we go
(Here, here we go)
Don't wanna play the same game

Yo, kick it
Ah (Here we go)
Ah, ah (Yo, Portrait, there she goes)
Ah (Here we go again)
Ah, ah, ah, here we go again
Ah, oh (Pump it up), ah, no, ah, oh, ah, no
(Here we go again, here we go again)
Ah, oh, ah, no, ah, oh, here we go again
Here we go, here we go again
Here we go, here we go again
(Here we go again, here we go again)","heavy metal, screamo, emo, swedish, metal"
59,60,"""Cryin'""",Aerosmith,"33 ContributorsCryin’ Lyrics“Cryin” is a song by Aerosmith, the American rock band. It was released as their second single in 1993, from the Geffen produced album Get A Grip. It became the band’s second Top 40 hit from the album… Read More 
There was a time
When I was so broken-hearted
Luck wasn't much of a friend of mine
The tables have turned, yeah
'Cause me and them ways have parted
That kind of love was the killin' kind

So listen
All I want is someone I can't resist
I know all I need to know by the way that I got kissed

I was cryin' when I met you
Now I'm tryin' to forget you
Love is sweet misery
I was cryin' just to get you
Now I'm dyin' 'cause I let you
Do what you do down on me, yeah!

Now there's not even breathing room
Between pleasure and pain
Yeah, you cry when we're making love
Must be one and the same

It's down on me
Yeah, I got to tell you one thing
That's been on my mind, girl, I gotta say
We're partners in crime
You got that certain somethin'
What you give to me takes my breath away

Now the word out on the street
Is the devil's in your kiss
If our love goes up in flames
It's a fire I can't resist

I was cryin' when I met you
Now I'm tryin' to forget you
Your love is sweet misery
I was cryin' just to get you
Now I'm dyin' 'cause I let you
Do what you do to me, yeah!


'Cause what you got inside
Ain't where your love should stay
Yeah, our love, sweet love, ain't love
'Til you give your heart away

I was cryin' when I met you
Now I'm tryin' to forget you
Your love is sweet misery
I was cryin' just to get you
Now I'm dyin' to let you
Do what you do, what you do down to
No, no, baby, baby, baby


I was cryin' when I met you
Now I'm tryin' to forget you
Your love is sweet misery
I was cryin' when I met you
Now I'm dyin' 'cause I let you
Do what you do down to
(Down to, baby, down to, down to)
I was cryin' when I met you
Now I'm dyin' to forget you
Your love is sweet misery
I was cryin' when I met you
Now I'm dyin' 'cause I let you","hard rock, classic rock, rock, 80s, 70s"
