Unnamed: 0,No.,Title,Artist(s),lyrics,genres
50,51,"""Make It Real""",The Jets,"2 ContributorsMake it Real LyricsMake it Real peaked at #4 on the Billboard Hot 100, #24 on Billboard’s R&B chart and topped Billboard’s Adult Contemporary chart.
Tonight, it's been a year
We met each other here
Well, here I am, all alone
As thoughts of you, go on

Hear me cryin' out to you
You said, ""Never, never, would I leave?""
Here's a tear from me to you
And maybe it will make you hear me

I loved you
You didn't feel the same
Though we're apart, you're in my heart
Give me one more chance to make it real

In a dream you are here
You smile and hold me near
And in my heart, I'll pretend
That you are here again

Hear me cryin' out to you
You said, ""Never, never, would I leave?""
Here's a tear from me to you
And maybe it will make you hear me

I loved you
You didn't feel the same
Though we're apart, you're in my heart
Give me one more chance to make it real


I loved you
You didn't feel the same
Though we're apart, you're in my heart
Give me one more chance to make it real
Give me one more chance to make it real","80s, pop, dance, Disco, rockabilly"
51,52,"""What's On Your Mind (Pure Energy)""",Information Society,"14 ContributorsWhat’s on Your Mind (Pure Energy) Lyrics
It's worked so far, but we're not out yet
I wanna know what you're thinking
There are some things you can't hide
I wanna know what you're feeling
Tell me what's on your mind
Pure energy
Pure energy

Here I am in silence looking 'round without a clue
I find myself alone again, all alone with you
I can see behind your eyes the things that I don't know
If you hide away from me, how can our love grow?

I wanna know what you're thinking
There are some things you can't hide
I wanna know what you're feeling
Tell me what's on your mind

I know I could break you down but what good would it do?
I could surely never know that what you say is true
Here I am in silence, it's a game I have to play
You and I in silence with nothing else to say

I wanna know what you're thinking
There are some things you can't hide
I wanna know what you're feeling
Tell me what's on your mind

Pure energy
Pure energy
Destruction
Pure energy
Destruction
Pure energy
Destruction
Pure energy
Destruction
Pure energy

I wanna know what you're thinking
There are some things you can't hide
I wanna know what you're feeling
Tell me what's on your mind
I wanna know what you're thinking
There are some things you can't hide
I wanna know what you're feeling
Tell me what's on your mind","synthpop, new wave, 80s, electronic, synth pop"
52,53,"""Tell It to My Heart""",Taylor Dayne,"23 ContributorsTell It to My Heart LyricsOn her debut single “Tell It to My Heart,” singer Taylor Dayne (born Leslie Wunderman) asks for a status update on her relationship. The sound is dance-pop meets Latin freestyle—perfect for 1987 Top 40 radio.… Read More 
I feel the night explode
When we're together
Emotion overload
In the heat of pleasure
Take me, I'm yours, into your arms
Never let me go
Tonight, I really need to know

Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock
Every time you call my name

The passion's so complete
It's never ending
As long as I receive
The message you're sending
Body to body, soul to soul
Always feel you near
So say the words I long to hear

Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock
Every time you call my name


Love, love on the run
Breaking us down
Though we keep holding on
I don't want to lose
No, I can't let you go

Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock
Every time you call my name

Tell it to my heart
Tell me from the start
Tell it to my heart, heart
Tell it to my heart
Tell me from the start
Tell it to my heart, heart
Never make it stop
Oh, take it to the heart
Oh, no, no, ah, ah

Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock
Every time you call my name
Tell it to my heart
Tell me I'm the only one
Is this really love or just a game?
Tell it to my heart
I can feel my body rock","pop, 80s, female vocalists, dance, american"
53,54,"""Out of the Blue""",Debbie Gibson,"7 ContributorsOut of the Blue LyricsOut of the Blue peaked at #3 on the Billboard Hot 100 in 1988.
Ooh
Whoa, whoa
Ooh yeah

Without you
Without you
I always thought that everything was fine
Without you
Never knowing you'd be mine

Suddenly my world has changed
And I just wonder why
All it took was just one smile

Now it's you
Out of the blue
Love appeared
Before my eyes with you
Dream come true
I never thought I'd realize
What love was, what love was
What love was

I need you, I need you
And every day I love you more and more
Without you (Without you)
I know what it's all for

Suddenly I see you there
And everything's okay
Don't know why (Don't know why) I feel this way

Now it's you
Out of the blue
Love appeared
Before my eyes with you
Dream come true
I never thought I'd realize
What love was, what love was
What love was
Here with you

We are together now
Never take my heart away
All the love I found
Is here to stay (out of the blue)
Whoa, oh, oh

It's like a dream come true
I never thought
I'd fall in love with you
Out of the blue
Love appeared
Before my eyes with you
A dream come true
I never thought

Here with you
Out of the, out of the
Out of the clear blue
Oh, it's like a dream come true
I never thought, I never thought
Out of the blue
Before my eyes with you
A dream come true
I never thought
I'd fall in love with you
Out of the, out of the
Out of the, out of the clear blue","pop, 80s, female vocalists, dance, bubblegum pop"
54,55,"""Don't You Want Me""",Jody Watley,"4 ContributorsDon’t You Want Me Lyrics“Don’t You Want Me” is the third single from Jody Watley’s self-titled debut album. It became her second top ten hit on the Billboard Hot 100, peaking at #6.
The lyrics of the song describe Watley’s… Read More 
When I first laid my eyes upon you
I knew right then and there you were the one
Eyes so deep, you sent me melting
And then you smiled as though to say, ""oh yeah""

But then you seemed to change your mind
You looked away like you were oh, so shy
Is the game you're playing hard to get
Won't you tell me, oh ho

Want me, don't you want me
To touch you and to hold you tight
Don't you want me like I want you
To kiss and love all through the night

I'd like to know more than just your name
Did you come here alone or with someone
If only you would open up
And let me know just where you're coming from

Are you looking for a new love
Or does commitment seem to bring you down
Is that a look of ""yes"" or is it ""no""?
Please don't tease me, oh

Want me, don't you want me
To touch you and to hold you tight
Don't you want me like I want you
To kiss and love all through the night
Oh woah, yeah
Don't you want me?
Oh woah, yeah
Don't you want me?

Want me, don't you want me
To touch you and to hold you tight
Don't you want me like I want you
To kiss and love all through the night

Are you looking for a new love
Or does commitment seem to bring you down
Is that a look of ""yes"" or is it ""no""?
Please don't tease me, oh

Want me, don't you want me
To touch you and to hold you tight
Don't you want me like I want you
To kiss and love all through the night

Want me, don't you want me
To touch you and to hold you tight
Don't you want me like I want you
To kiss and love all through the night

Want me (oh woah), don't you want me (yeah)
(Don't you want me?)
Want me (oh woah), don't you want me (yeah, yeah)
(Don't you want me?)","soul, 80s, pop, dance, funk"
55,56,"""Desire""",U2,"27 ContributorsDesire Lyrics“Desire” is the lead single from U2’s sixth album Rattle and Hum. It was written by Bono.
U2 cites punk rock band The Stooges‘ song “1969” as the song’s primary influence which is an interpolation of the Bo… Read More 
Yeah

Lover, I'm off the street
I'm gonna go where the bright lights and the big city meet
With a red guitar, on fire
Desire

She's the candle burnin' in my room
I'm like the needle, needle and spoon
Over the counter with a shotgun
Pretty soon, everybody got one

I'm a fever when I'm beside her
Desire
Desire
(Right)
And the fever gettin' higher
Desire
Desire

Burning
Burning

She's the dollars, she's my protection
Yeah, she's the promise in the year of elections
Oh,  sister, I can't let you go
Like a preacher stealin' hearts at a travellin' show
For love of money, money, money, money, money, money
Money, money, money, money, money

And the fever gettin' higher
Desire
Desire
Desire
Desire
(Babe)


Desire
Desire
(Alright)","rock, classic rock, irish, alternative, pop"
56,57,"""I Get Weak""",Belinda Carlisle,"17 ContributorsI Get Weak LyricsI Get Weak was the second single from Belinda Carlisle’s second album Heaven on Earth.
The song peaked at #2 on the Billboard Hot 100 and #9 on Billboard’s Adult Contemporary chart.
When I'm with you, I shake inside
My heart's all tangled up, my tongue is tied
It's crazy
Can't walk, can't talk
Can't eat, can't sleep
Oh, I'm in love, oh, I'm in deep 'cause, baby

With a kiss, you can strip me defenseless
With a touch, I completely lose control
All that's left of my strength is a memory
Whoa, whoa-oh, whoa-oh, whoa

I get weak when I look at you
Weak when we touch
I can't speak when I look in your eyes
I get weak when you're next to me
Weak from this love
I can't speak when I look in your eyes
I get weak
I get weak

Convincing eyes, persuasive lips
The helpless heart just can't resist their power
You know you've got a hold over me
You know you've got me where I want to be 'cause, lover

Like a wave, you keep pulling me under
How I'll ever get out of this, I don't know
I just know there's just no way to fight it
Whoa, whoa-oh, whoa-oh, whoa

I get weak when I look at you
Weak when we touch
I can't speak when I look in your eyes
I get weak when you're next to me
Weak from this love
I'm in deep when I look in your eyes
I get weak
I get weak
I get weak

Just a kiss, you can strip me defenseless
Just a touch, I completely lose control
All that's left of my strength is a memory
Whoa, whoa-oh, whoa-oh, whoa-oh, whoa-oh-oh

I get weak when I look at you
Weak when we touch
I can't speak when I look in your eye
I get weak when you're next to me
Weak from this love
I can't speak when I look in your eye
I get weak when you're next to me
Weak from this love
I can't speak when I look in your eye","pop, 80s, female vocalists, new wave, american"
57,58,"""Sign Your Name""",Terence Trent D'Arby,"14 ContributorsSign Your Name Lyrics
Fortunately you have got
Someone who relies on you
We started out as friends
But the thought of you just caves me in
The symptoms are so deep
It is so much too late
To turn away
We started out as friends

Sign your name across my heart
I want you to be my baby
Sign your name across my heart
I want you to be my lady

Time, I'm sure will bring
Disappointments in so many things
It seems to be the way
When your gambling cards on love you play
I'd rather be in hell
With you baby
Than in cool Heaven
It seems to be the way

Sign your name across my heart
I want you to be my baby
Sign your name across my heart
I want you to be my lady

Birds never look into the sun
Before the day is gone
But oh the light shines brighter
On a peaceful day
Stranger blue, leave us alone
We don't want to deal with you
We'll shed our stains showering
In the room that makes the rain

All alone with you
Makes the butterflies in me arise
Slowly we make love
And the Earth rotates to our dictates
Slowly we make love
Hey!

Sign your name across my heart (Sign your name)
I want you to be my baby (Want you to be my baby)
Sign your name across my heart (Oh)
I want you to be my lady
(Sign your name, sign your name)

Sign your name across my heart
(Sign your name, sign your name)
I want you to be my baby
(Sign your name, sign it on tonight!)
Sign your name across my heart
I want you to be my lady
(Sign it on tonight!)
Sign your name across my heart
(Sign it on tonight!)
I want you to be my baby
(Sign it on tonight!)
Sign your name across my heart
(Sign it on tonight!)
I want you to be my lady
(Sign it on tonight!)
Sign your name across my heart
(Sign it on tonight!)
I want you to be my baby...","soul, pop, 80s, funk, rock"
58,59,"""I Want to Be Your Man""",Roger,"15 ContributorsI Want To Be Your Man Lyrics
Hey lady
Let me tell you why
I can't live my life
Without you (Oh, baby)

Every time I see you
Walkin' by, I get a thrill
You don't notice me
But in time, you will
I must make you understand

(I wanna be your man)
I wanna be your man
(I wanna be your man)
Yes I do, yeah, yeah
(I wanna be your man)
I wanna be your man
(I wanna be your man)
Wanna be your man

Better not pass me by
'Cause if you do
You'll lose a good thing (Oh, baby)
'Cause what I've got to say
Is sealed with a kiss
And a wedding ring (Wedding ring)

My mind is blind at times
I can't see anyone but you
Those other girls don't matter
No, they can't spoil my view
I must make you understand

(I wanna be your man)
I wanna be your man
(I wanna be your man)
Yes I do, yeah, yeah
(I wanna be your man)
I wanna be your man
(I wanna be your man)
Wanna be your man

Words can never say what I feel
It's too intense (Ooh-ooh-ooh-ooh-oh)
I tried, I tried, I tried, I tried
To tell you how I feel
But I get mixed up (So mixed up)

My mind is blind at times
I can't see anyone but you
Those other girls don't matter
No, they can't spoil my view
I must make you understand

(I wanna be your man)
I wanna be your man
(I wanna be your man)
Yes I do, yeah, yeah
(I wanna be your man)
I wanna be your man
(I wanna be your man)
Wanna be your man

(I wanna be your man)
I wanna be your man
(I wanna be your man, yes I do)
(I wanna be your man)
(I wanna be your man)
Wanna be your man
(I wanna be your man)
Yes I do, yeah, yeah
(I wanna be your man)
I wanna be your man","funk, electro funk, 80s, soul, Ohio"
59,60,"""Girlfriend""",Pebbles,"14 ContributorsGirlfriend LyricsGirlfriend is the first single from Pebbles‘ 1987 self-titled debut album.
The song peaked at #5 on the Billboard Hot 100, #24 on Billboard’s Hot Dance Music/Club Play chart, topped Billboard’s Hot Dance… Read More 
To believe or not to believe
That is the question
It just takes a street degree
You've lied your last lie and I've cried my last cry
I'm out the door, babe
There's other fish in the sea

Girl, make a list
Go out and find yourself a new bad thing
Girl, you need a trip
'Cause he's not worth the misery and pain
Just remember how he would tell you lies
And then pretend that everything is so sweet
Why should you sacrifice if you're not satisfied?
He's just a canine runnin' 'round in heat

Girlfriend, how could you let him treat you so bad? Oh
Girlfriend, you know you were the best he ever had
Oh, oh, oh-woah
Woah, girlfriend, how could you let him treat you so bad?
(Treat ya, treat ya, treat ya) Oh
Girlfriend, you know you were the best he ever had
Oh, oh, oh-woah

Girl, you must resist
Don't let him squirm his way into your heart
No, girl, I must insist
You've got to stop the fool before he starts
Just remember how he was so untrue
With all the tacky things he did to you
No need to signify, 'cause he's not worth your time
You need to find someone that's true to you

Girlfriend, how could you let him treat you so bad? Oh
Girlfriend, you know you were the best he ever had
Oh, oh, oh-woah
Girlfriend, how could you let him treat you so bad? (Treat ya, treat ya)
Baby, don't be sad (Oh), no
Girlfriend, you know you were the best he ever had
Oh, oh, oh-woah

To believe or not to believe
That is the question
It just takes a street degree
You've lied your last lie and I've cried my last cry
I'm out the door, babe
There's other fish in the sea (Yeah, yeah, yeah)

Cute, cute, cute, cute
Hey, Deele, sing!
To believe or not to believe
That is the question
It just takes a street degree
You've lied your last lie and I've cried my last cry
I'm out the door, babe
There's other fish in the sea

Girlfriend, how could you let him treat you so bad?
Girlfriend, you know you were the best he ever had
Girlfriend, how could you let him treat you so bad? Oh
Girlfriend, you know you were the best he ever had
Oh, oh, oh-woah
Girlfriend, how could you let him treat you so bad? Oh
Girlfriend, you know you were the best he ever had
Oh, oh, oh-woah

Girlfriend, how could you let him treat you so bad? Oh
Girlfriend, you know you were the best he ever had
Oh, oh, oh-woah
Girlfriend, how could you let him treat you so bad? (Treat ya, treat ya)
Baby, don't be sad (Oh), no
Girlfriend, you know you were the best he ever had
Oh, oh, oh-woah

Don't let him put you down
Girl, he's been messing around
You've been used, abused
So, baby, make your move
You've learned your lesson now
So, turn this hurt around
Don't be no fool, 'cause you've got to bust loose
Girlfriend, yeah
How could you let him treat you so bad? Oh
Oh, girlfriend
You know you were the best he ever had (You know you were the best he ever had, girl)
Oh, oh, oh-woah

Don't let him put you down
Girl, he's been messing around
You've been used, abused
So, baby, make your move
You've learned your lesson now
So, turn this hurt around
Don't be no fool, 'cause you've got to bust loose
Girlfriend, yeah
How could you let him treat you so bad? Oh
Girlfriend","80s, pop, rnb, female vocalists, urban"
60,61,"""Dirty Diana""",Michael Jackson,"118 ContributorsTranslationsفارسیРусский (Russian)EspañolPolskiDeutschDirty Diana Lyrics“Dirty Diana” is the 5th single (and 5th #1 song) from Michael’s 1987 album Bad, which sees him tackle the issue of groupies in a more aggressive, palpable way than he did on “Billie Jean”, accompanied by a… Read More 
(Oh, no)
(Oh, no, no)

You'll never make me stay, so take your weight off of me
I know your every move, so won't you just let me be?
I've been here times before, but I was too blind to see
That you seduce every man, this time, you won't seduce me

She's saying ""That's okay, hey, baby, do what you please
I have the stuff that you want, I am the thing that you need""
She looked me deep in the eyes, she's touching me so to start
She says ""There's no turning back"", she trapped me in her heart

Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, let me be!
(Oh, no, oh, no, oh, no)

She likes the boys in the band, she knows when they come to town
Every musician's fan after the curtain comes down
She waits at backstage doors for those who have prestige
Who promise fortune and fame, a life that's so carefree

She's saying ""That's okay, hey, baby, do what you want
I'll be your night-loving thing, I'll be the freak you can taunt
And I don't care what you say, I want to go too far
I'll be your everything if you make me a star""

Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana

Diana, Diana
Dirty Diana
It's Diana, -iana, -iana
Come on!

No, no, oh-, stop this

She said ""I have to go home, 'cause I'm real tired, you see
But I hate sleeping alone, why don't you come with me?""
I said ""My baby's at home, she's probably worried tonight
I didn't call on the phone to say that I'm alright""

Diana walked up to me, she said, ""I'm all yours tonight""
At that, I ran to the phone saying, ""Baby, I'm alright""
I said ""But unlock the door, 'cause I forgot the key""
She said ""He's not coming back because he's sleeping with me""

Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana, no
Dirty Diana

Come on! (Dirty Diana, no)
Come on! (Dirty Diana, no)
Come on! (Dirty Diana, no)
Come on! (Dirty Diana) (Hey, hey)
Come on! (Dirty Diana, no) (Hey, baby, won't you-)
Come on! (Dirty Diana, no) (Hey, baby, won't you-)
Come on! (Dirty Diana, no) (Hey, baby, won't you-)
Come on! (Dirty Diana) (Hey, baby, won't you-)
Come on! Aaow! (Dirty Diana, no)
Come on! (Dirty Diana, no)
Come on! (Dirty Diana, no)
Come on! (Dirty Diana)
Come on! (Dirty Diana, no)
Come on! (Dirty Diana, no)
Come on! (Dirty Diana, no)","pop, 80s, dance, soul, funk"
61,62,"""1-2-3""",Gloria Estefan and Miami Sound Machine,"7 Contributors1-2-3 Lyrics
1-2-3-4, come on, baby
Say you love me 5-6-7 times

They tell me you're shy, boy
But I want you just the same
Don't play innocent with me
You know it's not just fun and games

When I look into your eyes
So much passion burns inside
But if you need some coaxing, I will do it
Step by step, there's nothing to it

1-2-3-4, come on, baby
Say you love me 5-6-7 times
8-9-10-11, I'm just gonna keep on counting
Until you are mine

Come out of your shell, boy
You know we go like hand in glove
You're afraid of giving in
But I am never giving up on your love

And no matter what it takes
I will steal your heart away
Take a chance for once, you won't regret it
Want my love, ust come and get it

1-2-3-4, come on, baby
Say you love me 5-6-7 times
8-9-10-11, I'm just gonna keep on counting
Until you are mine


So no matter what it takes
I will steal your heart away
Take a chance for once, you won't regret it
Take my love, just come and get it

1-2-3-4, come on, baby
Say you love me 5-6-7 times
8-9-10-11, I'm just gonna keep on counting
Until you are mine
1-2-3-4, come on, baby (Come on, come on, come on)
5-6-7 times, you got to give me your love
8-9-10-11, I'm just gonna keep on counting
Until you are mine

1-2-3-4
5-6-7
8-9-10-11
1-2-3-4
5-6-7
8-9-10-11","pop, 80s, dance, latin, female vocalists"
62,63,"""Mercedes Boy""",Pebbles,"5 ContributorsMercedes Boy Lyrics“Mercedes Boy” is the second single from Pebbles‘ self-titled debut album.
The song became a hit, peaking at #2 on the Billboard Hot 100, #2 on Billboard’s Hot Dance Music\Club Play chart, topped Billboard’s… Read More 
Do you wanna ride?

Baby, let me tell you
I've been watching you
See you dancing in my dreams
Feel you heartbeat inside of me

So if you feel it coming on
Catch me getting in the mood
Boy, I'll give you anything
Cruising's all you have to do

Do you wanna ride in my Mercedes, boy?
Tell me what you're gonna do with me
Cause if you wanna ride in my Mercedes, boy
There are so many things that
I'm gonna do to you

Baby, let me tell you
I've been wanting you
Always on the scene
Good looks and more possessing all of me

So if you feel it coming on
Catch me getting in the mood
Boy, I'll give you anything
Cruising's all you have to do

Do you wanna ride in my Mercedes, boy?
Tell me what you're gonna do with me
Cause if you wanna ride in my Mercedes, boy
There are so many things that
I'm gonna do to you
Do you wanna ride in my Mercedes, boy?
Tell me what you're gonna do with me
Cause if you wanna ride in my Mercedes, boy
There are so many things that
I'm gonna do to you

Do you wanna ride?
Ride, ride
What are you gonna with me, me, me
Ride, ride
What are you gonna with me, me, me

Do you wanna ride in my Mercedes, boy?
Tell me what you're gonna do with me
Cause if you wanna ride in my Mercedes, boy
There are so many things that
I'm gonna do to you
Do you wanna ride in my Mercedes, boy?
Tell me what you're gonna do with me
Cause if you wanna ride in my Mercedes, boy
There are so many things that
I'm gonna do to you
Do you wanna ride in my Mercedes, boy?
Tell me what you're gonna do with me
Cause if you wanna ride in my Mercedes, boy
There are so many things that
I'm gonna do to you
Do you wanna ride in my Mercedes, boy?
Tell me what you're gonna do with me
Cause if you wanna ride in my Mercedes, boy
There are so many things that
I'm gonna do to you
Do you wanna ride?","80s, pop, rnb, female vocalists, urban"
63,64,"""Perfect World""",Huey Lewis and the News,"5 ContributorsPerfect World LyricsEverybody's looking for the perfect world
Where you could have everything your heart desires
The perfect boy will meet the perfect girl
And the perfect love will set the world on fire
Well what you gonna do, when one and one makes three
And a vision of the future is impossible to see
Nobody's perfect, not even a perfect fool
If you'll have faith in me
I'll keep faith with you
Ain't no livin' in a perfect world
There ain't no perfect world anyway
Ain't no livin' in a perfect world
But we'll keep on dreamin' of livin' in a perfect world
Keep on dreamin' of livin' in a perfect world
Everybody's got secrets, now you know that it's true
They talk about me and they'll talk about you
Something happens to the pledges of trust
Down through the years they begin to rust
Now here we are amid the tears and the laughter
Still waiting for our happily ever after
We'll keep on dreamin' as long as we can
Try to remember and you'll understand

Ain't no livin' in a perfect world
There ain't no perfect world anyway
Ain't no livin' in a perfect world
But we'll keep on dreamin' of livin' in a perfect world
Keep on dreamin' of livin' in a perfect world","80s, rock, classic rock, pop, Pop-Rock"
64,65,"""New Sensation""",INXS,"20 ContributorsNew Sensation LyricsThis was one of the greatest hits from INXS and 80s music in general.
The very uplifting instrumental features a signature Kirk Pengilly sax solo and a unique guitar riff.
Live, baby, live
Now that the day is over
I got a new sensation
In perfect moments
That's impossible to refuse

Sleep, baby, sleep
Now that the night is over
And the sun comes
Like a god into our room
All perfect light and promises
Got a hold on you
A new sensation, a new sensation
Right now, it's gonna take you over
A new sensation, a new sensation

Dream, baby, dream
Of all that's come and going
And you will find out in the end
There really is
There really is no difference

Hah…
Cry, baby, cry
When you got to get it out
I'll be your shoulder
You can tell me all
Don't keep it in ya
Well, that's the reason why I'm here
Hey, hey
Are you ready for (A new sensation, a new sensation)
Right now?
Gonna take you over (A new sensation, a new sensation)
Trumpet!
(New sensation, new sensation)
(A new sensation)


Hate, baby, hate
When there's nothing left for you
You're only human, what can you do?
It'll soon be over
Don't let your pain take over you

Love, baby, love
It's written all over your face
There's nothing better we could do
Than live forever
Well, that's all we've got to do
Hey now, I'm gonna take you over (A new sensation, new sensation)
Right now
Got a hold on you
A new sensation, new sensation
A new sensation, a new sensation
A new sensation","rock, new wave, 80s, australian, pop"
65,66,"""Catch Me (I'm Falling)""",Pretty Poison,"11 ContributorsCatch Me (I’m Falling) Lyrics“Catch Me (I’m Falling)” peaked at #8 on the Billboard Hot 100 and topped Billboard’s Hot Dance Music\Club Play chart for a week in September of 1987.
The song was featured on the soundtrack to the 1987 Jon… Read More 
I am descending from heaven above
So catch me, I'm falling
Hold on to my love, ooh, oh-oh
Are you ready, boy?
Here I come, catch me, I'm falling

You came into my life
The look in your eyes took me by surprise
It's you and nobody else
Your love has made me so blind I can't see

I am descending from heaven above
So catch me, I'm falling, baby
Hold on to my love

Catch me, I'm falling
Catch me now, I'm falling
C-c-catch me, I'm falling
Catch me now, I'm falling
Falling in love

Two hearts beating in time
The rhythm as one, I am yours, you are mine
For you, I surrender myself
Each night, everyday, always feeling this way

Falling in motion as though I had wings
With your sweet love and devotion
Baby, it's magic, a magical thing

Catch me, I'm falling
Catch me now, I'm falling (Oh, woah-woah-oh)
Catch me I'm falling
Catch me now, I'm falling
Falling in love

(Ooh, catch me)
(Boy, boy)
(Boy, boy, boy, b-boy, boy, b-boy)


I am descending from heaven above
So catch me, I'm falling
Hold on to my love

Catch me, I'm falling
Catch me now, I'm falling
C-c-catch me now, I'm falling
Catch me now, I'm falling (Babe)
Ooh, catch me, I'm falling
Catch me now, I'm falling
C-c-catch me now, I'm falling
Catch me now, I'm falling
Falling in love

Ooh, I'm falling
Ooh, I'm falling
Ooh, I'm falling (Yeah, I'm falling in love)
Ooh, I'm falling
Ooh, I'm falling
Ooh, I'm falling
Ooh, I'm falling (Ah, baby)
Ooh, I'm falling (What can I do?)","pop, 80s, freestyle, dance, female vocalists"
66,67,"""If It Isn't Love""",New Edition,"30 ContributorsIf It Isn’t Love Lyrics“If It Isn’t Love” was the first single from the classic 1988 album Heart Break. The single peaked at #7 on the Billboard Hot 100 and reached #2 on the Billboard Hot R&B/Hip-Hop chart as they were ironically… Read More 
I don't love her
I tried to tell myself
But you can see it in my eyes
So don't deny
I can't fool no one else
The truth is in the tears I cry
'Cause...

If it isn't love
Why do I feel this way?
Why does she stay on my mind?
If it isn't love
Why does it hurt so bad?
Make me feel so sad inside
If it isn't love

I told her I'd never fall in love
But now I know better

How does it feel
I can't describe this feeling
That came when I saw her last night
She got to me
I'll let you know the reason
I saw her with another guy
So...

If it isn't love
Why do I feel this way?
Why does she stay on my mind?
And if it isn't love
Why does it hurt so bad?
Make me feel so sad inside
If it isn't love

Maybe she'll take me back
(Hey, girl, he's begging)
I made a big mistake
(Won't you forgive him, girl)
Now I can feel it
(He's never felt before)
I really love her
(You love her?!?! What?!?!)

It took my heart
To shatter in a thousand pieces
Before I'd ever drop my pride
(Oh, oh, oh, oh)
Losing love worrying about my image
Really helped me realize

If it isn't love
Why do I feel this way?
(Why does it hurt so bad?)
Why does she stay on my mind?
(On my mind all the time)
If it isn't love
Why does it hurt so bad?
(If it isn't love)
Make me feel so sad inside
(If it isn't love)
If it isn't love
If it isn't love
(Woo)
Why do I feel this way?
(Why?)
Why does she stay on my mind?
(She stays on my mind, mind, mind)
If it isn't love
Why does it hurt so bad?
(Why does it hurt so bad?)
Make me feel so sad inside
(Why?)
If it isn't love
(If it isn't love)
Why do I feel this way?
(If it isn't love)
Why does she stay on my mind?
(If it isn't love)
If it isn't love
Why does it hurt so bad?
(If it isn't love)
Make me feel so sad inside
(If it isn't, I can't describe this feeling that I feel for her)
If it isn't love
Why do I feel this way?
Why does she stay on my mind?
(Stay on my mind)
If it isn't love
Why does it hurt so bad?
Make me feel so sad inside

If it isn't love
If it isn't love","rnb, 80s, soul, new jack swing, pop"
67,68,"""Rocket 2 U""",The Jets,"4 ContributorsRocket 2 U LyricsRocket 2 U peaked at #6 on the Billboard Hot 100 and #5 on Billboard’s R&B chart.
Baby, baby
When I called you on the phone today
You sounded frantic when you said
Come over right away
Oh, baby, baby
Won't you say what's on your mind?
Your TV set is acting up
And you don't understand
You're so upset
Because you can't watch All My Children
And you wonder
If there's something I can do for you
Well
All that I can say

Baby
I can rocket 2 u
Honey, the only thing I can do
Baby
I can rocket all night
One thing I know I can do

Don't call me when your car
Just can't get into second gear
Or when your kitchen sink
Is shooting water in your ear
Oh, baby, baby
I have told you this before
Is there a special reason
That you just can't understand
I'm not the one to call
When you need a heavy man
Unless whatever needs fixing, girl
Is you
And I just have to say


Don't call me
When your toaster won't pop up
Don't call me
Just to cut your lawn
Don't call me
When your radio cuts off
In the middle of your favorite song

Don't call me when your shower just went
Uh-uh, no, baby
Don't call me
I think I told you this
About a million times
You know, it's not my cup of tea

I can rocket 2 u
The only thing I can do
I can rocket all night
I can rocket 2 u, baby
Let me rocket 2 ya, oh yeah
Just a little bit more
Baby, I can rocket 2 u
Honey, the only thing I can do
Baby, I can rocket all night
One thing I know I can do
Baby, I can rocket 2 u
Honey, the only thing I can do
Baby, I can rocket all night
One thing I know I can do

Baby, I can rocket 2 u
Honey, the only thing I can do
Baby, I can rocket all night
One thing I know I can do","80s, pop, dance, Disco, rockabilly"
68,69,"""One Good Woman""",Peter Cetera,"3 ContributorsOne Good Woman Lyrics
I am so in love with you
I just can't deny it
Everybody knows I can't deny it
Everybody knows

You can read me like a book
Just like a fortune teller
Everybody needs a fortune teller
Telling you the very truth

You bring me feelin'
You bring me fire
You give me a love that's taking me higher
Just goes to prove
What one good woman can do

You bring out the best in me
With love and understanding
Anytime I need some understanding
You are always there

And if I ever lose my way
You're always there to guide me
Anyone can see you're here inside me
Anyone can see it

You bring me feelin'
You bring me fire
You give me a love that's taking me higher
Just goes to prove
What one good woman can do

You fill me with hope
Love and devotion
You taught me how to show my emotion
Just goes to prove
What one good woman can do

This is our time, we have it all
We have a way of knowing if we're heading for a fall
But we'll work it out and get it right
And when I get home to you
You're such a sight for my poor eyes


This is our time, we have it all
When I come home at night
You're such a sight for my poor eyes

You bring me feelin'
You bring me fire (You bring me fire)
You give me a love that's taking me higher (Taking me higher)
Just goes to prove
What one good woman can do (One good woman)

You fill me with hope
Love and devotion
You taught me how to show my emotion
Just goes to prove
What one good woman can do (Just goes to prove, what one good woman)

You bring me feelin'
You bring me fire (You bring me fire)
You give me a love that's taking me higher (Taking me higher)
Just goes to prove
What one good woman can do (One good woman)

You fill me with hope
Love and devotion
You taught me how to show my emotion
Just goes to prove
What one good woman can do (Just goes to prove, what one good woman)","80s, pop, classic rock, rock, adult contemporary"
