Unnamed: 0,No.,Title,Artist(s),lyrics,genres
10,11,"""Escape (The Piña Colada Song)""",Rupert Holmes,"52 ContributorsEscape (The Piña Colada Song) LyricsRupert Holmes’s claim to fame – the hit that was the last number 1 of the ‘70s in the US. It was also a top 30 hit in New Zealand, Belgium, The Netherlands and the UK.
“Escape” is about a man wishing to… Read More 
I was tired of my lady
We'd been together too long
Like a worn out recording
Of a favorite song
So while she lay there sleeping
I read the paper in bed
And in the personal columns
There was this letter I read

If you like piña coladas
And gettin' caught in the rain
If you're not into yoga
If you have half a brain
If you like making love at midnight
In the dunes on the cape
Then I'm the love that you've looked for
Write to me and escape

I didn't think about my lady
I know that sounds kind of mean
But me and my old lady
Had fallen into the same old dull routine
So I wrote to the paper
Took out a personal ad
And though I'm nobody's poet
I thought it wasn't half bad

Yes, I like piña coladas
And gettin' caught in the rain
I'm not much into health food
I am into champagne
I've got to meet you by tomorrow noon
And cut through all this red tape
At a bar called O'Malley's
Where we'll plan our escape
So I waited with high hopes
And she walked in the place
I knew her smile in an instant
I knew the curve of her face
It was my own lovely lady
And she said, ""Aw, it's you""
Then we laughed for a moment
And I said, ""I never knew""

That you like piña coladas
And gettin' caught in the rain
And the feel of the ocean
And the taste of champagne
If you like making love at midnight
In the dunes on the cape
You're the lady I've looked for
Come with me and escape

If you like piña coladas
And gettin' caught in the rain
If you're not into yoga
If you have half a brain
If you like making love at midnight
In the dunes on the cape
Then I'm the love that you've looked for
Write to me and escape

Yes, I like piña coladas
And gettin' caught in the rain
I'm not much into health food
I am into champagne
I've got to meet you by tomorrow noon
And cut through all this red tape
At a bar called O'Malley's
Where we'll plan our escape","soft rock, pop, 70s, classic rock, one hit wonder"
11,12,"""Cars""",Gary Numan,"38 ContributorsCars LyricsGary Numan went the whole hog and created a purely electronic debut solo album, ditching any traces of his punk past and cementing his place as one of England’s newest genuine superstars (a status that proved… Read More 
Here in my car
I feel safest of all
I can lock all my doors
It's the only way to live
In cars
Here in my car
I can only receive
I can listen to you
It keeps me stable for days
In cars

Here in my car
Where the image breaks down
Will you visit me, please
If I open my door?
In cars
Here in my car
I know I've started to think
About leaving tonight
Although nothing seems right
In cars","new wave, synthpop, electronic, 80s, industrial"
12,13,"""Cruisin""",Smokey Robinson,"22 ContributorsCruisin’ Lyrics“Cruisin'” became a big pop hit for Smokey Robinson, peaking at #4 on the Billboard Hot 100 and #4 on Billboard’s R&B Singles chart in February 1980.
Guitarist Marv Tarplin had written the music five years… Read More 
(Cruisin')

Baby, let's cruise, away from here
Don't be confused, the way is clear
And if you want it, you got it, forever
This is not a one night stand, baby, yeah so

Let the music take your mind, ooh
Just release and you will find

You're gonna fly away
Glad you're goin' my way
I love it when we're cruisin' together
The music is played for love
Cruisin' is made for love
I love it when we're cruisin' together

Baby, tonight belongs to us
Everything's right, do what you must
And inch by inch, we get closer and closer
To every little part of each other, ooh baby, yeah

Let the music take your mind
Just release and you will find

You're gonna fly away
Glad you're going my way
I love it when we're cruisin' together
The music is played for love
Cruisin' is made for love
I love it when we're cruisin' together

(Cruise with me baby
Cruise with me baby
Cruise), hooh-hooh, yeah, oh baby
(Cruise), ow, ow
So good to cruise with you, baby
So good to cruise with you, baby
Ow, yeah
You need, baby

Baby let's cruise, let's flow, let's glide
Ooh, let's open up and go inside
And if you want it, you got it forever
I can just stay there inside you
And love you baby

Let the music, take your mind
Just release and you will find

You're gonna fly away
Yeah, I'm glad you're going my way
I love it when we're cruisin' together
The music is... oh!
Cruisin' is made for love
I love it when we're cruisin' together

Oh, baby (We're gonna fly away)
Oh, baby (Glad you're going my way)
I love it when we're cruisin' together
The music is... oh!
Cruisin' is made for love
I love it, I love it, I love it, I love it
(We're gonna fly away), yeah
(Glad you're going my way)
I love it, when we're cruisin' together
The music is played for love
Cruisin' is made for...
I love it, I love it, I love it, I love it
I love it (We're gonna fly away)
(Glad you're going my way)
I love it when we're cruisin' together","soul, motown, rhythm and blues, 60s, oldies"
13,14,"""Working My Way Back to You/Forgive Me, Girl""",The Spinners,,"soul, motown, funk, 70s, oldies"
14,15,"""Lost in Love""",Air Supply,"19 ContributorsLost in Love LyricsThe original version of “Lost in Love” appeared on the Life Support album in 1979 and reached #3 in New Zealand and #13 in Australia.
Music industry legend Clive Davis heard the song and signed the band to… Read More 
On

I realise the best part of love is the thinnest slice
And you don't get for much
But I'm not letting go
I believe there's still much to believe in

So lift your eyes if you feel you can
Reach for a star and I'll show you a plan
I figured it out
What I needed was someone to show me

You know you can't fool me
I've been lovin' you too long
It started so easy
You want to carry on (Carry on)

Lost in love and I don't know much
Was I thinkin' aloud and fell out of touch?
But I'm back on my feet
And eager to be what you wanted

So lift your eyes if you feel you can (Feel you can)
Reach for a star and I'll show you a plan (Show you a plan)
I figured it out
What I needed was someone to show me (Oh, oh)

You know you can't fool me
I've been lovin' you too long (I've been love too long)
It started so easy
You want to carry on (Carry on)

Lost in love and I don't know much
Was I thinkin' aloud and fell out of touch?
But I'm back on my feet
And eager to be what you wanted

You know you can't fool me
I've been lovin' you too long (I've been here too long)
It started so easy
You want to carry on (Carry on, carry on, carry on)

Lost in love and I don't know much
Was I thinkin' aloud, fell out of touch?
But I'm back on my feet
Eager to be what you wanted

Now I'm lost (Lost in love and I don't know much)
Lost in love (Was I thinkin' aloud, you out of touch?)
Lost in love (But I'm back on my feet)
Lost in love (And eager to be what you wanted)
Now I'm lost (Lost in love and I don't know much)
I'm in love (Was I thinkin' aloud, you out of touch?)
I'm lost in love (But I'm back on my feet)
Lost in love (And eager to be what you wanted)","80s, soft rock, pop, classic rock, rock"
15,16,"""Little Jeannie""",Elton John,"14 ContributorsLittle Jeannie Lyrics“Little Jeannie” was written by Elton John and Gary Osborne. Osborne wrote the lyrics about someone specific, not named Jeannie, and has chosen not to reveal who that person is.
In summer 1980 it reached the… Read More 
Oh, little Jeannie
You got so much love, little Jeannie
And you take it where it strikes
And give it to the likes of me
Oh, little Jeannie
You got so much love, little Jeannie
So I see you when I can
You make me all a man can be

And I want you to be my acrobat
I want you to be my lover
Oh, there were others who would treat you cruel
And oh, Jeannie, you were always someone's fool

Little Jeannie
You got so much time, little Jeannie
Though you've grown beyond your years
You still retain the fears of youth
Oh, little Jeannie
You got so much time, little Jeannie
But you're burnin' it up so fast
Searchin' for some lasting truth

And I want you to be my acrobat
I want you to be my lover
Oh, there were others who would treat you cruel
But oh, Jeannie, I will always be your fool


And I want you to be my acrobat
I want you to be my lover
Oh, there were others, and I've known quite a few
But oh, Jeannie, I'm still in love with you

You stepped into my life from a bad dream
Makin' the life that I had seem suddenly shiny and new
Oh, Jeannie, (Oh, Jeannie) I'm so in love with you
You stepped into my life from a bad dream
Makin' the life that I had seem suddenly shiny and new
Oh, Jeannie, (Oh, Jeannie) I'm so in love with you
You stepped into my life from a bad dream
Makin' the life that I had seem suddenly shiny and new
Oh, Jeannie, (Oh, Jeannie) I'm so in love with you
You stepped into my life from a bad dream
Makin' the life that I had seem suddenly shiny and new
Oh, Jeannie, (Oh, Jeannie) I'm so in love, I'm so in love
You stepped into my life from a bad dream
Makin' the life that I had seem suddenly shiny and new
Oh, Jeannie, (Oh, Jeannie) I'm so in love, I'm so in love","pop, classic rock, singer-songwriter, rock, piano"
16,17,"""Ride Like the Wind""",Christopher Cross,"30 ContributorsRide Like the Wind Lyrics“Ride Like The Wind” was Christopher Cross' debut single. It held the #2 position on the Hot 100 in the spring of 1980 for four weeks, held from the top spot by Blondie’s massive hit “Call Me”. Cross… Read More 
It is the night
My body's weak
I'm on the run
No time to sleep
I've got to ride
Ride like the wind
To be free again

And I've got such a long way to go (Such a long way to go)
To make it to the border of Mexico
So I'll ride like the wind
Ride like the wind

I was born the son of a lawless man
Always spoke my mind with a gun in my hand
Lived nine lives
Gunned down ten
Gonna ride like the wind

And I've got such a long way to go (Such a long way to go)
To make it to the border of Mexico
So I'll ride like the wind
Ride like the wind

Gonna ride like the wind

Accused and tried and told to hang
I was nowhere in sight when the church bells rang
Never was the kind to do as I was told
Gonna ride like the wind before I get old

It is the night
My body's weak
I'm on the run
No time to sleep
I've got to ride
Ride like the wind
To be free again

And I've got such a long way to go (Such a long way to go)
To make it to the border of Mexico
So I'll ride like the wind
Ride like the wind
And I've got a long way to go (Such a long way to go)
To make it to the border of Mexico
So I'll ride like the wind
Ride like the wind

Gonna ride like the wind
Ride
Gonna ride like the wind
Ride","soft rock, 80s, pop, singer-songwriter, yacht rock"
17,18,"""Upside Down""",Diana Ross,"32 ContributorsTranslationsDeutschUpside Down Lyrics“Upside Down” topped the Billboard Hot 100 for four weeks beginning in September 1980, making it the biggest solo hit of Diana Ross' career. It also topped the US R&B and dance music charts.
The song also… Read More 
I said upside down, you're turning me
You're giving love instinctively
'Round and 'round, you're turning me

Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round and 'round

Instinctively, you give to me the love that I need
I cherish the moments with you
Respectfully, I say to thee
I'm aware that you're cheating
When no one makes me feel like you do

Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round and 'round

I know you got charm and appeal
You always play the field
I'm crazy to think you're all mine
As long as the sun continues to shine
There's a place in my heart for you, that's the bottom line

Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round and 'round

Instinctively, you give to me the love that I need
I cherish the moments with you
Respectfully, I say to thee
I'm aware that you're cheating
But no one makes me feel like you do

Upside down
Boy, you turn me inside out
And 'round, 'round
Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round and 'round
Upside down
Boy, you turn me inside out
And 'round, 'round

Upside down, you're turning me
You're giving love instinctively
'Round and 'round, you're turning me
I say to thee, respectfully
Upside down, you're turning me
You're giving love instinctively
Around and around, you're turning me
I say to thee, respectfully
I said upside down, you're turning me
You're giving love instinctively
Around and around, you're turning me
I say to thee, respectfully
Upside down, you're turning me
You're giving love instinctively
'Round and 'round, you're turning me
I say to thee, respectfully
Upside down, you're turning me","soul, Disco, pop, female vocalists, motown"
18,19,"""Please Don't Go""",KC and the Sunshine Band,"17 ContributorsPlease Don’t Go LyricsHarry Wayne “KC” Casey was ‘getting a bit bored with disco’ at the close of the 70s. During recording sessions for Do You Wanna Go Party, he began playing on a piano and ‘all of a sudden’ this song began to… Read More 
I love you
Yeah

Babe, I love you so
I want you to know
That I'm gonna miss your love
The minute you walk out that door

So please don't go, don't go
Don't go away
Please don't go, don't go
I'm begging you to stay

If you leave, at least in my lifetime
I've had one dream come true
I was blessed to be loved
By someone as wonderful as you

So please don't go, don't go
Don't go away
Please don't go, don't go
I'm begging you to stay, hey, hey, hey

Yeah

Babe, I love you so
I, I want you to know
That I'm gonna miss your love
The minute you walk out that door

So please don't go, don't go
Don't go away, hey, hey, hey
I need your love, I'm down on my knees
Begging, ""Please, please, please, don't go""
Don't you hear me, baby? Don't leave me now
Oh, no, no, no, no
Please don't go, I want you to know
That I, I, I love you so

Please don't leave me, baby
Please don't go","Disco, funk, 70s, dance, pop"
19,20,"""Babe""",Styx,"17 ContributorsBabe Lyrics
Babe, I'm leaving
I must be on my way
The time is drawing near
My train is going
I see it in your eyes
The love, the need, your tears

But I'll be lonely without you
And I'll need your love to see me through
So please believe me
My heart is in your hand
And I'll be missing you

'Cause you know it's you, babe
Whenever I get weary
And I've had enough
Feel like giving up
You know it's you, babe
Giving me the courage
And the strength I need
Please believe that it's true
Babe, I love you

You know it's you, babe
Whenever I get weary
And I've had enough
Feel like giving up
You know it's you, babe
Giving me the courage
And the strength I need
Please believe that it's true
Babe, I love you

Babe, I'm leaving
I'll say it once again
And somehow try to smile
I know the feeling
We're trying to forget
If only for a while

'Cause I'll be lonely without you
And I'll need your love to see me through
Please believe me
My heart is in your hands
'Cause I'll be missing you

Babe, I love you
Babe, I love you
Ooh-ooh-ooh, ooh, babe","classic rock, Progressive rock, rock, hard rock, 80s"
20,21,"""With You I'm Born Again""",Billy Preston and Syreeta,"16 ContributorsWith You I’m Born Again Lyrics“With You I’m Born Again” is a duet sung by Billy Preston and Syreeta.
The song was written by David Shire & Carol Connors and released as a single from the Fast Break movie soundtrack in 1979.
The song… Read More 
Come bring me your softness
Comfort me through all this madness
Woman, don't you know, with you, I'm born again?

Come give me your sweetness
Now there's you, there is no weakness
Lying safe within your arms, I'm born again

I was half, not whole
In step with none
Reaching through this world
In need of one

Come show me your kindness
In your arms I know I'll find this
Woman, don't you know, with you, I'm born again?
Lying safe with you, I'm born again

Come bring me your softness (Oh, oh, oh)
Comfort me through all this madness (Oh, oh, oh)
Woman, don't you know, with you, I'm born again? (Oh, oh, oh)

Come give me your sweetness (Mmm, mm-mmm)
Now there's you, there is no weakness
Now there's you, there is no weakness
Lying safe within your arms, I'm born again
Woman, don't you know, with you I'm born again?

I was half, not whole
In step with none
Reaching through this world
In need of one

Come show me your kindness
In your arms I know I'll find this
Woman, don't you know, with you I'm born again?
Lying safe with you I'm born again","soul, motown, female vocalists, USA, male vocalists"
21,22,"""Shining Star""",The Manhattans,"16 ContributorsShining Star Lyrics“Shining Star” is the second of two top five hits for The Manhattans, reaching #5 in the summer of 1980. It was certified Gold that year, and Platinum two decades later. The song also won a Grammy for ‘Best… Read More 
Ooh, ooh-ooh-ooh, ooh-ooh, yeah

Honey, you are my shining star
Don't you go away, oh, baby
Wanna be right here where you are
Until my dying day, yeah, baby

So many have tried
Tried to find a love like yours and mine, mmm, hmm-mmm
Girl, don't you realize how you hypnotize
Make me love you more each time, yeah, baby

Honey, I'll never leave you lonely
Give my love to you only
To you only, to you only

Honey, you are my shining star
Don't you go away, no, baby
Wanna be right here where you are
Until my dying day, yeah, baby

Feels so good when we're lying here
Next to each other lost in love, yeah, baby
Baby, when we touch, love you so much
You're all I've ever dreamed of, yeah, baby

Honey, I'll never leave you lonely
Give my love to you only
To you only, to you only

Honey, you are my shining star
Don't you go away, girl, no, baby
Wanna be right here where you are
Until my dying day, mmm-hmm-mmm

Honey, you You, you are my shining star
Don't you go away, whoa-oh-oh, baby
Honey, you are my shining star
Don't you go away, no, baby
Honey, be right here where you are
Until my dying day, ahh, yeah
Honey, you, you, you Are my shining star you
You are my shining star, no, no
Honey, you, you are my shining star
Don't you go away, yeah, baby
Honey, you are my shining star You are my shining star
Don't you go away, ooh, baby
Honey, you You, you, you, you are my shining star","soul, motown, oldies, The Manhattans, quiet storm"
