Unnamed: 0,No.,Title,Artist(s),lyrics,genres
39,40,"""Pop Muzik""",M,"30 ContributorsPop Muzik Lyrics
(Pop, pop, pop muzik)
(Pop, pop, pop muzik)
Get up, get down
(Pop, pop, pop muzik)
(Pop, pop, pop muzik)

Radio, video
Boogie with a suitcase
You're living in a disco
Forget about the rat race
Let's do the Milkshake
Selling like a hotcake
Try some, buy some
Fee-fi-fo-fum
Talk about pop muzik
Talk about pop muzik

(Shoobie-doobie-doo-wop)
I want to dedicate it
(Pop, pop, shoo-wop)
Everybody made it
(Shoobie-doobie-doo-wop)
Infiltrate it
(Pop, pop, shoo-wop)
Activate it

New York, London, Paris, Munich
Everybody talk about pop muzik
Talk about (Pop)
Pop muzik
Talk about (Pop)
Pop muzik
Pop, pop, pop muzik
Pop, pop, pop muzik

Sing it in the subway
Shuffle with a shoe shine
Mix me a Molotov
I'm on the headline
Want to be a gunslinger?
Don't be a rock singer
Eenie, meenie, miney, mo
Which a-way you wanna go?
Talk about pop muzik
Talk about pop muzik

(Shoobie-doobie-doo-wop)
Right in betweenie
(Pop, pop, shoo-wop)
Eenie, meenie
(Shoobie-doobie-doo-wop)
Right in betweenie
(Pop, pop, shoo-wop)
You know what I meanie

Hit it!
Now you know when to say

(Talk about) Talk about
Pop muzik
(Talk about) Talk about
Pop muzik
Pop, pop, pop muzik
Pop, pop, pop muzik

All around the world (Pop, pop, pop muzik)
Wherever you are (Pop, pop, pop muzik)
Dance in the street, anything you like (Pop, pop, pop muzik)
Do it in your car in the middle of the night (Pop, pop, pop muzik)
La-la-la-la, la-la, la-la, la (Pop, pop, pop muzik)
La-la-la-la, la-la, la (Pop, pop, pop muzik)
La-la-la-la, la-la, la-la, la (Pop, pop, pop muzik)
La-la-la-la, la-la, la (Pop, pop, pop muzik)

Dance in the supermart
Dig it in the fast lane
Listen to the countdown
They're playing our song again
I can't get ""Jumping Jack""
I want to hold ""Get Back""
Moonlight, muzak
Knick-knack paddywhack
Talk about pop muzik
Talk about pop muzik

(Shoobie-doobie-doo-wop)
It's all around you
(Pop, pop, shoo-wop)
They want to surround you
(Shoobie-doobie-doo-wop)
It's all around you
(Pop, pop, shoo-wop)
Hit it

New York, London, Paris, Munich
Everybody talk about, mmm, pop muzik
Talk about (Pop)
Pop muzik
Talk about (Pop)
Pop muzik
Pop, pop, pop muzik
Pop, pop, pop muzik

Now, listen
Talk about (Pop, pop, pop muzik)
Talk about (Pop, pop, pop muzik)
Talk about the fever
Pop, pop, pop muzik
Pop, pop, pop muzik
Do you read me? Loud and clear
Hit it down (Pop, pop, pop muzik)
Hit it down, oh no! (Pop, pop, pop muzik)
Oh no! Oh, talk about
(Pop, pop, pop muzik)
Wrong way around (Pop, pop, pop muzik)
Upside down...","french, pop, rock, 80s, new wave"
40,41,"""Brass in Pocket""",The Pretenders,,"rock, new wave, 80s, female vocalists, classic rock"
41,42,"""Special Lady""","Ray, Goodman & Brown","8 ContributorsSpecial Lady Lyrics“Special Lady” peaked at #5 on the Billboard Hot 100 and topped Billboard’s R&B Singles chart for a week in February of 1980.
It was the first single released by the group under their new name Ray Goodman… Read More 
You must be a special lady
(Billy, you singin' first tenor or second?
Nah, Harry, I'm singin' second, man)
And a very exciting girl
(Al, bring that bass out, man
Hey man, I'll bring it out a little bit more)
You gotta be a special lady
(Let's get down on some harmony, come on)
'Cause you got me sittin' on top of the world
Sittin' on top of the world

Somehow I knew it would be you
To change my gray skies to blue
And it was strange when you called my name
Ever since that day I haven't been the same, ooh

Before I met you, my sun didn't want to shine
Then all of a sudden you snuck up from behind
Pop (Pop) went the reason in my mind

You must be a sweet special lady
And a very exciting girl (Ooh, so exciting)
You gotta be a special lady (What a lady)
'Cause you got me sittin' on top of the world
Sittin' on top of the world

I was like a song so out of key
Then you came and gave my soul a melody
Thanks to you, for pullin' me through
I've always lost but now I win with you

Before I met you, my sun didn't want to shine
Then all of a sudden you snuck up from behind
Pop (Pop) went the reason in my mind

You must be a special lady (I got a lady)
And a very exciting girl (So exciting, woo)
You gotta be a special lady (What a lady)
'Cause you got me sittin' on top of the world (Oh)
Sittin' on top of the world

Ooh, what a lady
Oh
Sittin' on top of the world
Sittin' on top of the world

Before I met you, my sun didn't want to shine
Then all of a sudden you snuck up from behind
Pop (Pop) went the reason in my mind

You must be a special lady (What a lady)
And a very exciting girl (So exciting)
You gotta be a special lady
'Cause you got me sittin' on top of the world (Ooh)
Sittin' on top of the world

You must be a special lady (What a lady)
And a very exciting girl (Mmm, what a lady)
You gotta be a special lady
(Get down, Billy Brown) (Alright, Harry Ray)
'Cause you got me sittin' on top of the world
Sittin' on top of the world
You must be a special lady (Woo)
And a very exciting girl (Oh, girl, oh, girl)
You gotta be a special lady
'Cause you got me sittin' on top of the world","soul, rnb, r&b, Old School soul, Home collection"
42,43,"""Send One Your Love""",Stevie Wonder,"11 ContributorsSend One Your Love Lyrics“Send One Your Love” was the lead single from Stevie Wonder’s Journey Through The Secret Life Of Plants, released in 1979. It peaked at #4 in the US the last week of the 1970s decade and stayed there for the… Read More 
Send her your love with a dozen roses
Make sure that she knows it with a flower from your heart
Show him your love, don't hold back your feelings
You don't need a reason when it's straight from the heart

I've heard so many say that the days of romance are no more
And people falling in love is so old fashioned
But waiting are they the day they once let slip away
Hiding need to fulfill their heart's desire for love’s passion

Send her your love with a dozen roses
Make sure that she knows it with a flower from your heart
Show him your love, don't hold back your feelings
You don't need a reason when it's straight from the heart

I know that people say two hearts beating as one is unreal
And can only happen in make believe stories
But so blind they all must be that they cannot believe what they see
For around us are miracles of love’s glory

Show him your love, don't hold back your feelings
You don't need a reason when it's straight from the heart","soul, funk, motown, pop, rnb"
43,44,"""The Second Time Around""",Shalamar,"6 ContributorsThe Second Time Around Lyrics
I know you've come a long way, baby
But you don't need that heart of stone, no
You proved that you could do it, do it, baby
You can make it on your own

But you can't keep runnin' away from love
'Cause the first one let you down, no, no, no
And though others try to satisfy you, baby
With me true love can still be found
Love can still be found

The second time around
Ooh, the second time is so much better, baby
The second time around
And I'll make it better than the first time

You know I really love you
And I paid for my mistakes, yes I did, girl
The more I try to hide my feelings, baby
This old heart gets in the way
And love won't let me wait

The second time around
Girl, with me, it's better than the first time
The second time around
Let's do it one more time, say it again
The second time around
All that I've been through, I'll do it again
Just as long as I'm with you
The second time around
Oh, the second time

Ooh
I'll make it so good to you, babe
I'll make it so good to you

Not like the first time (not like the first time)
Not like the first time (not like the first time)
Not like the first time
Talking 'bout the second time
Not like the first time (not like the first time)
Not like the first time (not like the first time)
Not like the first time
Talking 'bout the second time

You can't keep runnin' away from love
'Cause the first one let you down
And though others try to satisfy you, baby
With me true love can still be found

The second time around
I'm gonna keep you mine the second time, baby
The second time around
I'll know what to do just as long as I'm with you
The second time around
Do it one more time, say it again
The second time around","Disco, soul, funk, 80s, rnb"
44,45,"""We Don't Talk Anymore""",Cliff Richard,"13 ContributorsWe Don’t Talk Anymore Lyrics“We Don’t Talk Anymore” is Cliff Richard’s tenth of fourteen chart-toppers in the UK, hitting #1 in August 1979 and remaining there for four weeks. This was Cliff Richard’s biggest selling hit worldwide.
He… Read More 
Used to think that life was sweet
Used to think we were so complete
I can't believe you'd throw it away

Used to feel we had it made
Used to feel we could sail away
Can you imagine how I feel today?

Well, it seems a long time ago
You were the lonely one
Now it comes to letting go
You are the only one
Do you know what you've done?

It's so funny how we don't talk anymore
It's so funny why we don't talk anymore
But I ain't losing sleep
And I ain't counting sheep
It's so funny how we don't talk anymore

Ohh-oh, oh, we don't talk
Ooh-ooh, ooh

Well, it really doesn't matter to me
I guess your leaving was meant to be
It's down to you now, you wanna be free

Well, I hope you know which way to go
You're on your own again
And don't come crying to me
When you're the lonely one
Remember what you've done

It's so funny how we don't talk anymore
It's so funny why we don't talk anymore
But I ain't losing sleep
And I ain't counting sheep (Sheep), no, no, no
It's so funny how we don't talk anymore

Ohh-oh, we don't talk
Woo-ooh-ooh, woo-ooh, ooh, ooh, we don't talk

But I ain't losing sleep, no
I ain't counting sheep (Sheep), no, no, no, no
It's so funny how we don't talk anymore

Ohh-oh, we don't talk
Ohh-oh, we don't talk","pop, oldies, 60s, classic rock, 80s"
45,46,"""Stomp!""",The Brothers Johnson,"18 ContributorsStomp! Lyrics
Steppin' out, the weekend's open wide
Fill it up, let's blast the jams and ride
While we're cruisin' around in the street
Listen up for the party in feet
Slap me five, that's the place we've arrived, it's alive

Everybody take it to the top
We're gonna stomp all night
In the neighborhood
Don't it feel alright?
Gonna stomp all night
Wanna party 'til the morning light
Mmm, runnin', runnin', runnin'

The set is hot, there's people wall to wall
Old ones, young things, short ones standing tall
So grab the one with the smile on her face
And hit the floor and stay right on the case
The heat is on and the funk just won't leave us alone

Everybody take it to the top
We're gonna stomp all night
In the neighborhood
Don't it feel alright?
Gonna stomp all night
Wanna party 'til the morning light
Gonna stomp all night
In the neighborhood
Don't it feel alright?
Gonna stomp all night
Wanna party 'til the morning light
Stomp!

Stomp, step down in it
Put your foot where you feel the fit
Stomp, you don't wanna quit
Put your heels where you're feeling it

Stomp all night
In the neighborhood
Don't it feel alright?
Gonna stomp all night
Wanna party 'til the morning light (Well, well, well)
Gonna stomp all night
In the neighborhood
Don't it feel alright?
Gonna stomp all night
Wanna party 'til the morning light
Gonna stomp all night
In the neighborhood
Don't it feel alright?
Gonna stomp all night
Wanna party 'til the morning light
Stomp!

Stomp, step down in it
Put your foot where you feel the fit (Take it to the top)
Stomp, you don't wanna quit
Put your heels where you're feeling it (Take it to the top)
Stomp, step down in it
Put your foot where you feel the fit
Stomp, you don't wanna quit
Put your heels where you're feeling it
Stomp, step down in it
Put your foot where you feel the fit
Stomp, you don't wanna quit
Put your heels where you're feeling it","funk, soul, Disco, 70s, rnb"
46,47,"""Heartache Tonight""",Eagles,"14 ContributorsHeartache Tonight LyricsThe Eagles 1979 top charting (their last) hit and 1981 Grammy winner, somehow of different style than most of their more melodious and slower songs, nevertheless became a staple in their concert and the title… Read More 

Somebody's gonna hurt someone
Before the night is through
Somebody's gonna come undone
There's nothin' we can do

Everybody wants to touch somebody
If it takes all night
Everybody wants to take a little chance
Make it come out right

There's gonna be a heartache tonight
A heartache tonight, I know
There's gonna be a heartache tonight
A heartache tonight, I know
Lord, I know

Some people like to stay out late
Some folks can't hold out that long
But nobody wants to go home now
There's too much goin' on

This night is gonna last forever
Last all, last all summer long
Some time, before the sun comes up
The radio is gonna play that song

There's gonna be a heartache tonight
A heartache tonight, I know
There's gonna be a heartache tonight
A heartache tonight, I know
Lord, I know

There's gonna be a heartache tonight
The moon's shinin' bright
So turn out the light and we'll get it right
There's gonna be a heartache tonight
A heartache tonight, I know
Heartache, baby
{Instrumental Bridge}

Somebody's gonna hurt someone (Somebody)
Before the night is through
Somebody's gonna come undone
There's nothin' we can do (Everybody)

Everybody wants to touch somebody
If it takes all night (Mm-mm)
Everybody wants to take a little chance
To make it come out right

There's gonna be a heartache tonight
A heartache tonight, I know
There's gonna be a heartache tonight
A heartache tonight, I know
Let's go

We can beat around the bushes
We can get down to the bone
We can leave it in the parkin' lot
But either way

There's gonna be a heartache tonight
A heartache tonight, I know (Lord, I know)
There'll be a heartache tonight
A heartache tonight, I know
Woo, woo!

(Break my heart, baby)","classic rock, rock, 70s, soft rock, country"
47,48,"""Tired of Toein' the Line""",Rocky Burnette,"6 ContributorsTired of Toein’ the Line LyricsTired of Toein' the Line peaked at #8 on the Billboard Hot 100 in 1980, making it Rocky Burnette’s highest & only chart appearance on the Hot 100 to date.
Baby
I'm tired of toein' the line
Don't know why you wanna jump on me
Baby, baby, baby
You're making me cry

Baby, I
I'm gonna find myself someone new
Someone who will be true
And no more toein' the line
I know it's over
Cause I see the signs
Don't let me waste your precious time
Baby
I'm tired of toeing the line
If you want to get rid of me
Baby, baby, baby
You're doing fine

Baby
I'm tired of toein' the line
I'm gonna put on my walking shoes
And leave you far behind

You're rolling over
And over so divine
But you can't fix this broken heart of mine

Baby
I'm tired of toein' the line
Baby
I'm tired of toein' the line
Baby
I'm tired of toein' the line
Baby
I'm tired of toein' the line
Baby
I'm tired of toein' the line
Baby
I'm tired of toein' the line","rockabilly, Home collection, pop, 80s, spotify"
48,49,"""Better Love Next Time""",Dr. Hook,"5 ContributorsBetter Love Next Time Lyrics
I'm your friend you can talk to me
I read your fate I see misery
'Cause the one you love has left you dry
Don't start believin' that you're gonna die
Just pick your heart up off the floor and try, try again

You'll find
Better love next time baby, don't give up and I know you're gonna find
Better love next time baby, someone will be waiting down the line
With better love, better love, better love, better love next time

Sometimes it's better to let it all go
I've been there and I think I should know
So have a good cry, wash out your heart
If you keep it inside it'll tear you apart
Sometimes you lose but you're gonna win if you just, if you just keep hanging in

You'll find
Better love next time baby, don't give up and I know you're gonna find
Better love next time baby, someone will be waiting down the line
With better love, better love

Better love next time baby, don't give up and I know you're gonna find
Better love next time baby, someone will be waiting down the line
With better love, better love

Better love next time baby, don't give up and I know you're gonna find","classic rock, 70s, soft rock, rock, oldies"
49,50,"""Him""",Rupert Holmes,"9 ContributorsHim Lyrics
Over by the window
There's a pack of cigarettes
Not my brand, you understand
Sometimes the girl forgets
She forgets to hide them
I know who left those smokes behind
She'll say, ""Oh, he's just a friend""
And I'll say, ""Oh, I'm not blind"" to

Him, him, him
What's she gonna do about him?
She's gonna have to do without him
Or do without me, me, me
No one gets to get it for free
It's me or it's him

Don't know what he looks like
Don't know who he is
Don't know why she thought that I
Would say ""What's mine is his""
I don't want to own her
But I can't let her have it both ways
Three is one too many of us
She leaves with me or stays with

Him, him, him
What's she gonna do about him?
She's gonna have to do without him
Or do without me, me, me
No one gets to get it for free
It's me or it's him

If she wants him, she can have him
Just exactly how we once were
It's goodbye to he and I
And back to me and her without

Him, him, him
What's she gonna do about him?
She's gonna have to do without him
Or do without me, me, me
No one gets to get it for free
Time for me to make the girl see
It's me or it's him, him, him
What's she gonna do about him?
She's gonna have to do without him
Or do without me, me, me
No one gets to get it for free
Time for me to make the girl see
It's me or it's him","soft rock, pop, 70s, classic rock, one hit wonder"
50,51,"""Against the Wind""",Bob Seger and the Silver Bullet Band,"26 ContributorsAgainst the Wind Lyrics“Against The Wind” was inspired by Bob Seger’s high school days as a cross-country runner. Two decades later, it was featured in the film Forrest Gump when the main character is… a cross-country runner!
… Read More 
Seems like yesterday
But it was long ago
Janey was lovely
She was the queen of my nights
There in the darkness
With the radio playin' low, and
And the secrets that we shared
The mountains that we moved
Caught like a wildfire out of control
'Til there was nothing left to burn
And nothing left to prove

And I remember what she said to me
How she swore that it never would end
I remember how she held me, oh-so tight
Wish I didn't know now what I didn't know then

Against the wind
We were running against the wind
We were young and strong
We were running against the wind

And the years rolled slowly past
And I found myself alone
Surrounded by strangers I thought were my friends
I found myself further and further from my home and I
I guess I lost my way
There were oh-so many roads
I was livin' to run
And runnin' to live
Never worried about payin'
Or even how much I owed

Movin' eight miles a minute
For months at a time
Breakin' all of the rules that would bend
I began to find myself searchin'
Searchin' for shelter again and again

Against the wind
Little somethin' against the wind
I found myself seekin' shelter against the wind


Well, those drifters days are past me now
I've got so much more to think about
Deadlines and commitments
What to leave in
What to leave out

Against the wind
I'm still running against the wind
I'm older now but still running against the wind
Well, I'm older now and still running
Against the wind

Against the wind
(Against the wind)
I'm still running
(Against the wind)
I'm still running against the wind
(Against the wind)
I'm still running
(Against the wind)
I'm still running against the wind
(Against the wind)
Still running
(Against the wind)
Running against the wind, running against the wind
(Against the wind)
See the young man run
(Against the wind)
Watch the young man run
(Against the wind)
Watch the young man runnin'
(Against the wind)
He'll be runnin' against the wind
(Against the wind)
Let the cowboys ride
(Against the wind)
Unh
(Against the wind)
Let the cowboys ride
(Against the wind)
They'll be ridin' against the wind
(Against the wind)
Against the wind
(Against the wind)
Ridin' against the wind
(Against the wind)
(Against the wind)
Ride, ride, ride, ride, ride, ride, ride, ride, ride, ride
(Against the wind)","classic rock, rock, singer-songwriter, american, 70s"
51,52,"""On the Radio""",Donna Summer,"14 ContributorsOn the Radio Lyrics“On the Radio” became Donna Summer’s tenth top 10 hit in the US in early 1980 and was also successful overseas. Her husband told Songfacts she wrote it about “somebody hoping that the song on the radio will… Read More 
Someone found a letter you wrote me on the radio
And they told the world just how you felt
It must have fallen out of a hole in your old brown overcoat
They never said your name but I knew just who they meant
Whoa-oh-oh-oh-oh
I was so surprised and shocked, and I wondered too
If, by chance, you heard it for yourself
I never told a soul just how I've been feeling over you
But they said it really loud, they said it on the air

On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh

Now, now, don't it kinda strike you sad when you hear our song
Things are not the same since we broke up last June
The only thing that I wanna hear is that you love me still
And that you think you'll be comin' home real soon
Whoa-oh-oh-oh-oh
Yeah, it kinda made me feel proud when I heard him say
You couldn't find the words to say it yourself
And now in my heart I know I can say what I really feel
'Cause they said it really loud, they said it on the air

On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh
On the radio


If you think that love isn't found on the radio
Then tune right in, you may find the love you lost
'Cause now I'm sitting here with the man I sent away long ago
It sounded really loud, they said it really loud

On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh
On the radio, whoa-oh-oh-oh
On the radio (radio-radio-radio)","Disco, pop, 70s, dance, female vocalists"
52,53,"""Emotional Rescue""",The Rolling Stones,"19 ContributorsEmotional Rescue LyricsSeen as The Rolling Stone’s second attempt at disco after their 1978 hit “Miss You”, “Emotional Rescue” is the title track and lead single of the band’s 1980 album. The song is known for the previously… Read More 
Is there nothing I can say? Nothing I can do?
Change your mind, I'm so in love with you
Too deep in, you can't get out
You're just a poor girl in a rich man's house
Ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh
Ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh
Yeah, baby, I'm crying over you

Don't you know promises were never meant to keep?
Just like the night, dissolve off in sleep
I'll be your savior, steadfast and true
I'll come to your emotional rescue
I'll come to your emotional rescue
Ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh
Ooh-ooh, ooh-ooh, ooh-ooh-ooh-ooh

Yeah, the other night, crying
Crying, baby, yeah, yeah, I'm crying
Yeah, I'm like a child, baby
I'm like a child, baby
Like a child
Yes, I'm like a child, like a child, like a child, like a child (Woo)

You think you're one of a special breed
You think that you're his pet Pekingese
I'll be your savior, steadfast and true
I'll come to your emotional rescue
I'll come to your emotional rescue
Ah-ah, ah-ah, ah-ah-ah-ah
Ah-ah, ah-ah, ah-ah-ah-ah

Yeah, I was dreaming last night, babe
Last night, I was dreaming
How you'd be mine, but I was crying
Like a child, yeah, I was crying
Crying like a child
You will be mine, mine, mine, mine, mine, all mine
You could be mine, could be mine
Could be mine, all mine

I come to you, so silent in the night
So stealthy, so animal quiet
I'll be your savior, steadfast and true
I'll come to your emotional rescue
I'll come to your emotional rescue
Ah-ah, ah-ah, ah-ah-ah-ah
Yeah, you should be mine, mine, oh

Yes, you could be mine
Tonight and every night
I will be your knight in shining armor
Coming to your emotional rescue

You will be mine, you will be mine, all mine
You will be mine, you will be mine, all mine
I will be your knight in shining armor
Riding across the desert on a fine Arab charger
Uh-uh, uh-uh, uh-uh-uh-uh
Uh-uh, uh-uh, uh-uh-uh-uh
Uh-uh, uh-uh, uh-uh-uh-uh
Uh-uh, uh-uh, uh-uh-uh-uh
Uh-uh, uh-uh, uh-uh-uh-uh
Uh-uh, uh-uh, uh-uh-uh-uh
Uh-uh, uh-uh, uh-uh-uh-uh
Uh-uh, uh-uh, uh-uh-uh-uh","classic rock, rock, british, 60s, blues"
53,54,"""Rise""",Herb Alpert,,"jazz, instrumental, easy listening, trumpet, chill"
54,55,"""All Out of Love""",Air Supply,"43 ContributorsAll Out of Love Lyrics“All Out of Love” was Air Supply’s second internationally-released single (they’d released several in Australia and New Zealand prior). It was very successful in several countries, reaching the top 40 in The… Read More 
I'm lyin' alone with my head on the phone
Thinkin' of you till it hurts
I know you're hurt too, but what else can we do
Tormented and torn apart
I wish I could carry your smile in my heart
For times when my life seems so low
It would make me believe what tomorrow could bring
When today doesn't really know
Doesn't really know

I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
To say that I was so wrong

I want you to come back and carry me home
Away from these long, lonely nights
I'm reaching for you, are you feeling it too
Does the feeling seem oh so right
And what would you say if I called on you now
And said that I can't hold on
There's no easy way, it gets harder each day
Please love me or I'll be gone
I'll be gone

I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
To say that I was so wrong

Oh, what are you thinkin' of?
What are you thinkin' of?
What are you thinkin' of?
What are you thinkin' of?

I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
I know I was so wrong

I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
I know I was so wrong
I'm all out of love
I'm so lost without you
I know you were right
Believing for so long
I'm all out of love
What am I without you?
I can't be too late
To say that I was so wrong

(I'm all out of love)
(I'm so lost without you)
(I know you were right)","80s, soft rock, pop, classic rock, rock"
55,56,"""Cool Change""",Little River Band,"8 ContributorsCool Change Lyrics
If there's one thing in my life that's missing
It's the time that I spend alone
Sailing on the cool and bright clear water
There's lots of those friendly people
They're showing me ways to go
But I never want to lose their inspiration

Time for a cool change
I know that it's time for a cool change
And now that my life is so prearranged
I know that it's time for a cool change

Well, I was born in the sign of water
And it's there that I feel my best
The albatross and the whales, they are my brothers
It's kind of a special feeling
When you're out on the sea alone
Staring at the full moon like a lover

(Time) Time for (a cool change) cool change
(Time for) I know that it's time for (A cool change)
(Time for) Now that my life (A cool change) is so prearranged
(Time for) I know that it's time for (A cool change)

I've never been romantic
And sometimes I don't care
I know it may sound selfish
But let me breathe the air
Yeah, yeah
Let me breathe the air

If there's one thing in my life that's missing
It's the time that I spend alone
Sailing on the cool and bright clear water
It's kind of a special feeling
Out on the sea alone
Staring at the full moon like a lover

(Time) Time for (a cool change) cool change
(Time for) I know that it's time for (A cool change)
(Time for) Now that my life (A cool change) is so prearranged
(Time for) I know that it's time for (A cool change) cool, cool change

(Time for) It's time, it's time, it's time, it's time
(A cool change) it's time, it's time for a cool, cool change
(Time for) Ooh, I know it's time for a (cool change) cool, cool change
(Time for) Now that my life (A cool change) is so prearranged
Well, I know, (Time for) I know, I know, I know
(A cool change) It's time for a cool change
Yes, it is, yes, it is, yes, it is, yes, it is
You know it's time for a cool, cool change","classic rock, 70s, soft rock, rock, australian"
56,57,"""You're Only Lonely""",JD Souther,"8 ContributorsYou’re Only Lonely Lyrics
When the world is ready to fall
On your little shoulders
And when you're feeling lonely and small
You need somebody there to hold you

You can call out my name
When you're only lonely
Now don't you ever be ashamed
You're only lonely

When you need somebody around
On the nights that try you
Remember, I was there when you were a queen
And I'll be the last one there beside you

So you can call out my name
When you're only lonely
Now don't you ever be ashamed
You're only lonely

(You're only lonely)
(You're only lonely)
(You're only lonely)
(Ooh)

Ooh, when the world is ready to fall
On your little shoulders
And when you're feeling lonely and small
You need somebody there to hold you

So don't you ever be ashamed (Hold you)
When you're only lonely
Darling, you can call out my name
When you're only lonely

(You're only lonely) When you're only lonely
(You're only lonely) Ooh, it's no crime
Darling, we've got lots of time, woah
(You're only lonely) Woah
(You're only lonely) There's nothing wrong with you
Darling, I get lonely, too
(You're only lonely)
(You're only lonely) So if you need me
(You're only lonely) All you got to do is call me

You're only lonely (You're only lonely)
(You're only lonely)
(You're only lonely)","singer-songwriter, classic rock, rock, country rock, soft rock"
57,58,"""Desire""",Andy Gibb,"6 ContributorsDesire Lyrics“Desire” was written and recorded by Andy Gibb’s brothers The BeeGees, but not included on their 1978 album Spirits Having Flown. Andy recorded his lead vocal on the track and released it as the lead single… Read More Ah..... Ah....
We may be big or small or black or white , eternally
And black and white is you and me in a special light
We may be young or old or in between ,but this much I know
Together we can learn to grow
In a world that's ever turning it's back on you
If you give it all away 
Make it mine ,ine , ine , ine , mine
You are desire , everything you need
I give you right or wrong
And you are the woman that I
Base my whole existence on
And when I get to you my
Desire is glowing in your light
These are the golden years we get to live
We lead the way , tomorrow we can start today
In a special light
Love could be good or bad or in between
But this much I learn
Baby , you and I can learn
In a world that's rearranging it's reality
If you give it all away
Make it mine , ine , ine , ine , mine
You are desire , everything you need
I give you right or wrong
And you are the woman that I
Base my whole existence on
And when I get to you my
Desire is glowing in your light
Ah...
And it's nice to light a fire
When it's cold outside
If you give it all away
Make it mine , ine , ine , ine , mine
You are desire , everything you need
I give you right or wrong
And you are the woman that I
Base my whole existence on
And when I get to you my
Desire is glowing in your light","Disco, pop, 70s, classic rock, australian"
58,59,"""Let My Love Open the Door""",Pete Townshend,"14 ContributorsLet My Love Open the Door LyricsFrom Empty Glass (1984). This single was Pete Townshend’s only solo American Top 10 hit.

Pete follows the Indian spiritual teacher Meher Baba (1894-1969) and this song appears to be a devotional love song… Read More 
When people keep repeatin'
That you'll never fall in love
When everybody keeps retreatin'
But you can't seem to get enough

Let my love open the door
Let my love open the door
Let my love open the door
To your heart

Let my love open the door
Let my love open the door
Let my love open the door
Let my love open the door

When everything feels all over
Everybody seems unkind
I'll give you a four-leaf clover
Take all worry out of your mind

Let my love open the door
Let my love open the door
Let my love open the door
To your heart

Let my love open the door
Let my love open the door
Let my love open the door
Let my love open the door

I have the only key to your heart
I can stop you fallin' apart
Try today, you'll find this way
Come on and give me a chance to say
Let my love open the door, it's all I'm livin' for
Release yourself from misery
There's only one thing
Gonna set you free
That's my love, that's my love

Let my love open the door
Let my love open the door
Let my love open the door
Let my love open the door

When tragedy befalls you
Don't let it drag you down
Love can cure your problems
You're so lucky I'm around

Let my love open the door
Let my love open the door
Let my love open the door
To your heart","classic rock, rock, singer-songwriter, genius, 80s"
59,60,"""Romeo's Tune""",Steve Forbert,"8 ContributorsRomeo’s Tune Lyrics
Meet me in the middle of the day
Let me hear you say everything's okay
Bring me southern kisses from your room
Meet me in the middle of the night
Let me hear you say everything's alright
Let me smell the moon in your perfume

Oh, gods and years will rise and fall
And there's always something more
Lost in talk, I waste my time
And it's all been said before
While further down
Behind the masquerade, the tears are there
I don't ask for all that much
I just want someone to care
That's right now

Meet me in the middle of the day
Let me hear you say everything's okay
Come on out beneath the shining sun
Meet me in the middle of the night
Let me hear you say everything's alright
Sneak on out beneath the stars and run

It's king and queen and we must go down now
Beyond the chandelier
Where I won't have to speak my mind
And you won't have to hear
Shreds of news and afterthoughts
And complicated scenes
We'll weather down behind the light
And fade like magazines
Hey, love is alright now

Meet me in the middle of the day
Let me hear you say everything's okay
Bring me southern kisses from your room
Hey, hey, meet me in the middle of the night
Let me hear you say everything's alright
Let me smell the moon in your perfume

Oh now, meet me in the middle of the day
Let me hear you say everything's okay
Let me see you smiling back at me
Hey, meet me in the middle of the night
Let me hear you say everything's alright
Hold me tight and love and loving's free","singer-songwriter, folk, rock, classic rock, male vocalists"
